position,track_name,artist,streams,top_week,top_year,top_month,top_first_day,valence,release_year,release_month,release_day
2,No Limit,G-Eazy,7090891,1,2017,12,29,0.405,2017,9,8
3,I Fall Apart,Post Malone,6673907,1,2017,12,29,0.291,2016,0,0
4,Bartier Cardi,Cardi B,6624198,1,2017,12,29,0.109,2018,12,22
5,Gucci Gang,Lil Pump,5975507,1,2017,12,29,0.699,2017,8,31
6,Him & I,G-Eazy,5915005,1,2017,12,29,0.191,2017,11,30
7,Ric Flair Drip,Offset,5896347,1,2017,12,29,0.333,2017,3,1
8,Havana,Camila Cabello,5563102,1,2017,12,29,0.394,2018,9,8
9,Candy Paint,Post Malone,4960836,1,2017,12,29,0.381,2018,10,20
10,XO Tour Llif3,Lil Uzi Vert,4904234,1,2017,12,29,0.401,2017,2,26
11,Codeine Dreaming,Kodak Black,4602782,1,2017,12,29,0.574,2017,11,24
12,Let You Down,NF,4601417,1,2017,12,29,0.464,2017,9,14
13,Bank Account,21 Savage,4589775,1,2017,12,29,0.376,2017,8,8
14,Wolves,Selena Gomez,4445106,1,2017,12,29,0.306,2017,10,25
15,PICK IT UP,Famous Dex,4426379,1,2017,12,29,0.287,2017,10,20
16,River,Eminem,4326022,1,2017,12,29,0.659,2017,12,15
17,Young Dumb & Broke,Khalid,4319972,1,2017,12,29,0.394,2017,6,13
18,MotorSport,Migos,4306236,1,2017,12,29,0.188,2018,10,30
19,Perfect,Ed Sheeran,4273504,1,2017,12,29,0.168,2017,9,26
20,Too Good At Goodbyes,Sam Smith,4269340,1,2017,12,29,0.476,2017,9,8
21,New Rules,Dua Lipa,4251568,1,2017,12,29,0.608,2017,7,15
22,LOVE. FEAT. ZACARI.,Kendrick Lamar,4211074,1,2017,12,29,0.779,2017,10,2
23,HUMBLE.,Kendrick Lamar,4162605,1,2017,12,29,0.421,2017,3,30
24,Meant to Be,Bebe Rexha,4143866,1,2017,12,29,0.579,2017,10,24
25,Congratulations,Post Malone,4116779,1,2017,12,29,0.492,2016,0,0
26,Plain Jane,A$AP Ferg,4095476,1,2017,12,29,0.52,2017,6,13
27,1-800-273-8255,Logic,3995743,1,2017,12,29,0.357,2017,4,27
28,Let Me Go,Hailee Steinfeld,3968044,1,2017,12,29,0.742,2017,9,8
29,Silence,Marshmello,3793378,1,2017,12,29,0.286,2017,8,11
30,Bodak Yellow,Cardi B,3791207,1,2017,12,29,0.485,2018,6,16
31,What Lovers Do,Maroon 5,3759452,1,2017,12,29,0.419,2018,8,30
32,Sky Walker,Miguel,3757510,1,2017,12,29,0.183,2017,8,25
33,Bad At Love,Halsey,3754834,1,2017,12,29,0.612,2017,8,22
34,I Get the Bag,Gucci Mane,3548680,1,2017,12,29,0.425,2017,8,18
35,Betrayed,Lil Xan,3499176,1,2017,12,29,0.241,2018,7,20
36,goosebumps,Travis Scott,3323557,1,2017,12,29,0.442,2016,0,0
37,Thunder,Imagine Dragons,3299966,1,2017,12,29,0.288,2017,4,27
40,Unforgettable,French Montana,3124897,1,2017,12,29,0.733,2017,4,7
41,Location,Khalid,3119292,1,2017,12,29,0.326,2017,1,26
42,Tell Me You Love Me,Demi Lovato,3094647,1,2017,12,29,0.26,2017,11,14
43,Roll In Peace,Kodak Black,3056338,1,2017,12,29,0.363,2017,11,7
44,Wanted You,NAV,3004749,1,2017,12,29,0.623,2018,11,3
45,Sorry Not Sorry,Demi Lovato,2986767,1,2017,12,29,0.887,2017,7,11
46,End Game,Taylor Swift,2952285,1,2017,12,29,0.151,2017,11,14
47,The Way Life Goes,Lil Uzi Vert,2928490,1,2017,12,29,0.756,2017,10,3
48,Shape of You,Ed Sheeran,2908251,1,2017,12,29,0.931,2017,1,6
49,Jocelyn Flores,XXXTENTACION,2873169,1,2017,12,29,0.437,2017,10,31
50,Perfect Duet,Ed Sheeran,2856506,1,2017,12,29,0.356,2017,12,1
51,Stir Fry,Migos,2774822,1,2017,12,29,0.508,2018,12,20
52,Saint,Huncho Jack,2771712,1,2017,12,29,0.0798,2017,12,21
53,Feel It Still,Portugal. The Man,2713120,1,2017,12,29,0.754,2017,3,3
54,Slippery,Migos,2669201,1,2017,12,29,0.741,2017,5,16
55,Fuck Love,XXXTENTACION,2612031,1,2017,12,29,0.329,2017,1,23
56,Rubbin Off The Paint,YBN Nahmir,2561510,1,2017,12,29,0.56,2018,9,18
57,Despacito - Remix,Luis Fonsi,2534588,1,2017,12,29,0.816,2017,1,12
58,Ghostface Killers,21 Savage,2498799,1,2017,12,29,0.243,2017,10,31
59,How Long,Charlie Puth,2489088,1,2017,12,29,0.811,2018,10,5
60,Dubai Shit,Huncho Jack,2473674,1,2017,12,29,0.227,2017,12,21
61,Drowning,A Boogie Wit da Hoodie,2447083,1,2017,12,29,0.814,2017,3,10
62,DNA.,Kendrick Lamar,2335539,1,2017,12,29,0.422,2017,4,14
63,GUMMO,6ix9ine,2320909,1,2017,12,29,0.635,2018,9,24
64,Believer,Imagine Dragons,2302073,1,2017,12,29,0.666,2017,2,1
65,MIC Drop,BTS,2289695,1,2017,12,29,0.541,2017,11,24
66,Go Flex,Post Malone,2263112,1,2017,12,29,0.127,2016,0,0
67,Home,Machine Gun Kelly,2191656,1,2017,12,29,0.216,2017,12,5
68,Real Friends,Camila Cabello,2168343,1,2017,12,29,0.663,2018,12,7
69,Body Like A Back Road,Sam Hunt,2132805,1,2017,12,29,0.661,2017,2,2
70,Redbone,Childish Gambino,2132516,1,2017,12,29,0.572,2016,0,0
71,Rake It Up,Yo Gotti,2128185,1,2017,12,29,0.53,2017,6,1
72,Go Legend,Big Sean,2117494,1,2017,12,29,0.25,2017,12,8
73,Attention,Charlie Puth,2098802,1,2017,12,29,0.797,2018,4,21
74,Mask Off,Future,2094567,1,2017,12,29,0.281,2017,4,18
75,Rewrite The Stars,Zac Efron,2079792,1,2017,12,29,0.284,2017,7,20
76,Sober,G-Eazy,2039630,1,2017,12,29,0.182,2017,12,8
77,I Miss You,Clean Bandit,2037953,1,2017,12,29,0.369,2018,10,27
78,Plain Jane REMIX,A$AP Ferg,2037676,1,2017,12,29,0.383,2017,6,13
81,White Iverson,Post Malone,1998000,1,2017,12,29,0.309,2016,0,0
82,Magnolia,Playboi Carti,1992610,1,2017,12,29,0.443,2017,4,14
83,Mi Gente,J Balvin,1979480,1,2017,12,29,0.469,2020,0,0
84,Closer,The Chainsmokers,1937933,1,2017,12,29,0.661,2016,0,0
87,New Freezer,Rich The Kid,1896115,1,2017,12,29,0.575,2018,9,26
88,iSpy,KYLE,1891060,1,2017,12,29,0.677,2017,12,2
89,That's What I Like,Bruno Mars,1888517,1,2017,12,29,0.86,2016,0,0
92,Losin Control,Russ,1862623,1,2017,12,29,0.209,2017,11,9
93,Modern Slavery,Huncho Jack,1848406,1,2017,12,29,0.495,2017,12,21
94,Sauce It Up,Lil Uzi Vert,1842434,1,2017,12,29,0.131,2017,8,25
95,Delicate,Taylor Swift,1827367,1,2017,12,29,0.0499,2017,3,12
96,Look What You Made Me Do,Taylor Swift,1809972,1,2017,12,29,0.506,2017,8,24
97,Say You Won't Let Go,James Arthur,1805636,1,2017,12,29,0.494,2016,0,0
98,What Ifs,Kane Brown,1798785,1,2017,12,29,0.687,2016,0,0
99,The Greatest Show,Hugh Jackman,1791063,1,2017,12,29,0.4,2017,12,8
100,Relationship,Young Thug,1782457,1,2017,12,29,0.298,2017,6,16
101,Strip That Down,Liam Payne,1781576,1,2017,12,29,0.542,2017,5,19
102,This Is Me,Keala Settle,1779716,1,2017,12,29,0.1,2017,12,8
103,Passionfruit,Drake,1773110,1,2017,12,29,0.364,2017,3,28
104,Black & Chinese,Huncho Jack,1767779,1,2017,12,29,0.33,2017,12,21
105,One Dance,Drake,1766161,1,2017,12,29,0.37,2016,0,0
106,Bounce Back,Big Sean,1748478,1,2017,12,29,0.273,2017,10,31
107,Wait,Maroon 5,1737664,1,2017,12,29,0.452,2018,1,16
108,IDGAF,Dua Lipa,1736543,1,2017,12,29,0.51,2017,1,12
