,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"thank u, next","Ariana Grande",16452520,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
2,"Mo Bamba","Sheck Wes",10937622,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr
3,"SICKO MODE","Travis Scott",10805665,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
4,"Drip Too Hard (Lil Baby & Gunna)","Lil Baby",9625231,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
5,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",9469095,https://open.spotify.com/track/7l3E7lcozEodtVsSTCkcaA
6,BAD!,XXXTENTACION,8913827,https://open.spotify.com/track/4CH66Rxcjcj3VBHwmIBj4T
7,"Without Me",Halsey,8573851,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
8,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",7906019,https://open.spotify.com/track/1A6OTy97kk0mMdm78rHsm8
9,"Lucid Dreams","Juice WRLD",6834574,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
10,"Armed And Dangerous","Juice WRLD",6364781,https://open.spotify.com/track/6SAKXCj5jyF6IgPCPbZ5ra
11,"Wake Up in the Sky","Gucci Mane",6336729,https://open.spotify.com/track/0QIjsbm2fh1cJ45XO9eGqq
12,"when the party's over","Billie Eilish",5851588,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
13,Happier,Marshmello,5840670,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
14,"Arms Around You (feat. Maluma & Swae Lee)",XXXTENTACION,5693041,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
15,Topanga,"Trippie Redd",5488076,https://open.spotify.com/track/5aXgz1oKK8Q9z9xvTmSnrO
16,SAD!,XXXTENTACION,5485002,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
17,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",5345972,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
18,Better,Khalid,5324453,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
19,"MIA (feat. Drake)","Bad Bunny",5321672,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
20,"Leave Me Alone","Flipp Dinero",5278639,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g
21,Moonlight,XXXTENTACION,5138395,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
22,"10 Freaky Girls (with 21 Savage)","Metro Boomin",4963376,https://open.spotify.com/track/0AluA5RNsa4Cx6XRhf2hWZ
23,"Better Now","Post Malone",4851392,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
24,Nonstop,Drake,4819350,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
25,"Falling Down - Bonus Track","Lil Peep",4716674,https://open.spotify.com/track/4jvjzW7Hm0yK4LvvE0Paz9
26,Money,"Cardi B",4515460,https://open.spotify.com/track/2GGMabyHXnJmjY6CXhhB2e
27,"Fine China",Future,4423883,https://open.spotify.com/track/5274I4mUMnYczyeXkGDWZN
28,"Never Recover (Lil Baby & Gunna, Drake)","Lil Baby",4287480,https://open.spotify.com/track/6wWaVoUOzLQJHd3bWAUpdZ
29,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,4273828,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
30,"Taste (feat. Offset)",Tyga,4115467,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
31,"Yes Indeed","Lil Baby",3968671,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
32,"Jocelyn Flores",XXXTENTACION,3956838,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
33,"Don't Come Out The House (with 21 Savage)","Metro Boomin",3956004,https://open.spotify.com/track/2Grb4G6t9VIqo6moKUloom
