,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
37,"Mona Lisa (feat. Kendrick Lamar)","Lil Wayne",3736040,https://open.spotify.com/track/0dbTQYW3Ad1FTzIA9t90E8
38,"Suncity (feat. Empress Of)",Khalid,3734878,https://open.spotify.com/track/4AhSkRYioEIfGvCV19peYN
39,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,3668133,https://open.spotify.com/track/0ZNrc4kNeQYD9koZ3KvCsy
40,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,3656970,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
41,"SLOW DANCING IN THE DARK",Joji,3651275,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d
42,"All Girls Are The Same","Juice WRLD",3586548,https://open.spotify.com/track/0XySogm94T51XF5F2jumXm
43,changes,XXXTENTACION,3494185,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
44,STOOPID,6ix9ine,3486608,https://open.spotify.com/track/1jQvUmf16VE9WQCPuK2e8K
45,"rockstar (feat. 21 Savage)","Post Malone",3477410,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
46,"Lean Wit Me","Juice WRLD",3447654,https://open.spotify.com/track/29tc0GbW0pTSBZSCZF3NWk
47,"Psycho (feat. Ty Dolla $ign)","Post Malone",3347035,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
48,"Lucky You (feat. Joyner Lucas)",Eminem,3336470,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0
49,"Hard Work Pays Off",Future,3303898,https://open.spotify.com/track/6gzIcEUuswJQGfJNPYMjjv
50,"Kiss and Make Up","Dua Lipa",3297950,https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3
51,"Last Memory",Takeoff,3260003,https://open.spotify.com/track/66XXCMX3Na7KNfm5e0tOVZ
52,"Woman Like Me (feat. Nicki Minaj)","Little Mix",3241683,https://open.spotify.com/track/6rrTr2HEAzlpC4KWZxF3S1
53,Trip,"Ella Mai",3192510,https://open.spotify.com/track/6CTWathupIiDs7U4InHnDA
54,"WORKIN ME",Quavo,3123143,https://open.spotify.com/track/4MAsYGSgxsaj73dC2lvFC4
55,"God's Plan",Drake,3105784,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
56,"REEL IT IN",Aminé,3091168,https://open.spotify.com/track/5qHirGR7M9tdm6C17DlzSY
57,"I Fall Apart","Post Malone",3056451,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
58,"Beautiful (feat. Camila Cabello)",Bazzi,3032812,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF
59,"Close To Me (with Diplo) (feat. Swae Lee)","Ellie Goulding",2997830,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA
60,Youngblood,"5 Seconds of Summer",2992776,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
61,Uproar,"Lil Wayne",2970263,https://open.spotify.com/track/3wScL5W8H40zzCKN0atfBk
62,"Saturday Nights",Khalid,2952923,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8
63,"lovely (with Khalid)","Billie Eilish",2949568,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
64,"This Feeling (feat. Kelsea Ballerini)","The Chainsmokers",2938820,https://open.spotify.com/track/15kQGEy89K8deJcZVFEn0N
65,"Girls Like You (feat. Cardi B)","Maroon 5",2872896,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
66,STARGAZING,"Travis Scott",2836273,https://open.spotify.com/track/7wBJfHzpfI3032CSD7CE2m
67,"Waste It On Me (feat. BTS)","Steve Aoki",2821992,https://open.spotify.com/track/2r1T6xGTVaNAqBoPH4lZEE
68,"High Hopes","Panic! At The Disco",2759824,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
69,"Look Alive (feat. Drake)","BlocBoy JB",2750490,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
70,Thriller,"Michael Jackson",2744901,https://open.spotify.com/track/3S2R0EVwBSAVMd5UMgKTL0
71,YOSEMITE,"Travis Scott",2744516,https://open.spotify.com/track/7lAK3oHbfEnvUQWosrMMpR
72,"Everybody Dies In Their Nightmares",XXXTENTACION,2687666,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
73,"Nice For What",Drake,2604503,https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw
74,Natural,"Imagine Dragons",2602481,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP
75,"Wasted (feat. Lil Uzi Vert)","Juice WRLD",2556066,https://open.spotify.com/track/3obgSF06ki98lYNLNq5vCB
76,Kamikaze,"Lil Mosey",2518787,https://open.spotify.com/track/1iPBD72u3nAyFEeardYuBV
77,"Always Remember Us This Way","Lady Gaga",2515687,https://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk
78,"Love Lies (with Normani)",Khalid,2486416,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
79,"Ric Flair Drip (& Metro Boomin)",Offset,2469839,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
80,"God is a woman","Ariana Grande",2454738,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C
81,"XO Tour Llif3","Lil Uzi Vert",2442799,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
82,"Close Friends (Lil Baby & Gunna)","Lil Baby",2425864,https://open.spotify.com/track/5nzhL67GpF9szXWg5y509A
83,"Te Boté - Remix","Nio Garcia",2392889,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
84,"MiAMi (feat. Gunna)","Tory Lanez",2336343,https://open.spotify.com/track/6bMIExEulvwM2X6zsuiYwr
85,"Sweet but Psycho","Ava Max",2314038,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
86,"Plug Walk","Rich The Kid",2310442,https://open.spotify.com/track/1ZAyjvIk9YiD76yYy0TEG6
87,Hope,XXXTENTACION,2303432,https://open.spotify.com/track/2ZRo7axmMPeSVUvDbGkJah
88,"YEAH RIGHT",Joji,2284544,https://open.spotify.com/track/1VGzxJnVQND7Cg5H5wGj14
89,Killshot,Eminem,2278852,https://open.spotify.com/track/1jo3TwNGCXfNdB5uba3ZVv
90,"Look At Me!",XXXTENTACION,2263567,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s
91,breathin,"Ariana Grande",2243301,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J
92,"TEST DRIVE",Joji,2234537,https://open.spotify.com/track/1DMEzmAoQIikcL52psptQL
93,"Ruin My Life","Zara Larsson",2221766,https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU
94,"Get Dripped (feat. Playboi Carti)","Lil Yachty",2218642,https://open.spotify.com/track/3m2aDCqn8eT5ElXDUiboGU
95,Ghostbusters,"Ray Parker Jr.",2216330,https://open.spotify.com/track/5PIB8aoUJoCRh1O5TEGdOj
96,Congratulations,"Post Malone",2193312,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
97,"no tears left to cry","Ariana Grande",2192425,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo
98,"the remedy for a broken heart (why am I so in love)",XXXTENTACION,2181374,https://open.spotify.com/track/4UKCKdYiLN6IMA5ZESUTL7
99,"Shake It Up","Trippie Redd",2156904,https://open.spotify.com/track/6yz0Jndhv0QjKdpcEMbOjz
100,"FeRRis WhEEL (feat. Trippie Redd)","Tory Lanez",2153205,https://open.spotify.com/track/6j97zG4DDrh3oUa6rZbFOs
101,Lust,"Lil Skies",2130974,https://open.spotify.com/track/7oJrVhiTPZGBXWPwhxjy9S
102,Speechless,"Dan + Shay",2122826,https://open.spotify.com/track/3GJ4hzg4lrGwU51Y3VARbF
103,"Venom - Music From The Motion Picture",Eminem,2120252,https://open.spotify.com/track/2SL6oP2YAEQbqsrkOzRGO4
104,"Drew Barrymore","Bryce Vine",2105943,https://open.spotify.com/track/0OgGn1ofaj55l2PcihQQGV
105,"Sin (feat. Jaden Smith)","Young Thug",2104244,https://open.spotify.com/track/1Jl21sidRpEdlVBvYbssLx
106,"Be Alright","Dean Lewis",2088720,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
107,"Don't Cry (feat. XXXTENTACION)","Lil Wayne",2085760,https://open.spotify.com/track/5BQrp63SHCVf4bzCzJePne
108,"Yacht Club (feat. Juice WRLD)","Lil Yachty",2057760,https://open.spotify.com/track/5R2rsbwCDXORX2tLfprRmM
109,goosebumps,"Travis Scott",2054576,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
110,idontwannabeyouanymore,"Billie Eilish",2053349,https://open.spotify.com/track/41zXlQxzTi6cGAjpOXyLYH
111,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",2033461,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
112,"I Love","Joyner Lucas",2026042,https://open.spotify.com/track/30z4LVkScpeNhwHFIB8Ewa
113,"Young Dumb & Broke",Khalid,2014122,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
114,OTW,Khalid,2008525,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
115,"Mob Ties",Drake,2001939,https://open.spotify.com/track/7rC5Pl8rQSX4myONQHYPBK
116,Mine,Bazzi,2000397,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
117,"Let You Love Me","Rita Ora",1999721,https://open.spotify.com/track/6xtcFXSo8H9BZN637BMVKS
118,"Taking A Walk","Trippie Redd",1995544,https://open.spotify.com/track/4mHgYpuGHu99Mw69E83CP2
119,"Roll In Peace (feat. XXXTENTACION)","Kodak Black",1995063,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI
120,"Praise The Lord (Da Shine) (feat. Skepta)","A$AP Rocky",1988626,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
121,"Murder On My Mind","YNW Melly",1986007,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC
122,"Self Care","Mac Miller",1984139,https://open.spotify.com/track/5bJ1DrEM4hNCafcDd1oxHx
123,"I Like Me Better",Lauv,1975948,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
124,"Checklist (with Calvin Harris) (feat. WizKid)",Normani,1975825,https://open.spotify.com/track/5xesHO6GLWTrjsKOjAXRmf
125,Legends,"Juice WRLD",1969364,https://open.spotify.com/track/1Knctxx9vGZxpZfF66BIEa
126,HUMBLE.,"Kendrick Lamar",1963042,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
127,"Hopeless Romantic (feat. Swae Lee)","Wiz Khalifa",1942301,https://open.spotify.com/track/7IBSffWIu7P2MC7kMwy2FM
128,"Nowadays (feat. Landon Cube)","Lil Skies",1928249,https://open.spotify.com/track/2u7mxWSeoqTXndK5e08jMp
129,"Candy Paint","Post Malone",1928041,https://open.spotify.com/track/32lItqlMi4LBhb4k0BaSaC
130,"Happy Now",Kygo,1921637,https://open.spotify.com/track/14sOS5L36385FJ3OL8hew4
131,"PASS OUT (feat. 21 Savage)",Quavo,1890862,https://open.spotify.com/track/3edzl4zvKFi0D3iuF6cs2f
132,"Promises (with Sam Smith)","Calvin Harris",1884373,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
133,JAPAN,"Famous Dex",1865738,https://open.spotify.com/track/5PTG6rrL6EPFD9E2QMI2pl
134,Vertigo,Khalid,1856254,https://open.spotify.com/track/06GcodDliPWAYFX2LSFLIu
135,"There's No Way (feat. Julia Michaels)",Lauv,1853367,https://open.spotify.com/track/2hnxrRNzF74mdDzpQZQukQ
136,"Black & White","Juice WRLD",1848304,https://open.spotify.com/track/1R0Ig5KYrSGWvIoPzY4T3l
137,"Let It Fly (feat. Travis Scott)","Lil Wayne",1845190,https://open.spotify.com/track/0CBQ0m3mufWH75LTYB3s6h
138,"CAN'T GET OVER YOU (feat. Clams Casino)",Joji,1834856,https://open.spotify.com/track/39oeKRgsLeynDIbWuXyA47
139,"Jet Lag (feat. Young Scooter)",Future,1832783,https://open.spotify.com/track/2OsDoAzo5SGq10qwmKSQBv
140,"Jackie Chan",Tiësto,1809249,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
141,"The Middle",Zedd,1788320,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
142,Location,Khalid,1785106,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
143,"NO FUN",Joji,1784408,https://open.spotify.com/track/4sbtM9ORGwmxGkXfctXbJq
144,"No Brainer","DJ Khaled",1778933,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8
145,"Walk It Talk It",Migos,1763288,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
146,"BUTTERFLY EFFECT","Travis Scott",1754883,https://open.spotify.com/track/6xcJyGpfZbuuiequtnlKt4
147,"Beautiful Crazy","Luke Combs",1733374,https://open.spotify.com/track/2rxQMGVafnNaRaXlRMWPde
148,"ocean eyes","Billie Eilish",1732256,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU
149,"TAlk tO Me (with Rich The Kid)","Tory Lanez",1728580,https://open.spotify.com/track/2cRgo1TiPm7SnPvYzvbOLf
150,Tequila,"Dan + Shay",1696022,https://open.spotify.com/track/42fw0rxRO2xbesF6mJfd4Y
151,"I'm Upset",Drake,1687791,https://open.spotify.com/track/3qN5qMTKyEEmiTZD38BNTT
152,"Red Roses (feat. Landon Cube)","Lil Skies",1681635,https://open.spotify.com/track/3ZhTT6yjZwpPph5MIJ53XY
153,"Bounce Out With That","YBN Nahmir",1673063,https://open.spotify.com/track/5gQcxYXqnofyocKgEbGYKt
154,"Vaina Loca",Ozuna,1672295,https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA
155,"Boo'd Up","Ella Mai",1671148,https://open.spotify.com/track/0At2qAoaVjIwWNAqrscXli
156,"Chanel (Go Get It) [feat. Gunna & Lil Baby]","Young Thug",1665478,https://open.spotify.com/track/0kCBorRrKZkSztd9m0QI3r
157,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",1661678,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
158,"The Ringer",Eminem,1653893,https://open.spotify.com/track/2jt2WxXMCD4zjACthkJQVE
159,"Electricity (with Dua Lipa)","Silk City",1651685,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk
160,Thunder,"Imagine Dragons",1650301,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
161,"Consequences - orchestra","Camila Cabello",1649639,https://open.spotify.com/track/1ArLnG0bHaHPXqf08sEKM0
162,"LOSE IT (feat. Lil Baby)",Quavo,1644221,https://open.spotify.com/track/69PkhA9q3xCWU2CzoZnLAu
163,"Ball For Me (feat. Nicki Minaj)","Post Malone",1643086,https://open.spotify.com/track/6IaieqiCVvsNvEt6Y7yOFa
164,ATTENTION,Joji,1638971,https://open.spotify.com/track/5aqu5xhPqoOWqF71PkfgM8
165,"Highway to Hell",AC/DC,1633236,https://open.spotify.com/track/2zYzyRzz6pRmhPzyfMEC8s
166,"Let You Down",NF,1631450,https://open.spotify.com/track/52okn5MNA47tk87PeZJLEL
167,"Ned Flanders (feat. A$AP Ferg)",MadeinTYO,1629211,https://open.spotify.com/track/2EUNZfjPToKZIahK0WMLKd
168,"Bohemian Rhapsody - Remastered 2011",Queen,1624838,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J
169,"The Way Life Goes (feat. Oh Wonder)","Lil Uzi Vert",1620421,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc
170,"Havana (feat. Young Thug)","Camila Cabello",1618576,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
171,"Powerglide (feat. Juicy J) - From SR3MM","Rae Sremmurd",1610000,https://open.spotify.com/track/1BuZAIO8WZpavWVbbq3Lci
172,"Call Out My Name","The Weeknd",1605687,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
173,Believer,"Imagine Dragons",1603311,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
174,Freestyle,"Lil Baby",1600350,https://open.spotify.com/track/5BbdKBZO0TH0GhfxUfyhL9
175,"Bank Account","21 Savage",1598488,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
176,BEBE,6ix9ine,1592196,https://open.spotify.com/track/7ATATJztoWLcqDAcVVof0C
177,"PICK IT UP (feat. A$AP Rocky)","Famous Dex",1587140,https://open.spotify.com/track/0dSIrRkA4PadGll16TgbnV
178,"My Blood","Twenty One Pilots",1585546,https://open.spotify.com/track/5HeKOKc4phmLn8e4I7EkzD
179,"Shoota (feat. Lil Uzi Vert)","Playboi Carti",1568585,https://open.spotify.com/track/2BJSMvOGABRxokHKB0OI8i
180,SWISH,Tyga,1563330,https://open.spotify.com/track/55GiOwtxNajXVbpjjIzMnD
181,"Life Goes On","Lil Baby",1558361,https://open.spotify.com/track/2bSk87AVkCIIC3Bcligq1z
182,"You Say","Lauren Daigle",1547290,https://open.spotify.com/track/3ngc7rGlfeFaskU90EWl4R
183,"DrIP DrIp Drip (feat. Meek Mill)","Tory Lanez",1546139,https://open.spotify.com/track/6SPYOjTjqvidDI24Hy9lwX
184,Heaven,"Kane Brown",1545872,https://open.spotify.com/track/1HXy5I3HTWq8OvxCn0z7G7
185,"I'm a Mess","Bebe Rexha",1539397,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R
186,"Mo Paper","Rich The Kid",1533111,https://open.spotify.com/track/13H2hdEQe1gZZZhtBK9xcq
187,Closer,"The Chainsmokers",1526851,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
188,"Realer N Realer",Future,1524833,https://open.spotify.com/track/4VMiNOpnjRwSCwmHaUfOMM
189,"Best Part (feat. Daniel Caesar)",H.E.R.,1522917,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
190,Silence,Marshmello,1514620,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
191,"Lost In Japan - Remix","Shawn Mendes",1506529,https://open.spotify.com/track/575NJxNUVDqwJGdzBrlLbv
192,"Pretty Little Fears (feat. J. Cole)",6LACK,1501620,https://open.spotify.com/track/4at3d5QWnlibMVN75ECDrp
193,"Stir Fry",Migos,1499434,https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf
194,"Monster Mash","Bobby ""Boris"" Pickett",1492086,https://open.spotify.com/track/0xxZY5C9xxij3D1HkzbnfC
195,"Bodak Yellow","Cardi B",1483546,https://open.spotify.com/track/6KBYefIoo7KydImq1uUQlL
196,1-800-273-8255,Logic,1482065,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
197,Stay,"Post Malone",1481206,https://open.spotify.com/track/4H7WNRErSbONkM06blBoGc
198,"Champion (feat. Travis Scott)",NAV,1480555,https://open.spotify.com/track/6nO3tr47nr2P7f3hXb8JIo
199,"WANTED U",Joji,1475462,https://open.spotify.com/track/0Y9D1Bc4fAkeZnVsGKdij6
200,"All The Stars (with SZA)","Kendrick Lamar",1471106,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
