,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
44,"Call Out My Name","The Weeknd",3878359,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
45,"One Kiss (with Dua Lipa)","Calvin Harris",3866945,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
46,"Rich & Sad","Post Malone",3839368,https://open.spotify.com/track/2VdT56BGpdqNHUgOe1j5vc
47,"Watch (feat. Lil Uzi Vert & Kanye West)","Travis Scott",3798611,https://open.spotify.com/track/3DoBTwfr8yi2LN08SBpFkN
48,KOD,"J. Cole",3721651,https://open.spotify.com/track/7yotKA30dwTKNEGomV9ZsI
49,"Te Boté - Remix","Nio Garcia",3644079,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
50,TATI,6ix9ine,3581325,https://open.spotify.com/track/6kp0inxIexxSiDJfWqq0ZL
51,"New Light","John Mayer",3423036,https://open.spotify.com/track/3bH4HzoZZFq8UpZmI2AMgV
52,"Freaky Friday (feat. Chris Brown)","Lil Dicky",3392110,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
53,"King's Dead (with Kendrick Lamar, Future & James Blake)","Jay Rock",3326807,https://open.spotify.com/track/51rXHuKN8Loc4sUlKPODgH
54,"The Middle",Zedd,3304156,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
55,"All The Stars (with SZA)","Kendrick Lamar",3281261,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
56,Mine,Bazzi,3252305,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
57,"Youth feat. Khalid","Shawn Mendes",3244681,https://open.spotify.com/track/5SwEgzUFDHwpWHKrbnP32Z
58,"In My Blood","Shawn Mendes",3160738,https://open.spotify.com/track/21YnmkSDhUkmkkni22Svc4
59,"Solo (feat. Demi Lovato)","Clean Bandit",3152692,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
60,"XO Tour Llif3","Lil Uzi Vert",2978399,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
61,"Champion (feat. Travis Scott)",NAV,2952896,https://open.spotify.com/track/6nO3tr47nr2P7f3hXb8JIo
62,FRIENDS,Marshmello,2906277,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
63,"92 Explorer","Post Malone",2893105,https://open.spotify.com/track/1D2L6MefbXon28PzIk9I3r
64,"Over Now","Post Malone",2870237,https://open.spotify.com/track/09IOPhEh1OMe0HD9b36FJk
65,"Stir Fry",Migos,2860320,https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf
66,"Be Careful","Cardi B",2788054,https://open.spotify.com/track/2Yl4OmDby9iitgNWZPwxkd
67,"PICK IT UP (feat. A$AP Rocky)","Famous Dex",2750556,https://open.spotify.com/track/0dSIrRkA4PadGll16TgbnV
68,"FAKE LOVE",BTS,2723398,https://open.spotify.com/track/3aW0ds4A4tSQDIp75FqWTo
69,Moonlight,XXXTENTACION,2710843,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
70,Heaven,"Kane Brown",2706632,https://open.spotify.com/track/1HXy5I3HTWq8OvxCn0z7G7
71,Congratulations,"Post Malone",2692422,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
72,"Zack And Codeine","Post Malone",2631846,https://open.spotify.com/track/5lZZmityu9TAjNvSY6GLhR
73,"Red Roses (feat. Landon Cube)","Lil Skies",2611416,https://open.spotify.com/track/3ZhTT6yjZwpPph5MIJ53XY
74,Simple,"Florida Georgia Line",2584447,https://open.spotify.com/track/4P92FrvmYQSAfOpp4cpFEi
75,HUMBLE.,"Kendrick Lamar",2574595,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
76,Nervous,"Shawn Mendes",2564007,https://open.spotify.com/track/0Dq49j3dELbttQVUJbtn0c
77,Somebody,"The Chainsmokers",2528315,https://open.spotify.com/track/3pWcj8hxj3fsb9TDAcMpEl
78,"Jackie Chan",Tiësto,2512013,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
79,"Takin' Shots","Post Malone",2475237,https://open.spotify.com/track/5ffntNJnJOeFv7b7DCd0Bw
80,"Same Bitches (feat. G-Eazy & YG)","Post Malone",2458655,https://open.spotify.com/track/688QpQAwqsLdBR6lr13wK1
81,Chun-Li,"Nicki Minaj",2458101,https://open.spotify.com/track/2gTYVoQCUh0QNUaFix01ld
82,Esskeetit,"Lil Pump",2446093,https://open.spotify.com/track/44KKhCyI0BGS6LvVyDqJtH
83,goosebumps,"Travis Scott",2402086,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
84,"Young Dumb & Broke",Khalid,2376446,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
85,Lust,"Lil Skies",2372240,https://open.spotify.com/track/7oJrVhiTPZGBXWPwhxjy9S
86,"1942 (feat. Yo Gotti & YBN Nahmir)",G-Eazy,2345845,https://open.spotify.com/track/794QVQtFNy7hvtjQP1keQd
87,"Jocelyn Flores",XXXTENTACION,2326269,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
88,"Welcome to the Party (with French Montana & Lil Pump, feat. Zhavia Ward) - from Deadpool 2",Diplo,2321234,https://open.spotify.com/track/5mqzhMuUpvnMfwNz6iepmO
89,"Boo'd Up","Ella Mai",2290162,https://open.spotify.com/track/0At2qAoaVjIwWNAqrscXli
90,"Nowadays (feat. Landon Cube)","Lil Skies",2287603,https://open.spotify.com/track/2u7mxWSeoqTXndK5e08jMp
91,"Havana (feat. Young Thug)","Camila Cabello",2284191,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
92,"Plain Jane","A$AP Ferg",2249771,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9
93,X,"Nicky Jam",2244447,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
94,Location,Khalid,2198201,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
95,2002,Anne-Marie,2188604,https://open.spotify.com/track/6SFStUDQZNaGPKWOx9ZiJB
96,"Kevin’s Heart","J. Cole",2181826,https://open.spotify.com/track/6tZ3b7ik1QDXFAZlXib0YZ
97,"Bank Account","21 Savage",2164875,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
98,"Lean Wit Me","Juice WRLD",2150163,https://open.spotify.com/track/3RWM7z6BF8C6z9ypLtxz4M
99,Tequila,"Dan + Shay",2142932,https://open.spotify.com/track/7Il2yWQmsqKgSkLQvHTPUI
100,"If You Know You Know","Pusha T",2120746,https://open.spotify.com/track/6bGwKHXHNLmTy6yt147FPh
101,"Big Bank feat. 2 Chainz, Big Sean, Nicki Minaj",YG,2118266,https://open.spotify.com/track/2RM4jf1Xa9zPgMGRDiht8O
102,Everyday,Logic,2084849,https://open.spotify.com/track/4EAV2cKiqKP5UPZmY6dejk
103,Otherside,"Post Malone",2070089,https://open.spotify.com/track/4qWCFTuNnmGNdY4egtb4ZY
104,"Outside Today","YoungBoy Never Broke Again",2066226,https://open.spotify.com/track/5PIfH6BzcmH04RDmtzF0BN
105,"Bounce Out With That","YBN Nahmir",2065001,https://open.spotify.com/track/2iWEpiPiIPf5D4f2UGBlrZ
106,Nevermind,"Dennis Lloyd",2048953,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
107,"BUTTERFLY EFFECT","Travis Scott",2035266,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX
108,"LOVE. FEAT. ZACARI.","Kendrick Lamar",2035247,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As
109,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,2023498,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
110,"Bodak Yellow","Cardi B",2019235,https://open.spotify.com/track/6KBYefIoo7KydImq1uUQlL
111,"New Freezer (feat. Kendrick Lamar)","Rich The Kid",2011708,https://open.spotify.com/track/0eHCArTPhwUxatY7cEXRiK
112,"Never Be the Same","Camila Cabello",2009900,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
113,"Bartier Cardi (feat. 21 Savage)","Cardi B",1983385,https://open.spotify.com/track/0dIoGTQXDh1wVnhIiSyYEa
114,Betrayed,"Lil Xan",1975791,https://open.spotify.com/track/4vaxvNDaLSoD36iZX515ug
115,"Pray For Me (with Kendrick Lamar)","The Weeknd",1966627,https://open.spotify.com/track/4ofvoCdXq99vpMZO4Cfp8x
116,Audio,Sia,1927269,https://open.spotify.com/track/7boPPE857KEqCIHNwFkDop
117,Motiv8,"J. Cole",1923443,https://open.spotify.com/track/1AT4xjNarTswd0UZ5FlmKF
118,1-800-273-8255,Logic,1908729,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
119,Silence,Marshmello,1904960,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
120,IDGAF,"Dua Lipa",1898639,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
121,"Start Again (feat. Logic)",OneRepublic,1895441,https://open.spotify.com/track/1Nj2oBISdFDSF8eDuXcALz
122,"Blame It On Me","Post Malone",1892909,https://open.spotify.com/track/1ZemPoaj7LBj1RAQrb89EC
123,"You Make It Easy","Jason Aldean",1892232,https://open.spotify.com/track/6EGAfJaLUFzhS4zRBIEQ2J
124,Thunder,"Imagine Dragons",1887473,https://open.spotify.com/track/26gceVsA1ybT8qsX3aYLEn
125,"No Limit",G-Eazy,1887098,https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW
126,"Marry Me","Thomas Rhett",1873837,https://open.spotify.com/track/0OWZFobGSIW9GrSlQ9C5pc
127,changes,XXXTENTACION,1865345,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
128,"Creeping (feat. Rich the Kid)","Lil Skies",1862878,https://open.spotify.com/track/7ms3VzLTfr7fXNOqA4Mkx9
129,"Give Yourself A Try","The 1975",1849130,https://open.spotify.com/track/619pVMIK3WvX529JIkQTY3
130,"Sugar Wraith","Post Malone",1847765,https://open.spotify.com/track/0MrRAUcB8AZiB9ue2VOBYe
131,"Singles You Up","Jordan Davis",1845902,https://open.spotify.com/track/4LiMQ6G9n84rDUBs9wtwz6
132,Redbone,"Childish Gambino",1844276,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y
133,MotorSport,Migos,1843499,https://open.spotify.com/track/4wFjTWCunQFKtukqrNijEt
134,"Wanted You (feat. Lil Uzi Vert)",NAV,1821160,https://open.spotify.com/track/1Faq8G2y56A8fRv7HsLq25
135,"Sky Walker (feat. Travis Scott)",Miguel,1815510,https://open.spotify.com/track/5WoaF1B5XIEnWfmb5NZikf
136,"Life Goes On","Lil Baby",1811136,https://open.spotify.com/track/2bSk87AVkCIIC3Bcligq1z
137,"Finesse - Remix; feat. Cardi B","Bruno Mars",1807399,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
138,Unforgettable,"French Montana",1801366,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
139,"Beautiful Crazy","Luke Combs",1799930,https://open.spotify.com/track/2rxQMGVafnNaRaXlRMWPde
140,Delicate,"Taylor Swift",1789707,https://open.spotify.com/track/7CneiDesUKFJO3Ix01dnfr
141,"I Know You (feat. Yung Pinch)","Lil Skies",1783659,https://open.spotify.com/track/5Cg98kiDYtCEHmjcKD0CJD
142,"New Rules","Dua Lipa",1783236,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
143,"When It Rains It Pours","Luke Combs",1781584,https://open.spotify.com/track/1mMLMZYXkMueg65jRRWG1l
144,"I Do (feat. SZA)","Cardi B",1781422,https://open.spotify.com/track/1f5PNhkNgUpvDEeZfcIlO1
145,Believer,"Imagine Dragons",1773590,https://open.spotify.com/track/7Izh7zLJGw1Nscd62Exxj4
146,"Done for Me (feat. Kehlani)","Charlie Puth",1770295,https://open.spotify.com/track/1lsBTdE6MGsKeZCD6llNu7
147,"I Like Me Better",Lauv,1759966,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
148,"One Number Away","Luke Combs",1741688,https://open.spotify.com/track/4gB7HrYHbJVJ5RFOjxmoq4
149,"I Get the Bag (feat. Migos)","Gucci Mane",1738984,https://open.spotify.com/track/1XRgIKC5TPwo7nWGyKqgG0
150,"No Role Modelz","J. Cole",1734659,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
151,"Let You Down",NF,1726485,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
152,ATM,"J. Cole",1717556,https://open.spotify.com/track/2UciqgwVDwro0fev3MFbxJ
153,Perfect,"Ed Sheeran",1715400,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
154,"The Way Life Goes (feat. Oh Wonder)","Lil Uzi Vert",1713725,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc
155,"The Night We Met","Lord Huron",1705602,https://open.spotify.com/track/6mORGLOz79w6VsCRLWYYuK
156,"Body Like A Back Road","Sam Hunt",1696656,https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO
157,"Drip (feat. Migos)","Cardi B",1694889,https://open.spotify.com/track/2qcG0nZ6S3zZV0UrkY5nFo
158,"The Games We Play","Pusha T",1693159,https://open.spotify.com/track/7iEoaTyBCqLaAwJnOP1BTn
159,"Codeine Dreaming (feat. Lil Wayne)","Kodak Black",1684738,https://open.spotify.com/track/4DTpngLjoHj5gFxEZFeD3J
160,"Remind Me to Forget",Kygo,1672583,https://open.spotify.com/track/6xTU6B6nFwKKTSZ9ySXS80
161,"Lost In Japan","Shawn Mendes",1672419,https://open.spotify.com/track/6WBTeFDEfAJbaSUUc1V1xQ
162,"Go Flex","Post Malone",1666799,https://open.spotify.com/track/5yuShbu70mtHXY0yLzCQLQ
163,Africa,TOTO,1655420,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
164,"I'll Be There","Jess Glynne",1651220,https://open.spotify.com/track/083Qf6hn6sFL6xiOHlZUyn
165,"White Iverson","Post Malone",1635446,https://open.spotify.com/track/6eT7xZZlB2mwyzJ2sUKG6w
166,"1985 - Intro to “The Fall Off”","J. Cole",1628836,https://open.spotify.com/track/7EulRO07ZgchxqKUHb8Pvc
167,Flames,"David Guetta",1607623,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
168,"Clout (feat. 21 Savage)","Ty Dolla $ign",1606800,https://open.spotify.com/track/1u0CD4fcBUB1xrG9fNgejh
169,"Shape of You","Ed Sheeran",1597531,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
170,"Rubbin off the Paint","YBN Nahmir",1596357,https://open.spotify.com/track/1QRJb5VY3sIkCKcTuIKCrk
171,"Guatemala - From Swaecation","Rae Sremmurd",1592184,https://open.spotify.com/track/0TCnOEVeLQMXOUrpPlM7uY
172,Hurricane,"Luke Combs",1587288,https://open.spotify.com/track/6xHI9KjUjYT0FPtGO8Mxa1
173,"Whatever It Takes","Imagine Dragons",1584120,https://open.spotify.com/track/7F3uo3304R2CTvOseU3H7u
174,"What Would Meek Do?","Pusha T",1577298,https://open.spotify.com/track/5vnuJ8EopkP5dHukpOmT3L
175,"Drowning (feat. Kodak Black)","A Boogie Wit da Hoodie",1574388,https://open.spotify.com/track/1f5cbQtDrykjarZVrShaDI
176,"Sorry Not Sorry","Demi Lovato",1548302,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P
177,"Sangria Wine","Pharrell Williams",1537914,https://open.spotify.com/track/6XlSyYFTU1nodeWwwzVgTV
178,DNA.,"Kendrick Lamar",1523059,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj
179,"What Ifs (feat. Lauren Alaina)","Kane Brown",1514194,https://open.spotify.com/track/7zVCrzzEJU7u24sbJPXA5W
180,"Humility (feat. George Benson)",Gorillaz,1506256,https://open.spotify.com/track/5fGWdNGGnvKrrHL6U7c1Vp
181,Programs,"Mac Miller",1496460,https://open.spotify.com/track/1883mCuSqnfnrWoq8i3myH
182,"Everybody Dies In Their Nightmares",XXXTENTACION,1496189,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
183,"Lift Yourself","Kanye West",1495960,https://open.spotify.com/track/3uYDO9dPLTVrgfwg7EYXSf
184,GOTTI,6ix9ine,1494649,https://open.spotify.com/track/27oFpFktCq9JIXjJQRuv7a
185,"Jettski Grizzley (feat. Lil Pump)","Tee Grizzley",1479769,https://open.spotify.com/track/2VKf0WEOpq06JE5PTNr9wa
186,Passionfruit,Drake,1468671,https://open.spotify.com/track/5mCPDVBb16L4XQwDdbRUpz
187,"All On Me","Devin Dawson",1458488,https://open.spotify.com/track/2mfahQ0EaaZWq4cFNg6A1o
188,"ocean eyes","Billie Eilish",1447749,https://open.spotify.com/track/7hDVYcQq6MxkdJGweuCtl9
189,Familiar,"Liam Payne",1438336,https://open.spotify.com/track/0Y4hwUppbGc8aIBmiTz30A
190,"Dark Knight Dummo (Feat. Travis Scott)","Trippie Redd",1427219,https://open.spotify.com/track/3YeJXuRSNS5FYwOsDu44kD
191,"One Dance",Drake,1423359,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3
192,"Jump (with Trippie Redd)","Julia Michaels",1422987,https://open.spotify.com/track/2OvV4NjEBRE9v8Oo7QeUCq
193,"Losin Control",Russ,1422081,https://open.spotify.com/track/4cxMGhkinTocPSVVKWIw0d
194,"Love Galore (feat. Travis Scott)",SZA,1420813,https://open.spotify.com/track/0q75NwOoFiARAVp4EXU4Bs
195,"A$AP Forever REMIX (feat. Moby, T.I. & Kid Cudi)","A$AP Rocky",1420339,https://open.spotify.com/track/3oHkMCVJyOcjg5FhfLc2Rq
196,"I Wanna Know (feat. Bea Miller)",NOTD,1410904,https://open.spotify.com/track/18W92Zm1KjLCbUIszOhpkD
197,"Roll In Peace (feat. XXXTENTACION)","Kodak Black",1407118,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI
198,"Say You Won't Let Go","James Arthur",1406439,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
199,Yours,"Russell Dickerson",1401552,https://open.spotify.com/track/6RSNKGdv3nDTHqgw4bdzyF
200,Wait,"Maroon 5",1400813,https://open.spotify.com/track/4lUnFLtn8w3W76FiYDRzmO
