,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Lucid Dreams","Juice WRLD",12998575,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc
2,"All Mine","Kanye West",9969978,https://open.spotify.com/track/3qnoOm4fwZPBS116f5hpgF
3,"Better Now","Post Malone",9906921,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
4,"Nice For What",Drake,9721393,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
5,"Yes Indeed","Lil Baby",9452550,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
6,"I Like It","Cardi B",9060052,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
7,Reborn,"KIDS SEE GHOSTS",8684955,https://open.spotify.com/track/4RVbK6cV0VqWdpCDcx3hiT
8,"Girls Like You (feat. Cardi B)","Maroon 5",7720966,https://open.spotify.com/track/6FRLCMO5TUHTexlWo8ym1W
9,"Psycho (feat. Ty Dolla $ign)","Post Malone",7604605,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
10,"I'm Upset",Drake,6929749,https://open.spotify.com/track/54oMZ3blwWwuPN4wEoG5mk
11,"God's Plan",Drake,6899059,https://open.spotify.com/track/6T8cJz5lAqGer9GUHGyelE
12,"Feel The Love","KIDS SEE GHOSTS",6562946,https://open.spotify.com/track/3aUFrxO1B8EW63QchEl3wX
13,"4th Dimension","KIDS SEE GHOSTS",6548680,https://open.spotify.com/track/6JyEh4kl9DLwmSAoNDRn5b
14,"This Is America","Childish Gambino",6383975,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
15,"Taste (feat. Offset)",Tyga,6265922,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
16,"Ghost Town","Kanye West",6233733,https://open.spotify.com/track/6Bg7MznA9X0dIhlAsLyBYj
17,"Look Alive (feat. Drake)","BlocBoy JB",6216462,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
18,Yikes,"Kanye West",6159791,https://open.spotify.com/track/2r4JRwcbIeuAzWjH4YXlLs
19,"Back To You","Selena Gomez",5917257,https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9
