,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"thank u, next","Ariana Grande",13117899,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
2,"whoa (mind in awe)",XXXTENTACION,9973406,https://open.spotify.com/track/7pdF27mSDuPWhppnHAmWHa
3,"Going Bad (feat. Drake)","Meek Mill",9813332,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
4,"SICKO MODE","Travis Scott",9651605,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
5,BAD!,XXXTENTACION,9287933,https://open.spotify.com/track/22An65gG31JLf9n18qjdhZ
6,"Drip Too Hard (Lil Baby & Gunna)","Lil Baby",9217854,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
7,"Mo Bamba","Sheck Wes",8550346,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr
8,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",8463507,https://open.spotify.com/track/7l3E7lcozEodtVsSTCkcaA
9,"Without Me",Halsey,7922522,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
10,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",7771375,https://open.spotify.com/track/1A6OTy97kk0mMdm78rHsm8
11,"Guardian angel",XXXTENTACION,7102380,https://open.spotify.com/track/7uqcLJFlSYjVPLUz1vPxkY
12,"Lucid Dreams","Juice WRLD",6385277,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
13,"Wake Up in the Sky","Gucci Mane",6366260,https://open.spotify.com/track/2G1tXoGBaEMJ7FKGnkf6ud
14,"I don’t let go",XXXTENTACION,6216369,https://open.spotify.com/track/4axYWgXASdsCBHuwInAubT
15,"All I Want for Christmas Is You","Mariah Carey",6194555,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
16,"Leave Me Alone","Flipp Dinero",5994578,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g
17,SAD!,XXXTENTACION,5857016,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
18,"Jingle Bell Rock","Bobby Helms",5432899,https://open.spotify.com/track/7vQbuQcyTflfCIOu3Uzzya
19,"Train food",XXXTENTACION,5422720,https://open.spotify.com/track/5lar0mCUejpILVkAz50s2J
