,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
168,idontwannabeyouanymore,"Billie Eilish",1613288,https://open.spotify.com/track/41zXlQxzTi6cGAjpOXyLYH
169,Africa,TOTO,1594983,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
170,"Rich & Sad","Post Malone",1585922,https://open.spotify.com/track/2VdT56BGpdqNHUgOe1j5vc
171,1-800-273-8255,Logic,1585420,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
172,"Dark Knight Dummo","Trippie Redd",1581848,https://open.spotify.com/track/4apiNNK0jp9uqn3JDG9My1
173,"My Blood","Twenty One Pilots",1577818,https://open.spotify.com/track/2nqwxzn7svkN30dVGbXdWf
174,"LOVE. FEAT. ZACARI.","Kendrick Lamar",1566462,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As
175,IDOL,BTS,1556940,https://open.spotify.com/track/03iCbZaM4OkRR4We6wIzvx
176,"pete davidson","Ariana Grande",1548682,https://open.spotify.com/track/0XOnMqLQDO89iAg7dWWwnG
177,"Bodak Yellow","Cardi B",1547498,https://open.spotify.com/track/6KBYefIoo7KydImq1uUQlL
178,Nevermind,"Dennis Lloyd",1546185,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
179,"goodnight n go","Ariana Grande",1540091,https://open.spotify.com/track/14kYOiFVPb7E7NfFbqhdln
180,"The Way Life Goes (feat. Oh Wonder)","Lil Uzi Vert",1531444,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc
181,"Side Effects (feat. Emily Warren)","The Chainsmokers",1528009,https://open.spotify.com/track/3OtQmFLS5b3pTgIf44GQFJ
182,"ocean eyes","Billie Eilish",1527499,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU
183,Paranoid,"Post Malone",1522911,https://open.spotify.com/track/3fpVWegR6YOS1Yk5HSMYIq
184,HOUSTONFORNICATION,"Travis Scott",1507555,https://open.spotify.com/track/58TaFP5j5i9swOf584yon2
185,"Let You Down",NF,1506431,https://open.spotify.com/track/52okn5MNA47tk87PeZJLEL
186,"She Got the Best of Me","Luke Combs",1498918,https://open.spotify.com/track/698eQRku24PIYPQPHItKlA
187,"Dance To This (feat. Ariana Grande)","Troye Sivan",1496538,https://open.spotify.com/track/17JYzDCW1UTndfURuTydF2
188,"Summertime Magic","Childish Gambino",1496140,https://open.spotify.com/track/4j3GWI86JvSaF0BLdmgcfF
189,"WHO? WHAT!","Travis Scott",1488427,https://open.spotify.com/track/4KYS9GK68yeuUJ8vJfPxrq
190,"Best Part (feat. Daniel Caesar)",H.E.R.,1483303,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
191,"I Don't Wanna Do This Anymore",XXXTENTACION,1480950,https://open.spotify.com/track/5de9Ho64dovuQI8Uhn5gPD
192,FRIENDS,Marshmello,1466018,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
193,"Plain Jane","A$AP Ferg",1464496,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9
194,"Fr Fr (feat. Lil Skies)","Wiz Khalifa",1463706,https://open.spotify.com/track/1RagpNpkD3KcjXMLGMe99V
195,KOD,"J. Cole",1454382,https://open.spotify.com/track/7yotKA30dwTKNEGomV9ZsI
196,"You Make It Easy","Jason Aldean",1452193,https://open.spotify.com/track/6EGAfJaLUFzhS4zRBIEQ2J
197,"No Limit",G-Eazy,1448433,https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW
198,"Outside Today","YoungBoy Never Broke Again",1447776,https://open.spotify.com/track/5PIfH6BzcmH04RDmtzF0BN
199,"Shape of You","Ed Sheeran",1444077,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
200,NC-17,"Travis Scott",1432241,https://open.spotify.com/track/6BJbOXDlgVAXSaq6wYFYT2
