,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,rockstar,"Post Malone",10134471,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
2,"No Limit",G-Eazy,7090891,https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW
3,"I Fall Apart","Post Malone",6673907,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
4,"Bartier Cardi (feat. 21 Savage)","Cardi B",6624198,https://open.spotify.com/track/75FDPwaULRdYDn4StFN2rT
5,"Gucci Gang","Lil Pump",5975507,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
6,"Him & I (with Halsey)",G-Eazy,5915005,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4
7,"Ric Flair Drip (& Metro Boomin)",Offset,5896347,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
8,Havana,"Camila Cabello",5563102,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
9,"Candy Paint","Post Malone",4960836,https://open.spotify.com/track/42CeaId2XNlxugDvyqHfDf
10,"XO Tour Llif3","Lil Uzi Vert",4904234,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
11,"Codeine Dreaming (feat. Lil Wayne)","Kodak Black",4602782,https://open.spotify.com/track/4DTpngLjoHj5gFxEZFeD3J
12,"Let You Down",NF,4601417,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
13,"Bank Account","21 Savage",4589775,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
14,Wolves,"Selena Gomez",4445106,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
15,"PICK IT UP (feat. A$AP Rocky)","Famous Dex",4426379,https://open.spotify.com/track/3ncgNpxLoBQ65ABk4djDyd
16,"River (feat. Ed Sheeran)",Eminem,4326022,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
17,"Young Dumb & Broke",Khalid,4319972,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
18,MotorSport,Migos,4306236,https://open.spotify.com/track/1YZfcVLbbJwfizR5cDOp3q
19,Perfect,"Ed Sheeran",4273504,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
20,"Too Good At Goodbyes","Sam Smith",4269340,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
21,"New Rules","Dua Lipa",4251568,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
22,"LOVE. FEAT. ZACARI.","Kendrick Lamar",4211074,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As
23,HUMBLE.,"Kendrick Lamar",4162605,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
24,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",4143866,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
25,Congratulations,"Post Malone",4116779,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
26,"Plain Jane","A$AP Ferg",4095476,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9
27,1-800-273-8255,Logic,3995743,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
28,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",3968044,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
29,Silence,Marshmello,3793378,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
