,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
70,Somebody,"The Chainsmokers",2638241,https://open.spotify.com/track/3pWcj8hxj3fsb9TDAcMpEl
71,"Red Roses (feat. Landon Cube)","Lil Skies",2629704,https://open.spotify.com/track/3ZhTT6yjZwpPph5MIJ53XY
72,HUMBLE.,"Kendrick Lamar",2626391,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
73,Congratulations,"Post Malone",2622504,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
74,Chun-Li,"Nicki Minaj",2587204,https://open.spotify.com/track/2gTYVoQCUh0QNUaFix01ld
75,"Tony Tone","A$AP Rocky",2586258,https://open.spotify.com/track/52eYVUkFTOVozbVFIaFrnV
76,"Big Bank feat. 2 Chainz, Big Sean, Nicki Minaj",YG,2562390,https://open.spotify.com/track/2RM4jf1Xa9zPgMGRDiht8O
77,Esskeetit,"Lil Pump",2556329,https://open.spotify.com/track/44KKhCyI0BGS6LvVyDqJtH
78,"Buck Shots","A$AP Rocky",2520794,https://open.spotify.com/track/6ImrWnhjEOw5re3cGLMIHJ
79,"Distorted Records","A$AP Rocky",2447502,https://open.spotify.com/track/57q6BgYP4gN6hPQViCB3um
80,"Young Dumb & Broke",Khalid,2435483,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
81,"Welcome to the Party (with French Montana & Lil Pump, feat. Zhavia Ward) - from Deadpool 2",Diplo,2432799,https://open.spotify.com/track/5mqzhMuUpvnMfwNz6iepmO
82,"The Games We Play","Pusha T",2430649,https://open.spotify.com/track/7iEoaTyBCqLaAwJnOP1BTn
83,"Jocelyn Flores",XXXTENTACION,2413983,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
84,Tequila,"Dan + Shay",2383545,https://open.spotify.com/track/7Il2yWQmsqKgSkLQvHTPUI
85,"Lean Wit Me","Juice WRLD",2383176,https://open.spotify.com/track/3RWM7z6BF8C6z9ypLtxz4M
86,"Lost In Japan","Shawn Mendes",2366111,https://open.spotify.com/track/6WBTeFDEfAJbaSUUc1V1xQ
87,X,"Nicky Jam",2356754,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
88,"Havana (feat. Young Thug)","Camila Cabello",2349888,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
89,goosebumps,"Travis Scott",2345027,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
90,Infrared,"Pusha T",2322884,https://open.spotify.com/track/6cpsixIHI63L0hwh3CwZg3
91,"Solo (feat. Demi Lovato)","Clean Bandit",2318828,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
92,"Nowadays (feat. Landon Cube)","Lil Skies",2306822,https://open.spotify.com/track/2u7mxWSeoqTXndK5e08jMp
93,"1942 (feat. Yo Gotti & YBN Nahmir)",G-Eazy,2304459,https://open.spotify.com/track/794QVQtFNy7hvtjQP1keQd
94,Otherside,"Post Malone",2289637,https://open.spotify.com/track/4qWCFTuNnmGNdY4egtb4ZY
95,"Gunz N Butter (feat. Juicy J)","A$AP Rocky",2246769,https://open.spotify.com/track/5N521RK66Z1FP0Oz6B4OlT
96,Location,Khalid,2245403,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
97,"Bank Account","21 Savage",2242370,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
98,"Hard Piano","Pusha T",2238805,https://open.spotify.com/track/3HgA5R5alihocnOYE9ihpS
99,Lust,"Lil Skies",2218926,https://open.spotify.com/track/7oJrVhiTPZGBXWPwhxjy9S
100,"OG Beeper","A$AP Rocky",2213538,https://open.spotify.com/track/5TX0mfUkpGlU6j2xa00ERx
101,"Kevin’s Heart","J. Cole",2206763,https://open.spotify.com/track/6tZ3b7ik1QDXFAZlXib0YZ
102,"Where Were You In The Morning?","Shawn Mendes",2204787,https://open.spotify.com/track/51wrmElSLxFzc0vSQPeTxs
103,"Jackie Chan",Tiësto,2192817,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
104,"Come Back Baby","Pusha T",2183199,https://open.spotify.com/track/2BuBXn15gj4MNYZydyWgrk
105,"Plain Jane","A$AP Ferg",2177649,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9
106,"Bounce Out With That","YBN Nahmir",2141071,https://open.spotify.com/track/2iWEpiPiIPf5D4f2UGBlrZ
107,Everyday,Logic,2113428,https://open.spotify.com/track/4EAV2cKiqKP5UPZmY6dejk
108,"New Freezer (feat. Kendrick Lamar)","Rich The Kid",2109470,https://open.spotify.com/track/0eHCArTPhwUxatY7cEXRiK
109,"Pray For Me (with Kendrick Lamar)","The Weeknd",2107685,https://open.spotify.com/track/4ofvoCdXq99vpMZO4Cfp8x
110,Santeria,"Pusha T",2101475,https://open.spotify.com/track/4LKSaRoKNnlpKXTT663BrT
111,"CALLDROPS (feat. Kodak Black)","A$AP Rocky",2096640,https://open.spotify.com/track/1wGYcpJZ59rePkNu4zHmLu
112,"Blame It On Me","Post Malone",2093872,https://open.spotify.com/track/1ZemPoaj7LBj1RAQrb89EC
113,"You Make It Easy","Jason Aldean",2086074,https://open.spotify.com/track/6EGAfJaLUFzhS4zRBIEQ2J
114,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,2084065,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
115,"LOVE. FEAT. ZACARI.","Kendrick Lamar",2082201,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As
116,"Boo'd Up","Ella Mai",2065150,https://open.spotify.com/track/0At2qAoaVjIwWNAqrscXli
117,"High Hopes","Panic! At The Disco",2037192,https://open.spotify.com/track/2djdCbLj1pzRmrDNe7PkW2
118,Betrayed,"Lil Xan",2033988,https://open.spotify.com/track/4vaxvNDaLSoD36iZX515ug
119,"Done for Me (feat. Kehlani)","Charlie Puth",2029626,https://open.spotify.com/track/1lsBTdE6MGsKeZCD6llNu7
120,"Bartier Cardi (feat. 21 Savage)","Cardi B",2029250,https://open.spotify.com/track/0dIoGTQXDh1wVnhIiSyYEa
121,changes,XXXTENTACION,2026513,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
122,"Never Be the Same","Camila Cabello",2023567,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
123,"Bodak Yellow","Cardi B",2021447,https://open.spotify.com/track/6KBYefIoo7KydImq1uUQlL
124,"BUTTERFLY EFFECT","Travis Scott",2014858,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX
125,"Outside Today","YoungBoy Never Broke Again",2010720,https://open.spotify.com/track/5PIfH6BzcmH04RDmtzF0BN
126,"Sugar Wraith","Post Malone",2002817,https://open.spotify.com/track/0MrRAUcB8AZiB9ue2VOBYe
127,"Purity (feat. Frank Ocean)","A$AP Rocky",1979861,https://open.spotify.com/track/2MF4HtZHBoUliOi9nOAbS0
128,"Like To Be You feat. Julia Michaels","Shawn Mendes",1975560,https://open.spotify.com/track/5QskYLFPX9y7pLU0VEMNbr
129,IDGAF,"Dua Lipa",1958149,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
130,ATM,"J. Cole",1951433,https://open.spotify.com/track/2UciqgwVDwro0fev3MFbxJ
131,MotorSport,Migos,1950304,https://open.spotify.com/track/4wFjTWCunQFKtukqrNijEt
132,"No Limit",G-Eazy,1949042,https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW
133,"Wanted You (feat. Lil Uzi Vert)",NAV,1948381,https://open.spotify.com/track/1Faq8G2y56A8fRv7HsLq25
134,"Marry Me","Thomas Rhett",1946695,https://open.spotify.com/track/0OWZFobGSIW9GrSlQ9C5pc
135,1-800-273-8255,Logic,1935186,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
136,Motiv8,"J. Cole",1933533,https://open.spotify.com/track/1AT4xjNarTswd0UZ5FlmKF
137,Thunder,"Imagine Dragons",1912945,https://open.spotify.com/track/26gceVsA1ybT8qsX3aYLEn
138,"Sangria Wine","Pharrell Williams",1884061,https://open.spotify.com/track/6XlSyYFTU1nodeWwwzVgTV
139,Nevermind,"Dennis Lloyd",1881674,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
140,Redbone,"Childish Gambino",1865693,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y
141,"Fallin' All In You","Shawn Mendes",1855661,https://open.spotify.com/track/5I8oEqbk2ZBmQfXCrZbUFb
142,Silence,Marshmello,1849383,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
143,"Finesse - Remix; feat. Cardi B","Bruno Mars",1837738,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
144,"New Rules","Dua Lipa",1835215,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
145,2002,Anne-Marie,1829872,https://open.spotify.com/track/6SFStUDQZNaGPKWOx9ZiJB
146,"One Number Away","Luke Combs",1818151,https://open.spotify.com/track/4gB7HrYHbJVJ5RFOjxmoq4
147,"I Get the Bag (feat. Migos)","Gucci Mane",1807783,https://open.spotify.com/track/1XRgIKC5TPwo7nWGyKqgG0
148,"Roll In Peace (feat. XXXTENTACION)","Kodak Black",1803183,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI
149,"Body Like A Back Road","Sam Hunt",1799132,https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO
150,Unforgettable,"French Montana",1785095,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
151,"The Night We Met","Lord Huron",1767464,https://open.spotify.com/track/6mORGLOz79w6VsCRLWYYuK
152,"Kids Turned Out Fine","A$AP Rocky",1764853,https://open.spotify.com/track/0qp8MuZNKelOGTK2HPlXBA
153,"Creeping (feat. Rich the Kid)","Lil Skies",1764075,https://open.spotify.com/track/7ms3VzLTfr7fXNOqA4Mkx9
154,Believer,"Imagine Dragons",1758139,https://open.spotify.com/track/7Izh7zLJGw1Nscd62Exxj4
155,"Sky Walker (feat. Travis Scott)",Miguel,1756428,https://open.spotify.com/track/5WoaF1B5XIEnWfmb5NZikf
156,"I Do (feat. SZA)","Cardi B",1754741,https://open.spotify.com/track/1f5PNhkNgUpvDEeZfcIlO1
157,Perfect,"Ed Sheeran",1743108,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
158,"Drip (feat. Migos)","Cardi B",1741396,https://open.spotify.com/track/2qcG0nZ6S3zZV0UrkY5nFo
159,"Let You Down",NF,1737234,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
160,"No Role Modelz","J. Cole",1734997,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
161,"The Way Life Goes (feat. Oh Wonder)","Lil Uzi Vert",1725480,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc
162,Hun43rd,"A$AP Rocky",1710887,https://open.spotify.com/track/1r33iukEx0COYuBzyXPmPP
163,Delicate,"Taylor Swift",1700303,https://open.spotify.com/track/7CneiDesUKFJO3Ix01dnfr
164,"What You Want",Belly,1697937,https://open.spotify.com/track/4RMqA9GixWNB7H6coZFXJN
165,"1985 - Intro to “The Fall Off”","J. Cole",1696811,https://open.spotify.com/track/7EulRO07ZgchxqKUHb8Pvc
166,"Codeine Dreaming (feat. Lil Wayne)","Kodak Black",1688239,https://open.spotify.com/track/4DTpngLjoHj5gFxEZFeD3J
167,"Clout (feat. 21 Savage)","Ty Dolla $ign",1680955,https://open.spotify.com/track/1u0CD4fcBUB1xrG9fNgejh
168,"Brotha Man (feat. French Montana)","A$AP Rocky",1680544,https://open.spotify.com/track/6MmtDonkpvSoRx9ACwrGDu
169,"When It Rains It Pours","Luke Combs",1676869,https://open.spotify.com/track/1mMLMZYXkMueg65jRRWG1l
170,"Jettski Grizzley (feat. Lil Pump)","Tee Grizzley",1666189,https://open.spotify.com/track/2VKf0WEOpq06JE5PTNr9wa
171,"Rubbin off the Paint","YBN Nahmir",1661275,https://open.spotify.com/track/1QRJb5VY3sIkCKcTuIKCrk
172,Africa,TOTO,1647089,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
173,"Shape of You","Ed Sheeran",1641984,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
174,"Go Flex","Post Malone",1633449,https://open.spotify.com/track/5yuShbu70mtHXY0yLzCQLQ
175,"Remind Me to Forget",Kygo,1624870,https://open.spotify.com/track/6xTU6B6nFwKKTSZ9ySXS80
176,"Drowning (feat. Kodak Black)","A Boogie Wit da Hoodie",1622982,https://open.spotify.com/track/1f5cbQtDrykjarZVrShaDI
177,Why,"Shawn Mendes",1611248,https://open.spotify.com/track/1KXFoiT2n4QXRsFvhWNI4I
178,"Singles You Up","Jordan Davis",1610684,https://open.spotify.com/track/4LiMQ6G9n84rDUBs9wtwz6
179,Passionfruit,Drake,1609725,https://open.spotify.com/track/5mCPDVBb16L4XQwDdbRUpz
180,"Particular Taste","Shawn Mendes",1609715,https://open.spotify.com/track/1mmAqhLcvPrknbslMiDlyU
181,"Life Goes On","Lil Baby",1601428,https://open.spotify.com/track/2bSk87AVkCIIC3Bcligq1z
182,"White Iverson","Post Malone",1600061,https://open.spotify.com/track/6eT7xZZlB2mwyzJ2sUKG6w
183,"Guatemala - From Swaecation","Rae Sremmurd",1598427,https://open.spotify.com/track/0TCnOEVeLQMXOUrpPlM7uY
184,"Because I Had You","Shawn Mendes",1587972,https://open.spotify.com/track/7hlhojpax9zg2FNdBLY5ox
185,"I Like Me Better",Lauv,1583015,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9
186,"One Dance",Drake,1579629,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3
187,DNA.,"Kendrick Lamar",1579329,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj
188,"Everybody Dies In Their Nightmares",XXXTENTACION,1541259,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
189,"Sorry Not Sorry","Demi Lovato",1539966,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P
190,Mutual,"Shawn Mendes",1522955,https://open.spotify.com/track/0rrfXLr1p1yxsUy7LrKoYT
191,"Whatever It Takes","Imagine Dragons",1516118,https://open.spotify.com/track/7F3uo3304R2CTvOseU3H7u
192,Changes,"A$AP Rocky",1504423,https://open.spotify.com/track/1dzwFgBlZNxt28aQOinNGn
193,"What Ifs (feat. Lauren Alaina)","Kane Brown",1500279,https://open.spotify.com/track/7zVCrzzEJU7u24sbJPXA5W
194,Beautiful,Bazzi,1499306,https://open.spotify.com/track/5TVirkSwFEXF1nLJEebe2I
195,"Take Back Home Girl (Feat. Tori Kelly)","Chris Lane",1493238,https://open.spotify.com/track/4fv0mLkB3wY4Z2GAG1mWAN
196,Yours,"Russell Dickerson",1485213,https://open.spotify.com/track/6RSNKGdv3nDTHqgw4bdzyF
197,1950,"King Princess",1483679,https://open.spotify.com/track/0CZ8lquoTX2Dkg7Ak2inwA
198,Familiar,"Liam Payne",1479139,https://open.spotify.com/track/0Y4hwUppbGc8aIBmiTz30A
199,"Say Something (feat. Chris Stapleton)","Justin Timberlake",1474864,https://open.spotify.com/track/1LhMopPAallLeaeNutqbgS
200,Flames,"David Guetta",1467032,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
