,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
32,"Ocean (feat. Khalid)","Martin Garrix",4549701,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
33,"Plug Walk","Rich The Kid",4384290,https://open.spotify.com/track/6mAz8D1TmlTuef90dbNIiZ
34,"Ball For Me (feat. Nicki Minaj)","Post Malone",4274821,https://open.spotify.com/track/6IaieqiCVvsNvEt6Y7yOFa
35,Hope,XXXTENTACION,4253943,https://open.spotify.com/track/2ZRo7axmMPeSVUvDbGkJah
36,"Ric Flair Drip (& Metro Boomin)",Offset,4127705,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
37,Yikes,"Kanye West",4108459,https://open.spotify.com/track/2r4JRwcbIeuAzWjH4YXlLs
38,NUMB,XXXTENTACION,3963987,https://open.spotify.com/track/01TnVDiet1DFTsyWKUKovl
39,"Walk It Talk It",Migos,3899463,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
40,"I Fall Apart","Post Malone",3795806,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
41,OTW,Khalid,3680793,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
42,"Powerglide (feat. Juicy J) - From SR3MM","Rae Sremmurd",3680780,https://open.spotify.com/track/1BuZAIO8WZpavWVbbq3Lci
43,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",3639714,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
44,"One Kiss (with Dua Lipa)","Calvin Harris",3608904,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
45,JAPAN,"Famous Dex",3545289,https://open.spotify.com/track/5PTG6rrL6EPFD9E2QMI2pl
46,"Playinwitme (feat. Kehlani)",KYLE,3535418,https://open.spotify.com/track/4F1yvJfQ7gJkrcgFJQDjOr
47,"Love Lies (with Normani)",Khalid,3493731,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
48,"Te Boté - Remix","Nio Garcia",3460211,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
49,"Candy Paint","Post Malone",3422801,https://open.spotify.com/track/32lItqlMi4LBhb4k0BaSaC
50,Mine,Bazzi,3334032,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
51,"Solo (feat. Demi Lovato)","Clean Bandit",3303633,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
52,"Look At Me!",XXXTENTACION,3276705,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s
53,"Shoota (feat. Lil Uzi Vert)","Playboi Carti",3223515,https://open.spotify.com/track/2BJSMvOGABRxokHKB0OI8i
54,"Ghost Town","Kanye West",3179070,https://open.spotify.com/track/6Bg7MznA9X0dIhlAsLyBYj
55,"Roll In Peace (feat. XXXTENTACION)","Kodak Black",3155951,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI
56,"Spoil My Night (feat. Swae Lee)","Post Malone",3138933,https://open.spotify.com/track/5VuxWXbt7XENQCtE9TzpTv
57,Paranoid,"Post Malone",3113045,https://open.spotify.com/track/3fpVWegR6YOS1Yk5HSMYIq
58,Revenge,XXXTENTACION,3083836,https://open.spotify.com/track/5TXDeTFVRVY7Cvt0Dw4vWW
59,Simple,"Florida Georgia Line",3003046,https://open.spotify.com/track/4P92FrvmYQSAfOpp4cpFEi
60,"Carry On",XXXTENTACION,2979234,https://open.spotify.com/track/2yZax79pOrYuyIFVW2cZY2
61,"Rich & Sad","Post Malone",2953807,https://open.spotify.com/track/2VdT56BGpdqNHUgOe1j5vc
62,"Call Out My Name","The Weeknd",2947859,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
63,"Champion (feat. Travis Scott)",NAV,2929585,https://open.spotify.com/track/6nO3tr47nr2P7f3hXb8JIo
64,Stay,"Post Malone",2886746,https://open.spotify.com/track/4H7WNRErSbONkM06blBoGc
65,"Born To Be Yours",Kygo,2845110,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM
66,"XO Tour Llif3","Lil Uzi Vert",2836334,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
67,"Start Again (feat. Logic)",OneRepublic,2774336,https://open.spotify.com/track/1Nj2oBISdFDSF8eDuXcALz
68,"The Middle",Zedd,2767354,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
69,"New Light","John Mayer",2753048,https://open.spotify.com/track/3bH4HzoZZFq8UpZmI2AMgV
70,"Freaky Friday (feat. Chris Brown)","Lil Dicky",2715330,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
71,"King's Dead (with Kendrick Lamar, Future & James Blake)","Jay Rock",2714755,https://open.spotify.com/track/51rXHuKN8Loc4sUlKPODgH
72,"Boo'd Up","Ella Mai",2709726,https://open.spotify.com/track/0At2qAoaVjIwWNAqrscXli
73,"4th Dimension","KIDS SEE GHOSTS",2650549,https://open.spotify.com/track/6JyEh4kl9DLwmSAoNDRn5b
74,KOD,"J. Cole",2637204,https://open.spotify.com/track/7yotKA30dwTKNEGomV9ZsI
75,"Cops Shot The Kid",Nas,2627129,https://open.spotify.com/track/1vi9adPJiD4d22ybGp25hy
76,"All The Stars (with SZA)","Kendrick Lamar",2589823,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
77,"Watch (feat. Lil Uzi Vert & Kanye West)","Travis Scott",2563977,https://open.spotify.com/track/3DoBTwfr8yi2LN08SBpFkN
78,Congratulations,"Post Malone",2497965,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
79,"I Don't Wanna Do This Anymore",XXXTENTACION,2468437,https://open.spotify.com/track/5de9Ho64dovuQI8Uhn5gPD
80,"Depression & Obsession",XXXTENTACION,2464957,https://open.spotify.com/track/2H3wWrnO758y0fPH7Ilerg
81,"Stir Fry",Migos,2454955,https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf
82,"Dance To This (feat. Ariana Grande)","Troye Sivan",2447346,https://open.spotify.com/track/1NbGcdgwRHZ5rbPIT9hdR3
83,Somebody,"The Chainsmokers",2442590,https://open.spotify.com/track/3pWcj8hxj3fsb9TDAcMpEl
84,"Feel The Love","KIDS SEE GHOSTS",2425442,https://open.spotify.com/track/3aUFrxO1B8EW63QchEl3wX
85,HUMBLE.,"Kendrick Lamar",2420272,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
86,"Red Roses (feat. Landon Cube)","Lil Skies",2391204,https://open.spotify.com/track/3ZhTT6yjZwpPph5MIJ53XY
87,"PICK IT UP (feat. A$AP Rocky)","Famous Dex",2387784,https://open.spotify.com/track/0dSIrRkA4PadGll16TgbnV
88,"Growing Pains","Alessia Cara",2365104,https://open.spotify.com/track/003eoIwxETJujVWmNFMoZy
89,"92 Explorer","Post Malone",2364871,https://open.spotify.com/track/1D2L6MefbXon28PzIk9I3r
90,TATI,6ix9ine,2352904,https://open.spotify.com/track/6kp0inxIexxSiDJfWqq0ZL
91,Lust,"Lil Skies",2349046,https://open.spotify.com/track/7oJrVhiTPZGBXWPwhxjy9S
92,"Big Bank feat. 2 Chainz, Big Sean, Nicki Minaj",YG,2335423,https://open.spotify.com/track/2RM4jf1Xa9zPgMGRDiht8O
93,FRIENDS,Marshmello,2284863,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
94,"Not For Radio",Nas,2252242,https://open.spotify.com/track/5FYu8uBB6E11mepU601601
95,"Be Careful","Cardi B",2244530,https://open.spotify.com/track/2Yl4OmDby9iitgNWZPwxkd
96,Esskeetit,"Lil Pump",2243620,https://open.spotify.com/track/44KKhCyI0BGS6LvVyDqJtH
97,"Over Now","Post Malone",2242888,https://open.spotify.com/track/09IOPhEh1OMe0HD9b36FJk
98,Heaven,"Kane Brown",2232452,https://open.spotify.com/track/1HXy5I3HTWq8OvxCn0z7G7
99,"FAKE LOVE",BTS,2192173,https://open.spotify.com/track/3aW0ds4A4tSQDIp75FqWTo
100,"In My Blood","Shawn Mendes",2180418,https://open.spotify.com/track/21YnmkSDhUkmkkni22Svc4
101,X,"Nicky Jam",2175518,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
102,"Havana (feat. Young Thug)","Camila Cabello",2169547,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
103,"Better Not (feat. Wafia)","Louis The Child",2150765,https://open.spotify.com/track/447yWcDPg1ddgcHBLGpJC0
104,"Violent Crimes","Kanye West",2150671,https://open.spotify.com/track/2VYb3Fb5iK5Y8HGZ8oEEkp
105,"Life Goes On","Lil Baby",2135595,https://open.spotify.com/track/2bSk87AVkCIIC3Bcligq1z
106,"Nowadays (feat. Landon Cube)","Lil Skies",2131817,https://open.spotify.com/track/2u7mxWSeoqTXndK5e08jMp
107,Tequila,"Dan + Shay",2130067,https://open.spotify.com/track/7Il2yWQmsqKgSkLQvHTPUI
108,goosebumps,"Travis Scott",2115513,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
109,"Lean Wit Me","Juice WRLD",2113775,https://open.spotify.com/track/3RWM7z6BF8C6z9ypLtxz4M
110,"Young Dumb & Broke",Khalid,2094511,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
111,"Bank Account","21 Savage",2030301,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
112,"Zack And Codeine","Post Malone",2011793,https://open.spotify.com/track/5lZZmityu9TAjNvSY6GLhR
113,Nervous,"Shawn Mendes",1991855,https://open.spotify.com/track/0Dq49j3dELbttQVUJbtn0c
114,"1942 (feat. Yo Gotti & YBN Nahmir)",G-Eazy,1991649,https://open.spotify.com/track/794QVQtFNy7hvtjQP1keQd
115,"ALONE, PART 3",XXXTENTACION,1989734,https://open.spotify.com/track/2oe6dDthgthqUkfL3czpEd
116,Nevermind,"Dennis Lloyd",1984785,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
117,"Wouldn't Leave","Kanye West",1953176,https://open.spotify.com/track/3dG6tjetoR4GMmUGZUprLt
118,2002,Anne-Marie,1944613,https://open.spotify.com/track/6SFStUDQZNaGPKWOx9ZiJB
119,Location,Khalid,1939245,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
120,Thunder,"Imagine Dragons",1938196,https://open.spotify.com/track/26gceVsA1ybT8qsX3aYLEn
121,"Cudi Montage","KIDS SEE GHOSTS",1924741,https://open.spotify.com/track/4kUZvXB3LC3an3HX6h0s17
122,"Same Bitches (feat. G-Eazy & YG)","Post Malone",1921753,https://open.spotify.com/track/688QpQAwqsLdBR6lr13wK1
123,Everyday,Logic,1920441,https://open.spotify.com/track/4EAV2cKiqKP5UPZmY6dejk
124,Betrayed,"Lil Xan",1917763,https://open.spotify.com/track/4vaxvNDaLSoD36iZX515ug
125,Fire,"KIDS SEE GHOSTS",1916783,https://open.spotify.com/track/7oHkit3F3vimtsBbnZkU0G
126,Chun-Li,"Nicki Minaj",1913572,https://open.spotify.com/track/2gTYVoQCUh0QNUaFix01ld
127,APESHIT,"The Carters",1908928,https://open.spotify.com/track/0E6PsO3ymCfUh7pJQjBgkj
128,"ocean eyes","Billie Eilish",1908148,https://open.spotify.com/track/7hDVYcQq6MxkdJGweuCtl9
129,"Takin' Shots","Post Malone",1898393,https://open.spotify.com/track/5ffntNJnJOeFv7b7DCd0Bw
130,1-800-273-8255,Logic,1880692,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
131,"Jump (with Trippie Redd)","Julia Michaels",1869779,https://open.spotify.com/track/2OvV4NjEBRE9v8Oo7QeUCq
132,"Bodak Yellow","Cardi B",1867697,https://open.spotify.com/track/6KBYefIoo7KydImq1uUQlL
133,"Rich Sex (feat. Lil Wayne)","Nicki Minaj",1866599,https://open.spotify.com/track/7kph8uPhOXHMfKzPJvIeah
134,"Wow Freestyle (feat. Kendrick Lamar)","Jay Rock",1865734,https://open.spotify.com/track/12rbR0qoFJQ7rRGzgXrzHy
135,"Bounce Out With That","YBN Nahmir",1863696,https://open.spotify.com/track/2iWEpiPiIPf5D4f2UGBlrZ
136,"infinity (888) - feat. Joey Bada$$",XXXTENTACION,1860678,https://open.spotify.com/track/7J2gyNghNTzl4EsLhXp01Q
137,"Plain Jane","A$AP Ferg",1855857,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9
138,"You Make It Easy","Jason Aldean",1850891,https://open.spotify.com/track/6EGAfJaLUFzhS4zRBIEQ2J
139,"New Freezer (feat. Kendrick Lamar)","Rich The Kid",1847620,https://open.spotify.com/track/0eHCArTPhwUxatY7cEXRiK
140,"Freeee (Ghost Town Pt. 2)","KIDS SEE GHOSTS",1836355,https://open.spotify.com/track/7GRTrWsP3yo2Fx8umJfA1X
141,"before I close my eyes",XXXTENTACION,1835514,https://open.spotify.com/track/16x9bQHw8TBNaGDyULvwad
142,"Outside Today","YoungBoy Never Broke Again",1834114,https://open.spotify.com/track/5PIfH6BzcmH04RDmtzF0BN
143,Audio,Sia,1815660,https://open.spotify.com/track/7boPPE857KEqCIHNwFkDop
144,Believer,"Imagine Dragons",1813897,https://open.spotify.com/track/7Izh7zLJGw1Nscd62Exxj4
145,"LOVE. FEAT. ZACARI.","Kendrick Lamar",1813611,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As
146,"Creeping (feat. Rich the Kid)","Lil Skies",1803698,https://open.spotify.com/track/7ms3VzLTfr7fXNOqA4Mkx9
147,"Bartier Cardi (feat. 21 Savage)","Cardi B",1782332,https://open.spotify.com/track/0dIoGTQXDh1wVnhIiSyYEa
148,"going down!",XXXTENTACION,1777685,https://open.spotify.com/track/7CkbRn6S0itJqcqn88AtSV
149,"BUTTERFLY EFFECT","Travis Scott",1765369,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX
150,"Save Me",XXXTENTACION,1760550,https://open.spotify.com/track/2UwbhMie1EAYuTZ0QXeMwl
151,"DDU-DU DDU-DU",BLACKPINK,1744962,https://open.spotify.com/track/7b8YOVV5quZcSKEijDgyWB
152,"No Limit",G-Eazy,1730302,https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW
153,"Kids See Ghosts","KIDS SEE GHOSTS",1714514,https://open.spotify.com/track/2I3dW2dCBZAJGj5X21E53k
154,"Never Be the Same","Camila Cabello",1697722,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
155,"I don’t even speak spanish lol - feat. Rio Santana, Judah, Andrez Babii",XXXTENTACION,1688854,https://open.spotify.com/track/14boA065HMHWvqyPPEeN4y
156,"I Like Me Better",Lauv,1685505,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
157,"Marry Me","Thomas Rhett",1683668,https://open.spotify.com/track/0OWZFobGSIW9GrSlQ9C5pc
158,Valentine,"5 Seconds of Summer",1668606,https://open.spotify.com/track/19hh7DkfRBrpRGYfKlw7jb
159,"White Label",Nas,1667167,https://open.spotify.com/track/5JoUwqXt9IPLbiJ6pXwarL
160,"Body Like A Back Road","Sam Hunt",1665570,https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO
161,everything,Nas,1665378,https://open.spotify.com/track/3XaNHbNa9Chz9plhRpcaof
162,IDGAF,"Dua Lipa",1660328,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
163,Silence,Marshmello,1652453,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
164,MotorSport,Migos,1651724,https://open.spotify.com/track/4wFjTWCunQFKtukqrNijEt
165,1950,"King Princess",1645220,https://open.spotify.com/track/0CZ8lquoTX2Dkg7Ak2inwA
166,"New Rules","Dua Lipa",1643062,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
167,"Singles You Up","Jordan Davis",1642250,https://open.spotify.com/track/4LiMQ6G9n84rDUBs9wtwz6
168,"Pray For Me (with Kendrick Lamar)","The Weeknd",1638376,https://open.spotify.com/track/4ofvoCdXq99vpMZO4Cfp8x
169,"Let You Down",NF,1635760,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
170,"Adam and Eve",Nas,1623217,https://open.spotify.com/track/0BSPhsCKfwENstErymcD80
171,Body,"Loud Luxury",1617735,https://open.spotify.com/track/43V1z6QToNNWNldV4FEG6r
172,"$$$ - with Matt Ox",XXXTENTACION,1611912,https://open.spotify.com/track/65u1dHQyQyE4y4aN2eDmMF
173,Unforgettable,"French Montana",1604535,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
174,"The Way Life Goes (feat. Oh Wonder)","Lil Uzi Vert",1603772,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc
175,"Finesse - Remix; feat. Cardi B","Bruno Mars",1603544,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
176,"Shape of You","Ed Sheeran",1591378,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
177,"Welcome to the Party (with French Montana & Lil Pump, feat. Zhavia Ward) - from Deadpool 2",Diplo,1589080,https://open.spotify.com/track/5mqzhMuUpvnMfwNz6iepmO
178,Perfect,"Ed Sheeran",1587515,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
179,"Wanted You (feat. Lil Uzi Vert)",NAV,1580511,https://open.spotify.com/track/1Faq8G2y56A8fRv7HsLq25
180,Otherside,"Post Malone",1580050,https://open.spotify.com/track/4qWCFTuNnmGNdY4egtb4ZY
181,Delicate,"Taylor Swift",1575944,https://open.spotify.com/track/7CneiDesUKFJO3Ix01dnfr
182,Africa,TOTO,1574791,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
183,Redbone,"Childish Gambino",1570426,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y
184,"I Thought About Killing You","Kanye West",1561351,https://open.spotify.com/track/6EuE9M1viu9gkdFSafia9o
185,"Done for Me (feat. Kehlani)","Charlie Puth",1559932,https://open.spotify.com/track/1lsBTdE6MGsKeZCD6llNu7
186,"Go Flex","Post Malone",1559815,https://open.spotify.com/track/5yuShbu70mtHXY0yLzCQLQ
187,Flames,"David Guetta",1556425,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
188,"White Iverson","Post Malone",1552910,https://open.spotify.com/track/6eT7xZZlB2mwyzJ2sUKG6w
189,"Beautiful Crazy","Luke Combs",1539074,https://open.spotify.com/track/2rxQMGVafnNaRaXlRMWPde
190,"Sorry Not Sorry","Demi Lovato",1537219,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P
191,WIN,"Jay Rock",1534083,https://open.spotify.com/track/6o6XM9jgPHopOG6SMTyHoE
192,"Whatever It Takes","Imagine Dragons",1526620,https://open.spotify.com/track/7F3uo3304R2CTvOseU3H7u
193,"Kevin’s Heart","J. Cole",1525154,https://open.spotify.com/track/6tZ3b7ik1QDXFAZlXib0YZ
194,"Youth feat. Khalid","Shawn Mendes",1518882,https://open.spotify.com/track/5SwEgzUFDHwpWHKrbnP32Z
195,"I Get the Bag (feat. Migos)","Gucci Mane",1518594,https://open.spotify.com/track/1XRgIKC5TPwo7nWGyKqgG0
196,"I'll Be There","Jess Glynne",1515101,https://open.spotify.com/track/083Qf6hn6sFL6xiOHlZUyn
197,"Guatemala - From Swaecation","Rae Sremmurd",1515100,https://open.spotify.com/track/0TCnOEVeLQMXOUrpPlM7uY
198,"Tap Out (feat. Jeremih)","Jay Rock",1508945,https://open.spotify.com/track/0kCygKyDa4KT1Whx3wHIhh
199,"Drowning (feat. Kodak Black)","A Boogie Wit da Hoodie",1504178,https://open.spotify.com/track/1f5cbQtDrykjarZVrShaDI
200,"No Mistakes","Kanye West",1503524,https://open.spotify.com/track/1DdgqEZk4Hqfpl3drdXJun
