,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
55,"High Hopes","Panic! At The Disco",2768786,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
56,Rise,"Jonas Blue",2759380,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
57,"Love Lies (with Normani)",Khalid,2737429,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
58,"BUTTERFLY EFFECT","Travis Scott",2726970,https://open.spotify.com/track/6xcJyGpfZbuuiequtnlKt4
59,"Ric Flair Drip (& Metro Boomin)",Offset,2717135,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
60,"Ball For Me (feat. Nicki Minaj)","Post Malone",2707092,https://open.spotify.com/track/6IaieqiCVvsNvEt6Y7yOFa
61,"Hopeless Romantic (feat. Swae Lee)","Wiz Khalifa",2669885,https://open.spotify.com/track/7IBSffWIu7P2MC7kMwy2FM
62,"In My Mind",Dynoro,2668177,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
63,"lovely (with Khalid)","Billie Eilish",2628132,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
64,"XO Tour Llif3","Lil Uzi Vert",2603529,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
65,"Drew Barrymore","Bryce Vine",2596038,https://open.spotify.com/track/0OgGn1ofaj55l2PcihQQGV
66,"Tie Me Down (with Elley Duhé)",Gryffin,2593569,https://open.spotify.com/track/4QVS8YCpK71R4FsxSMCjhP
67,"Plug Walk","Rich The Kid",2578342,https://open.spotify.com/track/1ZAyjvIk9YiD76yYy0TEG6
68,"WAKE UP","Travis Scott",2573893,https://open.spotify.com/track/20MuVazoNMv6xjKPnRFOxG
69,"Vaina Loca",Ozuna,2543550,https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA
70,"CAN'T SAY","Travis Scott",2535922,https://open.spotify.com/track/27a1mYSG5tYg7dmEjWBcmL
71,CAROUSEL,"Travis Scott",2505667,https://open.spotify.com/track/7KZ5MMVgBVox9ycroB2UrI
72,"Barbie Dreams","Nicki Minaj",2475046,https://open.spotify.com/track/6Poyf51k7W3NKnsGwAI90B
73,Hope,XXXTENTACION,2467609,https://open.spotify.com/track/2ZRo7axmMPeSVUvDbGkJah
74,"I'm a Mess","Bebe Rexha",2450627,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R
75,"the remedy for a broken heart (why am I so in love)",XXXTENTACION,2439541,https://open.spotify.com/track/4UKCKdYiLN6IMA5ZESUTL7
76,"Look At Me!",XXXTENTACION,2395696,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s
77,OTW,Khalid,2392018,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
78,IDOL,BTS,2391745,https://open.spotify.com/track/2AIWoHr9DF6y4KALCBKWQS
79,"I Like Me Better",Lauv,2386939,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
80,"Don’t Matter To Me (with Michael Jackson)",Drake,2383197,https://open.spotify.com/track/6G8kHiVZ1jW7vHMPVRNZU0
81,R.E.M,"Ariana Grande",2369860,https://open.spotify.com/track/1xWH8zYtDeS9mW1JJG23VZ
82,"Nephew (feat. Lil Pump)",Smokepurpp,2360839,https://open.spotify.com/track/0ibOcbkp2XG46Do8jcy0bL
83,"Candy Paint","Post Malone",2349162,https://open.spotify.com/track/32lItqlMi4LBhb4k0BaSaC
84,"Ned Flanders (feat. A$AP Ferg)",MadeinTYO,2346747,https://open.spotify.com/track/6f5i916F3jU6BhOOD7iGqf
85,Mine,Bazzi,2341819,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
86,"Tribe (with J. Cole)",Bas,2331390,https://open.spotify.com/track/0YAQnYt2oB8OdoaeqnHyTI
87,Lust,"Lil Skies",2327522,https://open.spotify.com/track/7oJrVhiTPZGBXWPwhxjy9S
88,"Boo'd Up","Ella Mai",2297024,https://open.spotify.com/track/0At2qAoaVjIwWNAqrscXli
89,Legends,"Juice WRLD",2250912,https://open.spotify.com/track/1Knctxx9vGZxpZfF66BIEa
90,"Whenever (feat. Conor Maynard)","Kris Kross Amsterdam",2245608,https://open.spotify.com/track/3DGar7krWlmrXRFHBcQF6z
91,JAPAN,"Famous Dex",2240590,https://open.spotify.com/track/5PTG6rrL6EPFD9E2QMI2pl
92,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",2238212,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
93,"NO BYSTANDERS","Travis Scott",2228587,https://open.spotify.com/track/6OaVWaGfhXn70ZJfdVcabn
94,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",2224254,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
95,"Walk It Talk It",Migos,2206724,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
96,"STOP TRYING TO BE GOD","Travis Scott",2200883,https://open.spotify.com/track/1xYpVRspgaLxdJLOTQkTjg
97,"Shoota (feat. Lil Uzi Vert)","Playboi Carti",2192345,https://open.spotify.com/track/2BJSMvOGABRxokHKB0OI8i
98,"R.I.P. SCREW","Travis Scott",2189972,https://open.spotify.com/track/4SZepBIPDRwPaHIjAKwRDb
99,"Solo (feat. Demi Lovato)","Clean Bandit",2188304,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
100,IDOL,BTS,2186382,https://open.spotify.com/track/03iCbZaM4OkRR4We6wIzvx
101,"goodnight n go","Ariana Grande",2184780,https://open.spotify.com/track/14kYOiFVPb7E7NfFbqhdln
102,Congratulations,"Post Malone",2178189,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
103,"pete davidson","Ariana Grande",2176063,https://open.spotify.com/track/0XOnMqLQDO89iAg7dWWwnG
104,"All Mine","Kanye West",2104546,https://open.spotify.com/track/3qnoOm4fwZPBS116f5hpgF
105,"No Rest","Lil Skies",2085079,https://open.spotify.com/track/0chpIFSjgfd1CPrAxM7PWp
106,Noticed,"Lil Mosey",2078699,https://open.spotify.com/track/7d6XJZjnm7iWcKwYL9z5kC
107,Narcos,Migos,2071502,https://open.spotify.com/track/0wbnC9AUenxp613TYaJsGK
108,"Shake It Up","Trippie Redd",2067341,https://open.spotify.com/track/6yz0Jndhv0QjKdpcEMbOjz
109,"Nowadays (feat. Landon Cube)","Lil Skies",2064427,https://open.spotify.com/track/2u7mxWSeoqTXndK5e08jMp
110,"One Kiss (with Dua Lipa)","Calvin Harris",2045376,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
111,goosebumps,"Travis Scott",2024740,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
112,"Champion (feat. Travis Scott)",NAV,2024364,https://open.spotify.com/track/6nO3tr47nr2P7f3hXb8JIo
113,"5% TINT","Travis Scott",2024225,https://open.spotify.com/track/11kDth1aKUEUMq9r1pqyds
114,"Powerglide (feat. Juicy J) - From SR3MM","Rae Sremmurd",2023392,https://open.spotify.com/track/1BuZAIO8WZpavWVbbq3Lci
115,"Roll In Peace (feat. XXXTENTACION)","Kodak Black",2007022,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI
116,"Life Goes On","Lil Baby",2003573,https://open.spotify.com/track/2bSk87AVkCIIC3Bcligq1z
117,HUMBLE.,"Kendrick Lamar",2002106,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
118,"The Middle",Zedd,1974275,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
119,"PICK IT UP (feat. A$AP Rocky)","Famous Dex",1929061,https://open.spotify.com/track/0dSIrRkA4PadGll16TgbnV
120,"Call Out My Name","The Weeknd",1927419,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
121,"Red Roses (feat. Landon Cube)","Lil Skies",1926113,https://open.spotify.com/track/3ZhTT6yjZwpPph5MIJ53XY
122,"Leave Me Alone","Flipp Dinero",1921153,https://open.spotify.com/track/5vDvBD3ReINP8dXUplj477
123,Thunderclouds,Sia,1918316,https://open.spotify.com/track/5a8RPWgKSmcGBGcffmIrUi
124,Nevermind,"Dennis Lloyd",1914191,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
125,APESHIT,"The Carters",1910122,https://open.spotify.com/track/0E6PsO3ymCfUh7pJQjBgkj
126,Tequila,"Dan + Shay",1904949,https://open.spotify.com/track/42fw0rxRO2xbesF6mJfd4Y
127,"you should see me in a crown","Billie Eilish",1849045,https://open.spotify.com/track/6vsV4D8BM6PioRr1UOx0n2
128,Stay,"Post Malone",1836237,https://open.spotify.com/track/4H7WNRErSbONkM06blBoGc
129,Thunder,"Imagine Dragons",1821313,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
130,"WHO? WHAT!","Travis Scott",1819284,https://open.spotify.com/track/4KYS9GK68yeuUJ8vJfPxrq
131,Heaven,"Kane Brown",1817478,https://open.spotify.com/track/1HXy5I3HTWq8OvxCn0z7G7
132,"Bounce Out With That","YBN Nahmir",1816215,https://open.spotify.com/track/2iWEpiPiIPf5D4f2UGBlrZ
133,"Playinwitme (feat. Kehlani)",KYLE,1813666,https://open.spotify.com/track/4F1yvJfQ7gJkrcgFJQDjOr
134,HOUSTONFORNICATION,"Travis Scott",1811408,https://open.spotify.com/track/58TaFP5j5i9swOf584yon2
135,"Magic In The Hamptons (feat. Lil Yachty)","Social House",1810254,https://open.spotify.com/track/2Yer0p7uB2lVBUAtANuuQp
136,"Havana (feat. Young Thug)","Camila Cabello",1809270,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
137,"This Is America","Childish Gambino",1805275,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
138,Unica,Ozuna,1804105,https://open.spotify.com/track/33b2wX9d0kxqxhi7lcsC1A
139,"Head On (feat. Kevin Gates)","YoungBoy Never Broke Again",1797173,https://open.spotify.com/track/2Mm239hUicUXlB44D2AACJ
140,"Don't Leave Me Alone (feat. Anne-Marie)","David Guetta",1796260,https://open.spotify.com/track/2lYTJK94hb0fd1LQtb6Dhk
141,NC-17,"Travis Scott",1785956,https://open.spotify.com/track/6BJbOXDlgVAXSaq6wYFYT2
142,"Young Dumb & Broke",Khalid,1777957,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
143,Simple,"Florida Georgia Line",1766118,https://open.spotify.com/track/1co0puPTYvqAdUEjFOjne9
144,"Bigger Than You (feat. Drake & Quavo)","2 Chainz",1765943,https://open.spotify.com/track/5S1IUPueD0xE0vj4zU3nSf
145,Location,Khalid,1759946,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
146,"Side Effects (feat. Emily Warren)","The Chainsmokers",1756222,https://open.spotify.com/track/3OtQmFLS5b3pTgIf44GQFJ
147,"Stir Fry",Migos,1753669,https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf
148,Believer,"Imagine Dragons",1736543,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
149,"King's Dead (with Kendrick Lamar, Future & James Blake)","Jay Rock",1733477,https://open.spotify.com/track/51rXHuKN8Loc4sUlKPODgH
150,Betrayed,"Lil Xan",1723730,https://open.spotify.com/track/4vaxvNDaLSoD36iZX515ug
151,"Bank Account","21 Savage",1721182,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
152,"Ocean (feat. Khalid)","Martin Garrix",1717044,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
153,"All The Stars (with SZA)","Kendrick Lamar",1702294,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
154,"better off","Ariana Grande",1702121,https://open.spotify.com/track/3NbTQ8ZbHU6MSEVUFAVCJ9
155,"Rich & Sad","Post Malone",1697896,https://open.spotify.com/track/2VdT56BGpdqNHUgOe1j5vc
156,"Black & White","Juice WRLD",1688404,https://open.spotify.com/track/1R0Ig5KYrSGWvIoPzY4T3l
157,"Creeping (feat. Rich the Kid)","Lil Skies",1685519,https://open.spotify.com/track/7ms3VzLTfr7fXNOqA4Mkx9
158,"Dark Knight Dummo","Trippie Redd",1680992,https://open.spotify.com/track/4apiNNK0jp9uqn3JDG9My1
159,successful,"Ariana Grande",1680606,https://open.spotify.com/track/5YeHLHDdQ4nKHk81XFWhCU
160,NUMB,XXXTENTACION,1674343,https://open.spotify.com/track/01TnVDiet1DFTsyWKUKovl
161,"Me Dijeron",Ozuna,1666962,https://open.spotify.com/track/17UUYZ290omPaJY4wKeyHh
162,TATI,6ix9ine,1665939,https://open.spotify.com/track/6kp0inxIexxSiDJfWqq0ZL
163,Paranoid,"Post Malone",1663773,https://open.spotify.com/track/3fpVWegR6YOS1Yk5HSMYIq
164,ASTROTHUNDER,"Travis Scott",1660913,https://open.spotify.com/track/4MXhiYIRDMGAuvZc5IFTwC
165,Ibiza,Ozuna,1657019,https://open.spotify.com/track/1h9P5WJwyvK8OB7O2YiXgp
166,Aura,Ozuna,1649369,https://open.spotify.com/track/1AVu7Kc2MRrLfOG1RCEf07
167,idontwannabeyouanymore,"Billie Eilish",1629809,https://open.spotify.com/track/41zXlQxzTi6cGAjpOXyLYH
168,"Bodak Yellow","Cardi B",1619564,https://open.spotify.com/track/6KBYefIoo7KydImq1uUQlL
169,Chun-Li,"Nicki Minaj",1611402,https://open.spotify.com/track/1e4rwBPVI32vZtTJu7mJ4J
170,"get well soon","Ariana Grande",1610018,https://open.spotify.com/track/7u6DMPznGbpziuEgCE0JGQ
171,1-800-273-8255,Logic,1594107,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
172,"Freaky Friday (feat. Chris Brown)","Lil Dicky",1584709,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
173,"The Way Life Goes (feat. Oh Wonder)","Lil Uzi Vert",1581151,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc
174,Africa,TOTO,1568305,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
175,"Beautiful Crazy","Luke Combs",1568153,https://open.spotify.com/track/2rxQMGVafnNaRaXlRMWPde
176,"ocean eyes","Billie Eilish",1564602,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU
177,"raindrops (an angel cried)","Ariana Grande",1557693,https://open.spotify.com/track/0v2LUO8oTHnkjQ8MmKuXyk
178,2002,Anne-Marie,1554247,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
179,"Bed (feat. Ariana Grande)","Nicki Minaj",1549412,https://open.spotify.com/track/3L4GsGLgxpHieVQH86H8bv
180,"the light is coming (feat. Nicki Minaj)","Ariana Grande",1539231,https://open.spotify.com/track/0sdbFOyfgAhAhWq8DpzkaW
181,"LOVE. FEAT. ZACARI.","Kendrick Lamar",1538279,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As
182,"Plain Jane","A$AP Ferg",1537156,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9
183,FRIENDS,Marshmello,1535478,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
184,"Let You Down",NF,1533978,https://open.spotify.com/track/52okn5MNA47tk87PeZJLEL
185,"You Make It Easy","Jason Aldean",1529798,https://open.spotify.com/track/6EGAfJaLUFzhS4zRBIEQ2J
186,broken,lovelytheband,1517005,https://open.spotify.com/track/6XcfKZvJio9Z0fQy11GnNX
187,SKELETONS,"Travis Scott",1514123,https://open.spotify.com/track/6NMtzpDQBTOfJwMzgMX0zl
188,KOD,"J. Cole",1511872,https://open.spotify.com/track/7yotKA30dwTKNEGomV9ZsI
189,Speechless,"Dan + Shay",1506202,https://open.spotify.com/track/3GJ4hzg4lrGwU51Y3VARbF
190,"Shape of You","Ed Sheeran",1504044,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
191,MotorSport,Migos,1502725,https://open.spotify.com/track/4wFjTWCunQFKtukqrNijEt
192,"I Don't Wanna Do This Anymore",XXXTENTACION,1494471,https://open.spotify.com/track/5de9Ho64dovuQI8Uhn5gPD
193,"Best Part (feat. Daniel Caesar)",H.E.R.,1491736,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
194,Euphoria,BTS,1479490,https://open.spotify.com/track/3p6hnejEQYXkiTO1lAzVc0
195,"Fr Fr (feat. Lil Skies)","Wiz Khalifa",1470897,https://open.spotify.com/track/1RagpNpkD3KcjXMLGMe99V
196,"No Limit",G-Eazy,1468551,https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW
197,Connection,OneRepublic,1465340,https://open.spotify.com/track/3T4UodGkfZObJ43RtA5KFU
198,"Carry On",XXXTENTACION,1458856,https://open.spotify.com/track/2yZax79pOrYuyIFVW2cZY2
199,"Outside Today","YoungBoy Never Broke Again",1453741,https://open.spotify.com/track/5PIfH6BzcmH04RDmtzF0BN
200,"Born To Be Yours",Kygo,1452144,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM
