,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"God's Plan",Drake,18577161,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
2,"Psycho (feat. Ty Dolla $ign)","Post Malone",13722606,https://open.spotify.com/track/65NwOZqoXny4JxqAPlfxRF
3,"Look Alive (feat. Drake)","BlocBoy JB",11262829,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
4,SAD!,XXXTENTACION,9616710,https://open.spotify.com/track/35ieKju5aLWFN5UgfJ27mL
5,"All The Stars (with SZA)","Kendrick Lamar",9135926,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
6,Everyday,Logic,8357379,https://open.spotify.com/track/4EAV2cKiqKP5UPZmY6dejk
7,"The Middle",Zedd,7620932,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
8,"Stir Fry",Migos,7526294,https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf
9,"44 More",Logic,7513830,https://open.spotify.com/track/3e7Y6sfFlIdBMJhX7wpqVO
10,Mine,Bazzi,7288140,https://open.spotify.com/track/6tHWl8ows5JOZq9Yfaqn3M
11,Contra,Logic,6764743,https://open.spotify.com/track/7u90MSvVyEjL0c8icaE7jl
12,"King's Dead (with Kendrick Lamar, Future & James Blake)","Jay Rock",6724604,https://open.spotify.com/track/51rXHuKN8Loc4sUlKPODgH
13,"Love Lies (with Normani)",Khalid,6648364,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
14,"Pray For Me (with Kendrick Lamar)","The Weeknd",6294137,https://open.spotify.com/track/4ofvoCdXq99vpMZO4Cfp8x
15,"I Fall Apart","Post Malone",6187465,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
16,"Ric Flair Drip (& Metro Boomin)",Offset,6103619,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
17,rockstar,"Post Malone",6057026,https://open.spotify.com/track/2U7Hu2RaNQNRi7izoJyZaX
18,Overnight,Logic,5671732,https://open.spotify.com/track/3s3VVLE1kB7Xk2AoJKlGmr
19,Midnight,Logic,5460123,https://open.spotify.com/track/1GtVGc1UYin3zpMUdNSSpM
20,"Indica Badu",Logic,5390406,https://open.spotify.com/track/0jqBo5RYn008f4ZY8kPewW
21,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",5104156,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
22,FRIENDS,Marshmello,5025021,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
23,Wassup,Logic,5018470,https://open.spotify.com/track/5KVciTEfXvpcFHR3RFbtJy
