,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
61,"Ball For Me (feat. Nicki Minaj)","Post Malone",2787436,https://open.spotify.com/track/6IaieqiCVvsNvEt6Y7yOFa
62,"Everybody Dies In Their Nightmares",XXXTENTACION,2759971,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
63,"Album of the Year - Freestyle","J. Cole",2741555,https://open.spotify.com/track/6rDaCGqcQB1urhpCrrD599
64,"Be Alright","Dean Lewis",2740989,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
65,"Mo Bamba","Sheck Wes",2707218,https://open.spotify.com/track/3QybPutx0Tjk472bBKjNWn
66,"Love Lies (with Normani)",Khalid,2700803,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
67,Tequila,"Dan + Shay",2688702,https://open.spotify.com/track/42fw0rxRO2xbesF6mJfd4Y
68,"Plug Walk","Rich The Kid",2670006,https://open.spotify.com/track/1ZAyjvIk9YiD76yYy0TEG6
69,HOUSTONFORNICATION,"Travis Scott",2669948,https://open.spotify.com/track/58TaFP5j5i9swOf584yon2
70,BANG!,"Trippie Redd",2654951,https://open.spotify.com/track/1pF74yw15wXk12A1NPVWHD
71,"no tears left to cry","Ariana Grande",2622816,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
72,"you should see me in a crown","Billie Eilish",2616355,https://open.spotify.com/track/6vsV4D8BM6PioRr1UOx0n2
73,"Forever Ever","Trippie Redd",2597923,https://open.spotify.com/track/2c3qwFINQyRGwyqI97UQiA
74,"Ric Flair Drip (& Metro Boomin)",Offset,2591424,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
75,"High Hopes","Panic! At The Disco",2589149,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
76,ASTROTHUNDER,"Travis Scott",2572657,https://open.spotify.com/track/4MXhiYIRDMGAuvZc5IFTwC
77,"Boo'd Up","Ella Mai",2566215,https://open.spotify.com/track/0At2qAoaVjIwWNAqrscXli
78,"Solo (feat. Demi Lovato)","Clean Bandit",2518923,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
79,OTW,Khalid,2517654,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
80,"XO Tour Llif3","Lil Uzi Vert",2511823,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
81,"All Mine","Kanye West",2493289,https://open.spotify.com/track/3qnoOm4fwZPBS116f5hpgF
82,"Dark Knight Dummo","Trippie Redd",2470403,https://open.spotify.com/track/4apiNNK0jp9uqn3JDG9My1
83,SKELETONS,"Travis Scott",2453192,https://open.spotify.com/track/6NMtzpDQBTOfJwMzgMX0zl
84,Natural,"Imagine Dragons",2452778,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP
85,Chun-Li,"Nicki Minaj",2435590,https://open.spotify.com/track/1e4rwBPVI32vZtTJu7mJ4J
86,"One Kiss (with Dua Lipa)","Calvin Harris",2434224,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
87,Mine,Bazzi,2430401,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
88,Together,"Trippie Redd",2427697,https://open.spotify.com/track/6m3LlhdZ0HWn4D7Nnm06MQ
89,"I'm a Mess","Bebe Rexha",2426348,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R
90,"Majesty (with Labrinth & feat. Eminem)","Nicki Minaj",2424879,https://open.spotify.com/track/38TgLPNHsPzgqri5G4SPun
91,"Hopeless Romantic (feat. Swae Lee)","Wiz Khalifa",2419175,https://open.spotify.com/track/7IBSffWIu7P2MC7kMwy2FM
92,"Wish - Trippie Mix",Diplo,2375507,https://open.spotify.com/track/6IpvkngH89cA3hhPC84Leg
93,"Candy Paint","Post Malone",2359302,https://open.spotify.com/track/32lItqlMi4LBhb4k0BaSaC
94,"the remedy for a broken heart (why am I so in love)",XXXTENTACION,2356878,https://open.spotify.com/track/4UKCKdYiLN6IMA5ZESUTL7
95,"Ocean (feat. Khalid)","Martin Garrix",2350455,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
96,"Rich Sex (feat. Lil Wayne)","Nicki Minaj",2347231,https://open.spotify.com/track/2D1MK9oaxy7axXggy3iVbp
97,Hope,XXXTENTACION,2326636,https://open.spotify.com/track/2ZRo7axmMPeSVUvDbGkJah
98,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",2318021,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
99,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",2315493,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
100,"Look At Me!",XXXTENTACION,2272101,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s
101,"Walk It Talk It",Migos,2258944,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
102,Lust,"Lil Skies",2219698,https://open.spotify.com/track/7oJrVhiTPZGBXWPwhxjy9S
103,"Bird Shit","Trippie Redd",2210784,https://open.spotify.com/track/1j2l6jMz85PaXuDiF08Vcv
104,JAPAN,"Famous Dex",2206955,https://open.spotify.com/track/5PTG6rrL6EPFD9E2QMI2pl
105,"Nephew (feat. Lil Pump)",Smokepurpp,2180554,https://open.spotify.com/track/0ibOcbkp2XG46Do8jcy0bL
106,Thunderclouds,Sia,2159178,https://open.spotify.com/track/5a8RPWgKSmcGBGcffmIrUi
107,"Don't Leave Me Alone (feat. Anne-Marie)","David Guetta",2159037,https://open.spotify.com/track/2lYTJK94hb0fd1LQtb6Dhk
108,Legends,"Juice WRLD",2138645,https://open.spotify.com/track/1Knctxx9vGZxpZfF66BIEa
109,"Powerglide (feat. Juicy J) - From SR3MM","Rae Sremmurd",2134455,https://open.spotify.com/track/1BuZAIO8WZpavWVbbq3Lci
110,"Chun Swae (feat. Swae Lee)","Nicki Minaj",2132043,https://open.spotify.com/track/03It1uO69CjGWP3yyVe465
111,"The Middle",Zedd,2122662,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
112,"Shoota (feat. Lil Uzi Vert)","Playboi Carti",2105228,https://open.spotify.com/track/2BJSMvOGABRxokHKB0OI8i
113,goosebumps,"Travis Scott",2105181,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
114,Congratulations,"Post Malone",2094713,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
115,"Tie Me Down (with Elley Duhé)",Gryffin,2092583,https://open.spotify.com/track/4QVS8YCpK71R4FsxSMCjhP
116,"Born To Be Yours",Kygo,2059548,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM
117,APESHIT,"The Carters",2049972,https://open.spotify.com/track/0E6PsO3ymCfUh7pJQjBgkj
118,"Side Effects (feat. Emily Warren)","The Chainsmokers",2047221,https://open.spotify.com/track/5yNEdBlZMxpcVtGKz5NFk5
119,Simple,"Florida Georgia Line",2043815,https://open.spotify.com/track/6fYkv8bGKiZl4Y3LYrFfAZ
120,"This Is America","Childish Gambino",2034087,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
121,"Ganja Burn","Nicki Minaj",2013311,https://open.spotify.com/track/3LHYmz86DxGInsRp3wiiW5
122,LLC,"Nicki Minaj",2000974,https://open.spotify.com/track/7CKR3FcBqSsGcgce0ECe1z
123,"Nowadays (feat. Landon Cube)","Lil Skies",1989126,https://open.spotify.com/track/2u7mxWSeoqTXndK5e08jMp
124,HUMBLE.,"Kendrick Lamar",1979551,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
125,"Call Out My Name","The Weeknd",1977194,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
126,Heaven,"Kane Brown",1913571,https://open.spotify.com/track/1HXy5I3HTWq8OvxCn0z7G7
127,"Red Roses (feat. Landon Cube)","Lil Skies",1911515,https://open.spotify.com/track/3ZhTT6yjZwpPph5MIJ53XY
128,"Roll In Peace (feat. XXXTENTACION)","Kodak Black",1907956,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI
129,"Champion (feat. Travis Scott)",NAV,1894067,https://open.spotify.com/track/6nO3tr47nr2P7f3hXb8JIo
130,Thunder,"Imagine Dragons",1893672,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
131,"Life Goes On","Lil Baby",1889263,https://open.spotify.com/track/2bSk87AVkCIIC3Bcligq1z
132,"COFFEE BEAN","Travis Scott",1867192,https://open.spotify.com/track/6vnfObZ4Ys70SBAtti1xZ9
133,"Kept Back (feat. Lil Pump) - Bonus Track Version","Gucci Mane",1856576,https://open.spotify.com/track/384Oc8MQzITdL2DGyCeivN
134,Nevermind,"Dennis Lloyd",1855586,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
135,"PICK IT UP (feat. A$AP Rocky)","Famous Dex",1854978,https://open.spotify.com/track/0dSIrRkA4PadGll16TgbnV
136,Stay,"Post Malone",1842600,https://open.spotify.com/track/4H7WNRErSbONkM06blBoGc
137,"Playinwitme (feat. Kehlani)",KYLE,1842047,https://open.spotify.com/track/4F1yvJfQ7gJkrcgFJQDjOr
138,idontwannabeyouanymore,"Billie Eilish",1841141,https://open.spotify.com/track/41zXlQxzTi6cGAjpOXyLYH
139,"Thought I Knew You (feat. The Weeknd)","Nicki Minaj",1832291,https://open.spotify.com/track/5vAEnWrHxLv78uwZrAJcX6
140,"Beautiful Crazy","Luke Combs",1823793,https://open.spotify.com/track/2rxQMGVafnNaRaXlRMWPde
141,"Havana (feat. Young Thug)","Camila Cabello",1803225,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
142,"Young Dumb & Broke",Khalid,1787858,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
143,"King's Dead (with Kendrick Lamar, Future & James Blake)","Jay Rock",1770906,https://open.spotify.com/track/51rXHuKN8Loc4sUlKPODgH
144,"Bigger Than You (feat. Drake & Quavo)","2 Chainz",1764077,https://open.spotify.com/track/5S1IUPueD0xE0vj4zU3nSf
145,Lie,NF,1749959,https://open.spotify.com/track/07FkzikE6FuHIa8Ma7zJGc
146,Believer,"Imagine Dragons",1748226,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
147,Location,Khalid,1746930,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
148,"Stir Fry",Migos,1735264,https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf
149,"UKA UKA","Trippie Redd",1732699,https://open.spotify.com/track/5FTrzXtDMz3adIbLmVShk4
150,"Freaky Friday (feat. Chris Brown)","Lil Dicky",1721354,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
151,"Fr Fr (feat. Lil Skies)","Wiz Khalifa",1717083,https://open.spotify.com/track/1RagpNpkD3KcjXMLGMe99V
152,TATI,6ix9ine,1711948,https://open.spotify.com/track/6kp0inxIexxSiDJfWqq0ZL
153,Narcos,Migos,1710770,https://open.spotify.com/track/0wbnC9AUenxp613TYaJsGK
154,"X (feat. Maluma & Ozuna) - Remix","Nicky Jam",1704522,https://open.spotify.com/track/6JjPBQfI2Y8nIjnm65X6Pw
155,"All The Stars (with SZA)","Kendrick Lamar",1702955,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
156,Paranoid,"Post Malone",1698304,https://open.spotify.com/track/3fpVWegR6YOS1Yk5HSMYIq
157,"Ned Flanders (feat. A$AP Ferg)",MadeinTYO,1696308,https://open.spotify.com/track/6f5i916F3jU6BhOOD7iGqf
158,"Good Form","Nicki Minaj",1691942,https://open.spotify.com/track/19Fcrc0nJiwMKom00gS9SW
159,"Bank Account","21 Savage",1691487,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
160,"Creeping (feat. Rich the Kid)","Lil Skies",1689974,https://open.spotify.com/track/7ms3VzLTfr7fXNOqA4Mkx9
161,"Sin Pijama","Becky G",1688707,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww
162,Gore,"Trippie Redd",1684640,https://open.spotify.com/track/4CWgevZ4xGjy6o5qMPgYR0
163,"Rich & Sad","Post Malone",1679589,https://open.spotify.com/track/2VdT56BGpdqNHUgOe1j5vc
164,"Hard White","Nicki Minaj",1669165,https://open.spotify.com/track/1hHbmfNfXIwHyHCYO8ae3I
165,"ocean eyes","Billie Eilish",1665139,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU
166,"Summertime Magic","Childish Gambino",1658075,https://open.spotify.com/track/4j3GWI86JvSaF0BLdmgcfF
167,"Bounce Out With That","YBN Nahmir",1650501,https://open.spotify.com/track/2iWEpiPiIPf5D4f2UGBlrZ
168,Betrayed,"Lil Xan",1647065,https://open.spotify.com/track/4vaxvNDaLSoD36iZX515ug
169,Africa,TOTO,1644401,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
170,FRIENDS,Marshmello,1633053,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
171,NUMB,XXXTENTACION,1621978,https://open.spotify.com/track/01TnVDiet1DFTsyWKUKovl
172,"Bodak Yellow","Cardi B",1616913,https://open.spotify.com/track/6KBYefIoo7KydImq1uUQlL
173,"You Make It Easy","Jason Aldean",1609227,https://open.spotify.com/track/6EGAfJaLUFzhS4zRBIEQ2J
174,Connection,OneRepublic,1599700,https://open.spotify.com/track/3T4UodGkfZObJ43RtA5KFU
175,"I Like Me Better",Lauv,1595916,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
176,"LAMB TALK",Quavo,1586678,https://open.spotify.com/track/3nmfktGzQJe0B77Ilcce1o
177,"Black & White","Juice WRLD",1579297,https://open.spotify.com/track/1R0Ig5KYrSGWvIoPzY4T3l
178,2002,Anne-Marie,1562343,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
179,"Plain Jane","A$AP Ferg",1560981,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9
180,"I Might Need Security","Chance the Rapper",1560495,https://open.spotify.com/track/3EApebexZ7YqDIqw2EMTDh
181,KOD,"J. Cole",1560111,https://open.spotify.com/track/7yotKA30dwTKNEGomV9ZsI
182,"How You Feel","Trippie Redd",1551513,https://open.spotify.com/track/6qLkTJidtiVuNmW7ETJlic
183,1-800-273-8255,Logic,1546918,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
184,"LOVE. FEAT. ZACARI.","Kendrick Lamar",1545164,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As
185,"Shape of You","Ed Sheeran",1538732,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
186,"Can’t Take A Joke",Drake,1531925,https://open.spotify.com/track/1dUHF4RyMmMTveJ0Rby6Xm
187,"Oomps Revenge","Trippie Redd",1530937,https://open.spotify.com/track/3GOZyiebYv432EnVy9XwzE
188,"The Way Life Goes (feat. Oh Wonder)","Lil Uzi Vert",1518053,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc
189,"Let You Down",NF,1515789,https://open.spotify.com/track/52okn5MNA47tk87PeZJLEL
190,Speechless,"Dan + Shay",1512422,https://open.spotify.com/track/3GJ4hzg4lrGwU51Y3VARbF
191,MotorSport,Migos,1500474,https://open.spotify.com/track/4wFjTWCunQFKtukqrNijEt
192,"Spoil My Night (feat. Swae Lee)","Post Malone",1498069,https://open.spotify.com/track/5VuxWXbt7XENQCtE9TzpTv
193,"Watch (feat. Lil Uzi Vert & Kanye West)","Travis Scott",1496122,https://open.spotify.com/track/3DoBTwfr8yi2LN08SBpFkN
194,Delicate,"Taylor Swift",1487918,https://open.spotify.com/track/6NFyWDv5CjfwuzoCkw47Xf
195,"No Limit",G-Eazy,1470211,https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW
196,Clandestino,Shakira,1469254,https://open.spotify.com/track/7DrluKkTviBwCc8AV3VGmf
197,"Body Like A Back Road","Sam Hunt",1466957,https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO
198,"Nico And The Niners","Twenty One Pilots",1464611,https://open.spotify.com/track/6ZIuit0z4eQg77F1RGkp0L
199,"Up Down (feat. Florida Georgia Line)","Morgan Wallen",1458324,https://open.spotify.com/track/6SkeXwlWEHhjSZPNVSpJae
200,"Leave Me Alone","Flipp Dinero",1450319,https://open.spotify.com/track/5vDvBD3ReINP8dXUplj477
