,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
26,"Bed (feat. Ariana Grande)","Nicki Minaj",4852844,https://open.spotify.com/track/1ZEm9cJC05rawV2tptNfTS
27,"rockstar (feat. 21 Savage)","Post Malone",4750492,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
28,Hope,XXXTENTACION,4701354,https://open.spotify.com/track/2ZRo7axmMPeSVUvDbGkJah
29,"lovely (with Khalid)","Billie Eilish",4145013,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
30,"This Is America","Childish Gambino",4136188,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
31,"Ball For Me (feat. Nicki Minaj)","Post Malone",4082939,https://open.spotify.com/track/6IaieqiCVvsNvEt6Y7yOFa
32,"Praise The Lord (Da Shine) (feat. Skepta)","A$AP Rocky",4053931,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
33,"Look At Me!",XXXTENTACION,4022264,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s
34,"Plug Walk","Rich The Kid",3966215,https://open.spotify.com/track/6mAz8D1TmlTuef90dbNIiZ
35,"Ric Flair Drip (& Metro Boomin)",Offset,3947824,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
36,NUMB,XXXTENTACION,3947377,https://open.spotify.com/track/01TnVDiet1DFTsyWKUKovl
37,"One Kiss (with Dua Lipa)","Calvin Harris",3800074,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
38,"Walk It Talk It",Migos,3788016,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
39,"I Fall Apart","Post Malone",3656614,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
40,JAPAN,"Famous Dex",3586194,https://open.spotify.com/track/5PTG6rrL6EPFD9E2QMI2pl
41,OTW,Khalid,3576734,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
42,APESHIT,"The Carters",3473282,https://open.spotify.com/track/0E6PsO3ymCfUh7pJQjBgkj
43,"Powerglide (feat. Juicy J) - From SR3MM","Rae Sremmurd",3449139,https://open.spotify.com/track/1BuZAIO8WZpavWVbbq3Lci
44,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",3448639,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
45,"High Hopes","Panic! At The Disco",3411081,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
46,"Bigger Than You (feat. Drake & Quavo)","2 Chainz",3400345,https://open.spotify.com/track/5S1IUPueD0xE0vj4zU3nSf
47,"Te Boté - Remix","Nio Garcia",3396424,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
48,"Start Again (feat. Logic)",OneRepublic,3380611,https://open.spotify.com/track/1Nj2oBISdFDSF8eDuXcALz
49,"Born To Be Yours",Kygo,3326064,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM
50,"Boo'd Up","Ella Mai",3268159,https://open.spotify.com/track/0At2qAoaVjIwWNAqrscXli
51,"Solo (feat. Demi Lovato)","Clean Bandit",3242745,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
52,Mine,Bazzi,3212642,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
53,"Candy Paint","Post Malone",3121075,https://open.spotify.com/track/32lItqlMi4LBhb4k0BaSaC
54,Yikes,"Kanye West",3101700,https://open.spotify.com/track/2r4JRwcbIeuAzWjH4YXlLs
55,Reborn,"KIDS SEE GHOSTS",3098238,https://open.spotify.com/track/4RVbK6cV0VqWdpCDcx3hiT
56,Simple,"Florida Georgia Line",3057403,https://open.spotify.com/track/4P92FrvmYQSAfOpp4cpFEi
57,"Roll In Peace (feat. XXXTENTACION)","Kodak Black",3030554,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI
58,"Love Lies (with Normani)",Khalid,3028256,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
59,"Shoota (feat. Lil Uzi Vert)","Playboi Carti",2884182,https://open.spotify.com/track/2BJSMvOGABRxokHKB0OI8i
60,Tequila,"Dan + Shay",2845845,https://open.spotify.com/track/42fw0rxRO2xbesF6mJfd4Y
61,"Say Amen (Saturday Night)","Panic! At The Disco",2841561,https://open.spotify.com/track/76vMKwFtdDDCLcM6zXybjB
62,"XO Tour Llif3","Lil Uzi Vert",2814487,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
63,Revenge,XXXTENTACION,2743282,https://open.spotify.com/track/5TXDeTFVRVY7Cvt0Dw4vWW
64,"Spoil My Night (feat. Swae Lee)","Post Malone",2713939,https://open.spotify.com/track/5VuxWXbt7XENQCtE9TzpTv
65,Paranoid,"Post Malone",2690991,https://open.spotify.com/track/3fpVWegR6YOS1Yk5HSMYIq
66,"Playinwitme (feat. Kehlani)",KYLE,2688588,https://open.spotify.com/track/4F1yvJfQ7gJkrcgFJQDjOr
67,"Hey Look Ma, I Made It","Panic! At The Disco",2663664,https://open.spotify.com/track/22oEJW6r2rMb9z4IntfyEa
68,Legends,"Juice WRLD",2634560,https://open.spotify.com/track/1Knctxx9vGZxpZfF66BIEa
69,"Champion (feat. Travis Scott)",NAV,2630169,https://open.spotify.com/track/6nO3tr47nr2P7f3hXb8JIo
70,"Rich & Sad","Post Malone",2622363,https://open.spotify.com/track/2VdT56BGpdqNHUgOe1j5vc
71,"Carry On",XXXTENTACION,2607809,https://open.spotify.com/track/2yZax79pOrYuyIFVW2cZY2
72,Stay,"Post Malone",2607458,https://open.spotify.com/track/4H7WNRErSbONkM06blBoGc
73,"New Light","John Mayer",2580715,https://open.spotify.com/track/3bH4HzoZZFq8UpZmI2AMgV
74,"The Middle",Zedd,2576091,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
75,"Call Out My Name","The Weeknd",2569478,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
76,"Big Bank feat. 2 Chainz, Big Sean, Nicki Minaj",YG,2559212,https://open.spotify.com/track/2RM4jf1Xa9zPgMGRDiht8O
77,"Roaring 20s","Panic! At The Disco",2549165,https://open.spotify.com/track/0wdV94AXGRphrbkDWLNzVC
78,"King's Dead (with Kendrick Lamar, Future & James Blake)","Jay Rock",2535671,https://open.spotify.com/track/51rXHuKN8Loc4sUlKPODgH
79,KOD,"J. Cole",2504822,https://open.spotify.com/track/7yotKA30dwTKNEGomV9ZsI
80,"Freaky Friday (feat. Chris Brown)","Lil Dicky",2487526,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
81,"All The Stars (with SZA)","Kendrick Lamar",2486298,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
82,"Dancing's Not a Crime","Panic! At The Disco",2457158,https://open.spotify.com/track/6PFoEnjp0PAe5siGswjH9i
83,TATI,6ix9ine,2427442,https://open.spotify.com/track/6kp0inxIexxSiDJfWqq0ZL
84,"I Don't Wanna Do This Anymore",XXXTENTACION,2397153,https://open.spotify.com/track/5de9Ho64dovuQI8Uhn5gPD
85,Congratulations,"Post Malone",2384717,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
86,"Red Roses (feat. Landon Cube)","Lil Skies",2384706,https://open.spotify.com/track/3ZhTT6yjZwpPph5MIJ53XY
87,Lust,"Lil Skies",2377160,https://open.spotify.com/track/7oJrVhiTPZGBXWPwhxjy9S
88,"Stir Fry",Migos,2376191,https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf
89,"PICK IT UP (feat. A$AP Rocky)","Famous Dex",2364290,https://open.spotify.com/track/0dSIrRkA4PadGll16TgbnV
90,"Better Not (feat. Wafia)","Louis The Child",2351712,https://open.spotify.com/track/447yWcDPg1ddgcHBLGpJC0
91,Rise,"Jonas Blue",2334016,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
92,HUMBLE.,"Kendrick Lamar",2313296,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
93,Heaven,"Kane Brown",2302334,https://open.spotify.com/track/1HXy5I3HTWq8OvxCn0z7G7
94,"Lean Wit Me","Juice WRLD",2300837,https://open.spotify.com/track/3RWM7z6BF8C6z9ypLtxz4M
95,"Drop (feat. Blac Youngsta & BlocBoy JB)",G-Eazy,2294962,https://open.spotify.com/track/61TklWcG8PbT5hvUTzwLaY
96,"Watch (feat. Lil Uzi Vert & Kanye West)","Travis Scott",2280664,https://open.spotify.com/track/3DoBTwfr8yi2LN08SBpFkN
97,FRIENDS,Marshmello,2247420,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
98,Esskeetit,"Lil Pump",2238967,https://open.spotify.com/track/44KKhCyI0BGS6LvVyDqJtH
99,"I Know You (feat. Yung Pinch)","Lil Skies",2238572,https://open.spotify.com/track/5Cg98kiDYtCEHmjcKD0CJD
100,"Ghost Town","Kanye West",2224926,https://open.spotify.com/track/6Bg7MznA9X0dIhlAsLyBYj
101,"Nowadays (feat. Landon Cube)","Lil Skies",2176003,https://open.spotify.com/track/2u7mxWSeoqTXndK5e08jMp
102,"92 Explorer","Post Malone",2153065,https://open.spotify.com/track/1D2L6MefbXon28PzIk9I3r
103,"the light is coming (feat. Nicki Minaj)","Ariana Grande",2144366,https://open.spotify.com/track/5iZ4hcpCgFVijq5OOjBTKZ
104,Somebody,"The Chainsmokers",2142907,https://open.spotify.com/track/3pWcj8hxj3fsb9TDAcMpEl
105,"Be Careful","Cardi B",2120071,https://open.spotify.com/track/2Yl4OmDby9iitgNWZPwxkd
106,"ocean eyes","Billie Eilish",2119580,https://open.spotify.com/track/7hDVYcQq6MxkdJGweuCtl9
107,"King of the Clouds","Panic! At The Disco",2106446,https://open.spotify.com/track/50Hv5NZIM0puIUoBttjpfb
108,"Life Goes On","Lil Baby",2104788,https://open.spotify.com/track/2bSk87AVkCIIC3Bcligq1z
109,Nevermind,"Dennis Lloyd",2102120,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
110,goosebumps,"Travis Scott",2095948,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
111,X,"Nicky Jam",2083463,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
112,"Havana (feat. Young Thug)","Camila Cabello",2078013,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
113,"Bank Account","21 Savage",2057423,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
114,"Young Dumb & Broke",Khalid,2042510,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
115,Betrayed,"Lil Xan",2029180,https://open.spotify.com/track/4vaxvNDaLSoD36iZX515ug
116,"Depression & Obsession",XXXTENTACION,2010024,https://open.spotify.com/track/2H3wWrnO758y0fPH7Ilerg
117,"One of the Drunks","Panic! At The Disco",2007290,https://open.spotify.com/track/5trCWbYtza0QUxdmF9HAPX
118,Body,"Loud Luxury",2006561,https://open.spotify.com/track/43V1z6QToNNWNldV4FEG6r
119,"Over Now","Post Malone",1991575,https://open.spotify.com/track/09IOPhEh1OMe0HD9b36FJk
120,Enemies,Lauv,1983806,https://open.spotify.com/track/3JJYIoJ5FyY9E0DGjr7SXF
121,"In My Blood","Shawn Mendes",1977152,https://open.spotify.com/track/21YnmkSDhUkmkkni22Svc4
122,"Sin Pijama","Becky G",1961452,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww
123,"Dying in LA","Panic! At The Disco",1940529,https://open.spotify.com/track/18xmRkPWE0sGUzFyNNAAhN
124,Location,Khalid,1933456,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
125,Thunder,"Imagine Dragons",1932351,https://open.spotify.com/track/26gceVsA1ybT8qsX3aYLEn
126,"Bounce Out With That","YBN Nahmir",1899105,https://open.spotify.com/track/2iWEpiPiIPf5D4f2UGBlrZ
127,"FAKE LOVE",BTS,1882653,https://open.spotify.com/track/3aW0ds4A4tSQDIp75FqWTo
128,"(Fuck A) Silver Lining","Panic! At The Disco",1879089,https://open.spotify.com/track/3BDxv4ORzOpXAsa4lWVl4i
129,Sober,"Demi Lovato",1875941,https://open.spotify.com/track/0STK94RxUulYqWzwFlyAb5
130,"Plain Jane","A$AP Ferg",1851630,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9
131,"Bodak Yellow","Cardi B",1847864,https://open.spotify.com/track/6KBYefIoo7KydImq1uUQlL
132,"I'm a Mess","Bebe Rexha",1840356,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R
133,1-800-273-8255,Logic,1830451,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
134,Believer,"Imagine Dragons",1816399,https://open.spotify.com/track/7Izh7zLJGw1Nscd62Exxj4
135,Everyday,Logic,1810678,https://open.spotify.com/track/4EAV2cKiqKP5UPZmY6dejk
136,"You Make It Easy","Jason Aldean",1807656,https://open.spotify.com/track/6EGAfJaLUFzhS4zRBIEQ2J
137,"Marry Me","Thomas Rhett",1806238,https://open.spotify.com/track/0OWZFobGSIW9GrSlQ9C5pc
138,"The Overpass","Panic! At The Disco",1806146,https://open.spotify.com/track/4hUR3thIs01mQUtVmZFJ8F
139,GHOST,Jaden,1800564,https://open.spotify.com/track/0aWMostcnfyjuCEcO7sTz5
140,"Outside Today","YoungBoy Never Broke Again",1788989,https://open.spotify.com/track/5PIfH6BzcmH04RDmtzF0BN
141,"New Freezer (feat. Kendrick Lamar)","Rich The Kid",1780143,https://open.spotify.com/track/0eHCArTPhwUxatY7cEXRiK
142,"Old Fashioned","Panic! At The Disco",1778191,https://open.spotify.com/track/18ULKfQl3KpCnklAKFfO2t
143,"Zack And Codeine","Post Malone",1777890,https://open.spotify.com/track/5lZZmityu9TAjNvSY6GLhR
144,"1942 (feat. Yo Gotti & YBN Nahmir)",G-Eazy,1760833,https://open.spotify.com/track/794QVQtFNy7hvtjQP1keQd
145,"LOVE. FEAT. ZACARI.","Kendrick Lamar",1752195,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As
146,"Dance To This (feat. Ariana Grande)","Troye Sivan",1742958,https://open.spotify.com/track/1NbGcdgwRHZ5rbPIT9hdR3
147,"Same Bitches (feat. G-Eazy & YG)","Post Malone",1735391,https://open.spotify.com/track/688QpQAwqsLdBR6lr13wK1
148,"Jump (with Trippie Redd)","Julia Michaels",1733720,https://open.spotify.com/track/2OvV4NjEBRE9v8Oo7QeUCq
149,"Like To Be You feat. Julia Michaels","Shawn Mendes",1720039,https://open.spotify.com/track/5QskYLFPX9y7pLU0VEMNbr
150,"Creeping (feat. Rich the Kid)","Lil Skies",1718819,https://open.spotify.com/track/7ms3VzLTfr7fXNOqA4Mkx9
151,"BUTTERFLY EFFECT","Travis Scott",1711514,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX
152,Chun-Li,"Nicki Minaj",1699989,https://open.spotify.com/track/2gTYVoQCUh0QNUaFix01ld
153,"Takin' Shots","Post Malone",1696397,https://open.spotify.com/track/5ffntNJnJOeFv7b7DCd0Bw
154,"Beautiful Crazy","Luke Combs",1696088,https://open.spotify.com/track/2rxQMGVafnNaRaXlRMWPde
155,"I Like Me Better",Lauv,1694207,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
156,"Bartier Cardi (feat. 21 Savage)","Cardi B",1685779,https://open.spotify.com/track/0dIoGTQXDh1wVnhIiSyYEa
157,"No Limit",G-Eazy,1681421,https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW
158,"going down!",XXXTENTACION,1669215,https://open.spotify.com/track/7CkbRn6S0itJqcqn88AtSV
159,IDGAF,"Dua Lipa",1667622,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
160,"4th Dimension","KIDS SEE GHOSTS",1664821,https://open.spotify.com/track/6JyEh4kl9DLwmSAoNDRn5b
161,2002,Anne-Marie,1658212,https://open.spotify.com/track/6SFStUDQZNaGPKWOx9ZiJB
162,"Guatemala - From Swaecation","Rae Sremmurd",1651571,https://open.spotify.com/track/0TCnOEVeLQMXOUrpPlM7uY
163,"The Way Life Goes (feat. Oh Wonder)","Lil Uzi Vert",1632252,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc
164,"New Rules","Dua Lipa",1627992,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
165,"Violent Crimes","Kanye West",1627757,https://open.spotify.com/track/2VYb3Fb5iK5Y8HGZ8oEEkp
166,Silence,Marshmello,1627712,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
167,"Let You Down",NF,1623416,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
168,"Never Be the Same","Camila Cabello",1621264,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
169,Unforgettable,"French Montana",1616258,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
170,"before I close my eyes",XXXTENTACION,1606098,https://open.spotify.com/track/16x9bQHw8TBNaGDyULvwad
171,BOSS,"The Carters",1599788,https://open.spotify.com/track/4F8V44j8cbjHnXjfW2HruU
172,Audio,Sia,1598340,https://open.spotify.com/track/7boPPE857KEqCIHNwFkDop
173,"infinity (888) - feat. Joey Bada$$",XXXTENTACION,1594104,https://open.spotify.com/track/7J2gyNghNTzl4EsLhXp01Q
174,MotorSport,Migos,1593933,https://open.spotify.com/track/4wFjTWCunQFKtukqrNijEt
175,"ALONE, PART 3",XXXTENTACION,1589085,https://open.spotify.com/track/2oe6dDthgthqUkfL3czpEd
176,"Done for Me (feat. Kehlani)","Charlie Puth",1587549,https://open.spotify.com/track/1lsBTdE6MGsKeZCD6llNu7
177,"Body Like A Back Road","Sam Hunt",1581536,https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO
178,Perfect,"Ed Sheeran",1574808,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
179,"Black & White","Juice WRLD",1573195,https://open.spotify.com/track/2gsTjQouGxmD0z9K5MYpoI
180,"Shape of You","Ed Sheeran",1568517,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
181,"I don’t even speak spanish lol - feat. Rio Santana, Judah, Andrez Babii",XXXTENTACION,1558573,https://open.spotify.com/track/14boA065HMHWvqyPPEeN4y
182,"Sorry Not Sorry","Demi Lovato",1552571,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P
183,"Wanted You (feat. Lil Uzi Vert)",NAV,1542568,https://open.spotify.com/track/1Faq8G2y56A8fRv7HsLq25
184,Delicate,"Taylor Swift",1541296,https://open.spotify.com/track/7CneiDesUKFJO3Ix01dnfr
185,"Save Me",XXXTENTACION,1540688,https://open.spotify.com/track/2UwbhMie1EAYuTZ0QXeMwl
186,"Me Likey","Trippie Redd",1527145,https://open.spotify.com/track/0p3tGNjc5enjSCnH1GljiH
187,Speechless,"Dan + Shay",1525663,https://open.spotify.com/track/3GJ4hzg4lrGwU51Y3VARbF
188,"$$$ - with Matt Ox",XXXTENTACION,1520821,https://open.spotify.com/track/65u1dHQyQyE4y4aN2eDmMF
189,Redbone,"Childish Gambino",1515565,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y
190,"I Get the Bag (feat. Migos)","Gucci Mane",1510948,https://open.spotify.com/track/1XRgIKC5TPwo7nWGyKqgG0
191,"Finesse - Remix; feat. Cardi B","Bruno Mars",1503984,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
192,"Pray For Me (with Kendrick Lamar)","The Weeknd",1498859,https://open.spotify.com/track/77UjLW8j5UAGAGVGhR5oUK
193,"Go Flex","Post Malone",1496955,https://open.spotify.com/track/5yuShbu70mtHXY0yLzCQLQ
194,"White Iverson","Post Malone",1490698,https://open.spotify.com/track/6eT7xZZlB2mwyzJ2sUKG6w
195,"One Number Away","Luke Combs",1487003,https://open.spotify.com/track/4gB7HrYHbJVJ5RFOjxmoq4
196,"Drowning (feat. Kodak Black)","A Boogie Wit da Hoodie",1486989,https://open.spotify.com/track/1f5cbQtDrykjarZVrShaDI
197,Flames,"David Guetta",1483903,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
198,Africa,TOTO,1480985,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
199,"Whatever It Takes","Imagine Dragons",1480939,https://open.spotify.com/track/7F3uo3304R2CTvOseU3H7u
200,"Growing Pains","Alessia Cara",1477964,https://open.spotify.com/track/003eoIwxETJujVWmNFMoZy
