Position,Track Name,Artist,Streams,URL,Week
1,rockstar,Post Malone,10134471,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx,0
2,No Limit,G-Eazy,7090891,https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW,0
3,I Fall Apart,Post Malone,6673907,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,0
4,Bartier Cardi (feat. 21 Savage),Cardi B,6624198,https://open.spotify.com/track/75FDPwaULRdYDn4StFN2rT,0
5,Gucci Gang,Lil Pump,5975507,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc,0
6,Him & I (with Halsey),G-Eazy,5915005,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4,0
7,Ric Flair Drip (& Metro Boomin),Offset,5896347,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR,0
8,Havana,Camila Cabello,5563102,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb,0
9,Candy Paint,Post Malone,4960836,https://open.spotify.com/track/42CeaId2XNlxugDvyqHfDf,0
10,XO Tour Llif3,Lil Uzi Vert,4904234,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,0
11,Codeine Dreaming (feat. Lil Wayne),Kodak Black,4602782,https://open.spotify.com/track/4DTpngLjoHj5gFxEZFeD3J,0
12,Let You Down,NF,4601417,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,0
13,Bank Account,21 Savage,4589775,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G,0
14,Wolves,Selena Gomez,4445106,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC,0
15,PICK IT UP (feat. A$AP Rocky),Famous Dex,4426379,https://open.spotify.com/track/3ncgNpxLoBQ65ABk4djDyd,0
16,River (feat. Ed Sheeran),Eminem,4326022,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD,0
17,Young Dumb & Broke,Khalid,4319972,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY,0
18,MotorSport,Migos,4306236,https://open.spotify.com/track/1YZfcVLbbJwfizR5cDOp3q,0
19,Perfect,Ed Sheeran,4273504,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,0
20,Too Good At Goodbyes,Sam Smith,4269340,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV,0
21,New Rules,Dua Lipa,4251568,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0,0
22,LOVE. FEAT. ZACARI.,Kendrick Lamar,4211074,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As,0
23,HUMBLE.,Kendrick Lamar,4162605,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS,0
24,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,4143866,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn,0
25,Congratulations,Post Malone,4116779,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,0
26,Plain Jane,A$AP Ferg,4095476,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9,0
27,1-800-273-8255,Logic,3995743,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV,0
28,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,3968044,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y,0
29,Silence,Marshmello,3793378,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU,0
30,Bodak Yellow,Cardi B,3791207,https://open.spotify.com/track/2771LMNxwf62FTAdpJMQfM,0
31,What Lovers Do (feat. SZA),Maroon 5,3759452,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k,0
32,Sky Walker (feat. Travis Scott),Miguel,3757510,https://open.spotify.com/track/5WoaF1B5XIEnWfmb5NZikf,0
33,Bad At Love,Halsey,3754834,https://open.spotify.com/track/7y9iMe8SOB6z3NoHE2OfXl,0
34,I Get the Bag (feat. Migos),Gucci Mane,3548680,https://open.spotify.com/track/1XRgIKC5TPwo7nWGyKqgG0,0
35,Betrayed,Lil Xan,3499176,https://open.spotify.com/track/6NWl2m8asvH83xjuXVNsuG,0
36,goosebumps,Travis Scott,3323557,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,0
37,Thunder,Imagine Dragons,3299966,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW,0
38,BUTTERFLY EFFECT,Travis Scott,3262014,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX,0
39,Never Be the Same,Camila Cabello,3142876,https://open.spotify.com/track/6VpQdig9pdpTSIFItgkJV5,0
40,Unforgettable,French Montana,3124897,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe,0
41,Location,Khalid,3119292,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif,0
42,Tell Me You Love Me,Demi Lovato,3094647,https://open.spotify.com/track/5Htb1uFQ1KrkFXlefS8oGj,0
43,Roll In Peace (feat. XXXTENTACION),Kodak Black,3056338,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI,0
44,Wanted You (feat. Lil Uzi Vert),NAV,3004749,https://open.spotify.com/track/790MhTXPFrYkrqCKvpg4t1,0
45,Sorry Not Sorry,Demi Lovato,2986767,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P,0
46,End Game,Taylor Swift,2952285,https://open.spotify.com/track/2x0WlnmfG39ZuDmstl9xfX,0
47,The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,2928490,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc,0
48,Shape of You,Ed Sheeran,2908251,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,0
49,Jocelyn Flores,XXXTENTACION,2873169,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,0
50,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,2856506,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI,0
51,Stir Fry,Migos,2774822,https://open.spotify.com/track/4fndbjoz1qJyK6JcLdKfzm,0
52,Saint,Huncho Jack,2771712,https://open.spotify.com/track/7foypmc7KZyU716Yv63BPe,0
53,Feel It Still,Portugal. The Man,2713120,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK,0
54,Slippery (feat. Gucci Mane),Migos,2669201,https://open.spotify.com/track/6p8NuHm8uCGnn2Dtbtf7zE,0
55,Fuck Love (feat. Trippie Redd),XXXTENTACION,2612031,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2,0
56,Rubbin Off The Paint,YBN Nahmir,2561510,https://open.spotify.com/track/0taOCiup4HNG9LmbduVlJj,0
57,Despacito - Remix,Luis Fonsi,2534588,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,0
58,Ghostface Killers,21 Savage,2498799,https://open.spotify.com/track/5u6vkDnOyaf8LsteDAj2ub,0
59,How Long,Charlie Puth,2489088,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi,0
60,Dubai Shit,Huncho Jack,2473674,https://open.spotify.com/track/6urLjX35oXXRYtcH1b3dCh,0
61,Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,2447083,https://open.spotify.com/track/1f5cbQtDrykjarZVrShaDI,0
62,DNA.,Kendrick Lamar,2335539,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj,0
63,GUMMO,6ix9ine,2320909,https://open.spotify.com/track/2vjmyyAnDUzilFYxOlTdO1,0
64,Believer,Imagine Dragons,2302073,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6,0
65,MIC Drop (feat. Desiigner) [Steve Aoki Remix],BTS,2289695,https://open.spotify.com/track/7Ed6BkggCS2KaKY5YlINaF,0
66,Go Flex,Post Malone,2263112,https://open.spotify.com/track/5yuShbu70mtHXY0yLzCQLQ,0
67,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",Machine Gun Kelly,2191656,https://open.spotify.com/track/0OI7AFifLSoGzpb8bdBLLV,0
68,Real Friends,Camila Cabello,2168343,https://open.spotify.com/track/4V6MRo0CEAC9MwAm7dkPuL,0
69,Body Like A Back Road,Sam Hunt,2132805,https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO,0
