,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"God's Plan",Drake,28708450,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
2,"Stir Fry",Migos,9568918,https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf
3,Narcos,Migos,8219211,https://open.spotify.com/track/0wbnC9AUenxp613TYaJsGK
4,rockstar,"Post Malone",8186295,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
5,"Finesse - Remix; feat. Cardi B","Bruno Mars",7528351,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
6,"Walk It Talk It",Migos,7147485,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
7,"I Fall Apart","Post Malone",6547244,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
8,"Ric Flair Drip (& Metro Boomin)",Offset,6440640,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
9,MotorSport,Migos,6393160,https://open.spotify.com/track/4wFjTWCunQFKtukqrNijEt
10,"The Middle",Zedd,6122871,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
11,Mine,Bazzi,6098151,https://open.spotify.com/track/6tHWl8ows5JOZq9Yfaqn3M
12,"All The Stars (with SZA)","Kendrick Lamar",6057884,https://open.spotify.com/track/12SJpYZEdj4kzWZ8FPFg4Y
13,"BBO (Bad Bitches Only)",Migos,6036111,https://open.spotify.com/track/4BHzHISX21PYwGXiBEUQ70
14,"No Limit",G-Eazy,6013966,https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW
15,"Havana (feat. Young Thug)","Camila Cabello",5949366,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
16,"Bartier Cardi (feat. 21 Savage)","Cardi B",5890467,https://open.spotify.com/track/75FDPwaULRdYDn4StFN2rT
17,"Never Be the Same","Camila Cabello",5518029,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
18,"LOVE. FEAT. ZACARI.","Kendrick Lamar",5297596,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As
19,"PICK IT UP (feat. A$AP Rocky)","Famous Dex",5138227,https://open.spotify.com/track/3ncgNpxLoBQ65ABk4djDyd
20,"Him & I (with Halsey)",G-Eazy,5128446,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4
21,"Let You Down",NF,5094445,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
22,"Diplomatic Immunity",Drake,5029812,https://open.spotify.com/track/5goGDc74vVREyN8al8CkPh
23,"Notice Me",Migos,4917685,https://open.spotify.com/track/3OnOomd79OjqSYHchCQ6ht
24,"Codeine Dreaming (feat. Lil Wayne)","Kodak Black",4680386,https://open.spotify.com/track/4DTpngLjoHj5gFxEZFeD3J
25,"XO Tour Llif3","Lil Uzi Vert",4662661,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
26,"Sky Walker (feat. Travis Scott)",Miguel,4573665,https://open.spotify.com/track/5WoaF1B5XIEnWfmb5NZikf
27,"Say Something (feat. Chris Stapleton)","Justin Timberlake",4523108,https://open.spotify.com/track/09ts3GnICqYEU5PkQCpJK3
28,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",4505646,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
29,"Candy Paint","Post Malone",4498567,https://open.spotify.com/track/42CeaId2XNlxugDvyqHfDf
30,"Plain Jane","A$AP Ferg",4343293,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9
31,HUMBLE.,"Kendrick Lamar",4339161,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
32,Betrayed,"Lil Xan",4303906,https://open.spotify.com/track/6NWl2m8asvH83xjuXVNsuG
33,IDGAF,"Dua Lipa",4295147,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
34,"Gang Gang",Migos,4295005,https://open.spotify.com/track/6RKkHI2fkmgZq7uQPPav8f
35,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",4278857,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
36,"Rewrite The Stars","Zac Efron",4247611,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN
37,Supastars,Migos,4215009,https://open.spotify.com/track/7yt6eiZQCkVFEzwGp4Pbor
38,"White Sand",Migos,4103657,https://open.spotify.com/track/2KokOIKdw4zZutDil85Ugh
39,"River (feat. Ed Sheeran)",Eminem,4056281,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
40,"Bank Account","21 Savage",4036568,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
41,Congratulations,"Post Malone",4032900,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
42,"Sick Boy","The Chainsmokers",4020044,https://open.spotify.com/track/7jqDzXJS0K0Re8uphYNit0
43,"Young Dumb & Broke",Khalid,4001050,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
44,Perfect,"Ed Sheeran",3792077,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
45,1-800-273-8255,Logic,3626679,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
46,"Nowadays (feat. Landon Cube)","Lil Skies",3596947,https://open.spotify.com/track/2u7mxWSeoqTXndK5e08jMp
47,"Gucci Gang","Lil Pump",3568179,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
48,"Emoji A Chain",Migos,3466936,https://open.spotify.com/track/0G9rmRmQDFk9O2tzZLyRkc
49,Location,Khalid,3451688,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
50,"I Get the Bag (feat. Migos)","Gucci Mane",3413951,https://open.spotify.com/track/1XRgIKC5TPwo7nWGyKqgG0
51,"Too Good At Goodbyes","Sam Smith",3384974,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
52,"Higher We Go - Intro",Migos,3309699,https://open.spotify.com/track/43dOwOq0mB4i6j4SpcSkqC
53,"New Rules","Dua Lipa",3305442,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
54,"This Is Me","Keala Settle",3297716,https://open.spotify.com/track/2xGjteMU3E1tkEPVFBO08U
