,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
40,"Him & I (with Halsey)",G-Eazy,3770773,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4
41,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,3715819,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
42,HUMBLE.,"Kendrick Lamar",3688497,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
43,"Let You Down",NF,3647782,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
44,MotorSport,Migos,3608439,https://open.spotify.com/track/4wFjTWCunQFKtukqrNijEt
45,"Bank Account","21 Savage",3591667,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
46,"Young Dumb & Broke",Khalid,3545057,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
47,"Plain Jane","A$AP Ferg",3543814,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9
48,"Say Something (feat. Chris Stapleton)","Justin Timberlake",3380170,https://open.spotify.com/track/1LhMopPAallLeaeNutqbgS
49,Heaven,"Julia Michaels",3353192,https://open.spotify.com/track/4QfNOZN7vrQCQKK1ZJ3XPb
50,"Walk It Talk It",Migos,3327747,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
51,KEKE,6ix9ine,3190989,https://open.spotify.com/track/7q1ikCoQLytPP5TTzDy7JK
52,"River (feat. Ed Sheeran)",Eminem,3122253,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
53,"Want You Back","5 Seconds of Summer",3119205,https://open.spotify.com/track/2Pvr8rYuh5J8V7QglJhH6W
54,Perfect,"Ed Sheeran",3082216,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
55,"Codeine Dreaming (feat. Lil Wayne)","Kodak Black",3080684,https://open.spotify.com/track/4DTpngLjoHj5gFxEZFeD3J
56,"Big Shot (with Travis Scott)","Kendrick Lamar",3077841,https://open.spotify.com/track/5cXg9IQS34FzLVdHhp7hu7
57,"Capital Letters","Hailee Steinfeld",2980002,https://open.spotify.com/track/3towKHKVOXCCcL1fHv6xFO
58,GUMMO,6ix9ine,2913041,https://open.spotify.com/track/0VtxQUpwnkeedz0QhhuOgA
59,"Roll In Peace (feat. XXXTENTACION)","Kodak Black",2896370,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI
60,Location,Khalid,2863775,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
61,"New Rules","Dua Lipa",2843673,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
62,"Red Roses (feat. Landon Cube)","Lil Skies",2842730,https://open.spotify.com/track/3ZhTT6yjZwpPph5MIJ53XY
63,"I Get the Bag (feat. Migos)","Gucci Mane",2821588,https://open.spotify.com/track/1XRgIKC5TPwo7nWGyKqgG0
64,Amorfoda,"Bad Bunny",2819106,https://open.spotify.com/track/3ITvHA9zhZZdBJsOsAUegF
65,1-800-273-8255,Logic,2804190,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
66,"Wanted You (feat. Lil Uzi Vert)",NAV,2770827,https://open.spotify.com/track/790MhTXPFrYkrqCKvpg4t1
67,"Jocelyn Flores",XXXTENTACION,2755594,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
68,goosebumps,"Travis Scott",2721966,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
69,"Sick Boy","The Chainsmokers",2655145,https://open.spotify.com/track/2IKZkwHI5zsZf70STuhvOX
70,Thunder,"Imagine Dragons",2652234,https://open.spotify.com/track/26gceVsA1ybT8qsX3aYLEn
71,"BUTTERFLY EFFECT","Travis Scott",2638596,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX
72,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,2600322,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
73,"Bodak Yellow","Cardi B",2592193,https://open.spotify.com/track/2771LMNxwf62FTAdpJMQfM
74,"You Owe Me","The Chainsmokers",2538600,https://open.spotify.com/track/1USJRpWDFhxwhCajPXBeel
75,Silence,Marshmello,2535054,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
76,Wolves,"Selena Gomez",2504043,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
77,"Go Flex","Post Malone",2500707,https://open.spotify.com/track/5yuShbu70mtHXY0yLzCQLQ
78,"Rubbin off the Paint","YBN Nahmir",2496691,https://open.spotify.com/track/1QRJb5VY3sIkCKcTuIKCrk
79,"The Way Life Goes (feat. Oh Wonder)","Lil Uzi Vert",2487428,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc
80,"Rewrite The Stars","Zac Efron",2486731,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN
81,Unforgettable,"French Montana",2466798,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
82,"Too Good At Goodbyes","Sam Smith",2457365,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
83,"She Loves Control","Camila Cabello",2455906,https://open.spotify.com/track/5HwnezK198pJCEj1l2Adjy
84,Dura,"Daddy Yankee",2442222,https://open.spotify.com/track/2j2fIJGh4PMdXt9ULI5Tlc
85,"Plug Walk","Rich The Kid",2414671,https://open.spotify.com/track/0gD6lWJhbXHWNVwQziSVvl
86,"Gucci Gang","Lil Pump",2367601,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
87,"This Is Me","Keala Settle",2339808,https://open.spotify.com/track/2xGjteMU3E1tkEPVFBO08U
88,"Cocky (feat. London On Da Track)","A$AP Rocky",2318063,https://open.spotify.com/track/1nO2NjuFkGaAWcMdJ1pNrp
89,"Dark Knight Dummo (Feat. Travis Scott)","Trippie Redd",2308153,https://open.spotify.com/track/3YeJXuRSNS5FYwOsDu44kD
90,"For You (Fifty Shades Freed) (& Rita Ora)","Liam Payne",2295115,https://open.spotify.com/track/5hM6sP0Gh1jD57drszNueC
91,DNA.,"Kendrick Lamar",2281530,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj
92,"Drowning (feat. Kodak Black)","A Boogie Wit da Hoodie",2254977,https://open.spotify.com/track/1f5cbQtDrykjarZVrShaDI
93,"Notice Me",Migos,2237700,https://open.spotify.com/track/3OnOomd79OjqSYHchCQ6ht
94,"Sorry Not Sorry","Demi Lovato",2231467,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P
95,"I Miss You (feat. Julia Michaels)","Clean Bandit",2204198,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL
96,"Bad At Love",Halsey,2168413,https://open.spotify.com/track/7y9iMe8SOB6z3NoHE2OfXl
97,"Opps (with Yugen Blakrok)","Vince Staples",2140201,https://open.spotify.com/track/7bUcBztfGqO7cSI2gMZeCI
98,"White Iverson","Post Malone",2137750,https://open.spotify.com/track/6eT7xZZlB2mwyzJ2sUKG6w
99,Redbone,"Childish Gambino",2113510,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y
100,Believer,"Imagine Dragons",2097928,https://open.spotify.com/track/7Izh7zLJGw1Nscd62Exxj4
101,"Love Galore (feat. Travis Scott)",SZA,2088289,https://open.spotify.com/track/0q75NwOoFiARAVp4EXU4Bs
102,"Shape of You","Ed Sheeran",2086607,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
103,"Sauce It Up","Lil Uzi Vert",2075908,https://open.spotify.com/track/1uL78kFWxhz3umTMWJu8n5
104,"Slippery (feat. Gucci Mane)",Migos,2071232,https://open.spotify.com/track/6p8NuHm8uCGnn2Dtbtf7zE
105,Beautiful,Bazzi,2060312,https://open.spotify.com/track/1OilOIju6R9ia8vilNjChh
106,"Miss You (with Major Lazer & Tory Lanez)","Cashmere Cat",2026290,https://open.spotify.com/track/0as7lPxkBPctZ7uVmchRNM
107,"Wait (feat. A Boogie Wit da Hoodie)","Maroon 5",2014201,https://open.spotify.com/track/0SvxydoxEEkXt9aMAqTfpB
108,"Black Panther","Kendrick Lamar",2004870,https://open.spotify.com/track/5qN4HFkapdAOV94XPryVof
109,"Feel It Still","Portugal. The Man",1948642,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
110,KOODA,6ix9ine,1946698,https://open.spotify.com/track/1ob7M7lGdLSE0IWi2ymy6x
111,"Marry Me","Thomas Rhett",1897180,https://open.spotify.com/track/0OWZFobGSIW9GrSlQ9C5pc
112,"What Lovers Do (feat. SZA)","Maroon 5",1874067,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
113,"Losin Control",Russ,1867535,https://open.spotify.com/track/4cxMGhkinTocPSVVKWIw0d
114,"The Weekend - Funk Wav Remix",SZA,1837976,https://open.spotify.com/track/0P6AWOA4LG1XOctzaVu5tt
115,Passionfruit,Drake,1827732,https://open.spotify.com/track/5mCPDVBb16L4XQwDdbRUpz
116,"Sober Up",AJR,1821527,https://open.spotify.com/track/5537GkcZu99NDs1gH9iCOY
117,"I Am","Jorja Smith",1820428,https://open.spotify.com/track/0DJBgBiYeSn6n1AXAkFVE8
118,"Say You Won't Let Go","James Arthur",1818190,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
119,"Tell Me You Love Me","Demi Lovato",1812397,https://open.spotify.com/track/5Htb1uFQ1KrkFXlefS8oGj
120,"Outside Today","YoungBoy Never Broke Again",1810431,https://open.spotify.com/track/5Qx9hngUBr30JFrNua7yp4
121,"Ice Tray","Quality Control",1797565,https://open.spotify.com/track/3wdfLVUhmX64lIyWIIEW8s
122,Heaven,"Kane Brown",1776944,https://open.spotify.com/track/1HXy5I3HTWq8OvxCn0z7G7
123,"Body Like A Back Road","Sam Hunt",1768801,https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO
124,"No Role Modelz","J. Cole",1732336,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
125,"Mask Off",Future,1727741,https://open.spotify.com/track/0VgkVdmE4gld66l8iyGjgx
126,"Make Me Feel","Janelle Monáe",1716496,https://open.spotify.com/track/79GsUxLyzxgnN4I1E11dtO
127,"Getting Over You",Lauv,1699962,https://open.spotify.com/track/2BNkTvg1kHAAfGvqh56x5a
128,Magnolia,"Playboi Carti",1698401,https://open.spotify.com/track/1e1JKLEDKP7hEQzJfNAgPl
129,"Relationship (feat. Future)","Young Thug",1692066,https://open.spotify.com/track/25oOaleife6E2MIKmFkPvg
130,"Everybody Dies In Their Nightmares",XXXTENTACION,1691654,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
131,"iSpy (feat. Lil Yachty)",KYLE,1682966,https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL
132,"BBO (Bad Bitches Only)",Migos,1676635,https://open.spotify.com/track/4BHzHISX21PYwGXiBEUQ70
133,"Bounce Back","Big Sean",1672333,https://open.spotify.com/track/0SGkqnVQo9KPytSri1H6cF
134,"It's A Vibe","2 Chainz",1672176,https://open.spotify.com/track/6H0AwSQ20mo62jGlPGB8S6
135,"Rake It Up (feat. Nicki Minaj)","Yo Gotti",1670767,https://open.spotify.com/track/4knL4iPxPOZjQzTUlELGSY
136,"I Like Me Better",Lauv,1664955,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9
137,"You Make It Easy","Jason Aldean",1644817,https://open.spotify.com/track/2ZxTjs4EdJl4Y9YByIiNoo
138,"Crew (feat. Brent Faiyaz & Shy Glizzy)",GoldLink,1644669,https://open.spotify.com/track/15EPc80XuFrb2LmOzGjuRg
139,Yours,"Russell Dickerson",1637570,https://open.spotify.com/track/6RSNKGdv3nDTHqgw4bdzyF
140,"One Dance",Drake,1633894,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3
141,"Ghostface Killers","21 Savage",1631228,https://open.spotify.com/track/5u6vkDnOyaf8LsteDAj2ub
142,"Bloody Waters (with Anderson .Paak & James Blake)",Ab-Soul,1607873,https://open.spotify.com/track/4KXwFI9pgJLpUIAc9oSL8j
143,B.I.D,"Tory Lanez",1605155,https://open.spotify.com/track/4ouEy5ReT2JKndoz8whXep
144,"Next To Me","Imagine Dragons",1600919,https://open.spotify.com/track/7EUfNvyCVxQV3oN5ScA2Lb
145,"Diplomatic Immunity",Drake,1593776,https://open.spotify.com/track/5goGDc74vVREyN8al8CkPh
146,"How Long","Charlie Puth",1593022,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi
147,Lust,"Lil Skies",1591911,https://open.spotify.com/track/7oJrVhiTPZGBXWPwhxjy9S
148,"That's What I Like","Bruno Mars",1581022,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
149,"What Ifs (feat. Lauren Alaina)","Kane Brown",1577555,https://open.spotify.com/track/7zVCrzzEJU7u24sbJPXA5W
150,"No Option","Post Malone",1570573,https://open.spotify.com/track/6M0IsaUX4GNyto4niSegfI
151,"Fake Love",Drake,1570119,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd
152,"The Weekend",SZA,1567445,https://open.spotify.com/track/6gU9OKjOE7ghfEd55oRO57
153,"do re mi",blackbear,1558295,https://open.spotify.com/track/3Q3myFA7q4Op95DOpHplaY
154,"Redemption (with Babes Wodumo)",Zacari,1540813,https://open.spotify.com/track/76iVOVsliCHlWqKuDnCfhE
155,"Love Scars","Trippie Redd",1539264,https://open.spotify.com/track/0AICBlLzFCTpUqmAbtzB2z
156,Icon,Jaden,1522761,https://open.spotify.com/track/22nyEAEM29tcBRhukR089b
157,"Strip That Down","Liam Payne",1518072,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ
158,"Gang Gang",Migos,1507615,https://open.spotify.com/track/6RKkHI2fkmgZq7uQPPav8f
159,Transportin',"Kodak Black",1506629,https://open.spotify.com/track/1WIZiOuNO3woKfdlSK2gNn
160,PROUD,"2 Chainz",1506503,https://open.spotify.com/track/365wwIjijQdlRJEjUWTidq
161,"In Case You Didn't Know","Brett Young",1505651,https://open.spotify.com/track/10M2Ex445zw585Ducldzkw
162,"Tunnel Vision","Kodak Black",1503187,https://open.spotify.com/track/4Q3N4Ct4zCuIHuZ65E3BD4
163,"Tip Toe (feat. French Montana)","Jason Derulo",1499473,https://open.spotify.com/track/2z4pcBLQXF2BXKFvd0BuB6
164,Unforgettable,"Thomas Rhett",1498158,https://open.spotify.com/track/30MM5jWpUmOxtTNd9Ey5LZ
165,Sensualidad,"Bad Bunny",1498142,https://open.spotify.com/track/5hcisvFMidkMJlElTO9Qmw
166,Attention,"Charlie Puth",1496485,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
167,"LOYALTY. FEAT. RIHANNA.","Kendrick Lamar",1479788,https://open.spotify.com/track/6SwRhMLwNqEi6alNPVG00n
168,"Heartache On The Dance Floor","Jon Pardi",1477843,https://open.spotify.com/track/0w3Q14i073jLoew1hgJkwD
169,"The Race",Tay-K,1477764,https://open.spotify.com/track/3wGXyJGsCf1myH5MooQIqE
170,"Die For You","The Weeknd",1472055,https://open.spotify.com/track/2LBqCSwhJGcFQeTHMVGwy3
171,Tequila,"Dan + Shay",1469556,https://open.spotify.com/track/7Il2yWQmsqKgSkLQvHTPUI
172,"Best Part (feat. Daniel Caesar)",H.E.R.,1456213,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
173,Wait,"Maroon 5",1445584,https://open.spotify.com/track/1Qg9jWGDkKAGZXj5v2OG59
174,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","DJ Khaled",1444604,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817
175,Closer,"The Chainsmokers",1440484,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
176,"Written in the Sand","Old Dominion",1432981,https://open.spotify.com/track/2A69wys3S9uiPSmn6UZWJn
177,"Despacito - Remix","Luis Fonsi",1419697,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
178,"End Game","Taylor Swift",1417096,https://open.spotify.com/track/2x0WlnmfG39ZuDmstl9xfX
179,Praying,Kesha,1416264,https://open.spotify.com/track/0jdny0dhgjUwoIp5GkqEaA
180,Saint,"Huncho Jack",1415399,https://open.spotify.com/track/7foypmc7KZyU716Yv63BPe
181,Starboy,"The Weeknd",1411403,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z
182,"Get You (feat. Kali Uchis)","Daniel Caesar",1410438,https://open.spotify.com/track/7zFXmv6vqI4qOt4yGf3jYZ
183,Issues,"Julia Michaels",1407693,https://open.spotify.com/track/7vu0JkJh0ldukEYbTVcqd0
184,"Bad and Boujee (feat. Lil Uzi Vert)",Migos,1405693,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR
185,"When It Rains It Pours","Luke Combs",1402450,https://open.spotify.com/track/1mMLMZYXkMueg65jRRWG1l
186,Criminal,"Natti Natasha",1399968,https://open.spotify.com/track/6Za3190Sbw39BBC77WSS1C
187,PRBLMS,6LACK,1397482,https://open.spotify.com/track/4AtZRwSR8BOTTQg5ihSggt
188,Portland,Drake,1394376,https://open.spotify.com/track/2bjwRfXMk4uRgOD9IBYl9h
189,Exchange,"Bryson Tiller",1394167,https://open.spotify.com/track/43PuMrRfbyyuz4QpZ3oAwN
190,Don't,"Bryson Tiller",1393744,https://open.spotify.com/track/3pXF1nA74528Edde4of9CC
191,Saved,Khalid,1392985,https://open.spotify.com/track/248OFOZef6ShXv6DGgbnxU
192,wokeuplikethis*,"Playboi Carti",1387524,https://open.spotify.com/track/59J5nzL1KniFHnU120dQzt
193,"Poles 1469","Trippie Redd",1384835,https://open.spotify.com/track/4fC5jw1TI59GH1emfN1wtk
194,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",1380985,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
195,"The Greatest Show","Hugh Jackman",1379185,https://open.spotify.com/track/43ay9lQZ5rfNcOOHhRF2cM
196,"Pills & Automobiles (feat. Yo Gotti, A Boogie Wit Da Hoodie & Kodak Black)","Chris Brown",1373780,https://open.spotify.com/track/5gx2E5aIXMRBellPZW1up5
197,"Échame La Culpa","Luis Fonsi",1371352,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
198,"Something Just Like This","The Chainsmokers",1356180,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
199,"Deja Vu","Post Malone",1330283,https://open.spotify.com/track/0H8XeaJunhvpBdBFIYi6Sh
200,"Mi Gente","J Balvin",1314514,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
