,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
18,"Falling Down - Bonus Track","Lil Peep",5743186,https://open.spotify.com/track/0Dn40gxVCMo5TkgS8Ik18Q
19,Nonstop,Drake,5689277,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
20,"Suncity (feat. Empress Of)",Khalid,5563403,https://open.spotify.com/track/4AhSkRYioEIfGvCV19peYN
21,"Better Now","Post Malone",5507808,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
22,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,5348673,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
23,Noticed,"Lil Mosey",5304849,https://open.spotify.com/track/6JQvHMSaR8flFsN53ypOfP
24,"Wake Up in the Sky","Gucci Mane",5164117,https://open.spotify.com/track/0QIjsbm2fh1cJ45XO9eGqq
25,"I Love It (& Lil Pump)","Kanye West",5086257,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
26,"No Stylist (feat. Drake)","French Montana",4890532,https://open.spotify.com/track/04MLEeAMuV9IlHEsD8vF6A
27,Vertigo,Khalid,4725889,https://open.spotify.com/track/06GcodDliPWAYFX2LSFLIu
28,"Yes Indeed","Lil Baby",4683353,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
29,"Taste (feat. Offset)",Tyga,4503291,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
30,"Mona Lisa (feat. Kendrick Lamar)","Lil Wayne",4487400,https://open.spotify.com/track/0dbTQYW3Ad1FTzIA9t90E8
31,"Hard Work Pays Off",Future,4470411,https://open.spotify.com/track/6gzIcEUuswJQGfJNPYMjjv
32,"Saturday Nights",Khalid,4462031,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8
33,"Leave Me Alone","Flipp Dinero",4375693,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g
34,"Jocelyn Flores",XXXTENTACION,4301845,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
35,"In My Feelings",Drake,4241885,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
36,STOOPID,6ix9ine,4225399,https://open.spotify.com/track/1jQvUmf16VE9WQCPuK2e8K
37,"Eastside (with Halsey & Khalid)","benny blanco",4215668,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
38,"New Patek","Lil Uzi Vert",4153967,https://open.spotify.com/track/0Fpen1PTuEnCmOJtUU9Iud
39,"I Like It","Cardi B",3938582,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
40,"Jet Lag (feat. Young Scooter)",Future,3905386,https://open.spotify.com/track/2OsDoAzo5SGq10qwmKSQBv
41,"Lucky You (feat. Joyner Lucas)",Eminem,3746431,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0
42,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,3742946,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
43,"Kiss and Make Up","Dua Lipa",3650983,https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3
44,"All Girls Are The Same","Juice WRLD",3648524,https://open.spotify.com/track/0XySogm94T51XF5F2jumXm
45,"Lean Wit Me","Juice WRLD",3579035,https://open.spotify.com/track/29tc0GbW0pTSBZSCZF3NWk
46,"Get Dripped (feat. Playboi Carti)","Lil Yachty",3561974,https://open.spotify.com/track/3m2aDCqn8eT5ElXDUiboGU
47,changes,XXXTENTACION,3532875,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
48,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,3493187,https://open.spotify.com/track/0ZNrc4kNeQYD9koZ3KvCsy
49,"Psycho (feat. Ty Dolla $ign)","Post Malone",3480975,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
50,Trip,"Ella Mai",3473895,https://open.spotify.com/track/6CTWathupIiDs7U4InHnDA
51,"This Feeling (feat. Kelsea Ballerini)","The Chainsmokers",3434431,https://open.spotify.com/track/15kQGEy89K8deJcZVFEn0N
52,"WORKIN ME",Quavo,3429561,https://open.spotify.com/track/4MAsYGSgxsaj73dC2lvFC4
53,"rockstar (feat. 21 Savage)","Post Malone",3356275,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
54,Uproar,"Lil Wayne",3343409,https://open.spotify.com/track/3wScL5W8H40zzCKN0atfBk
55,"REEL IT IN",Aminé,3340778,https://open.spotify.com/track/5qHirGR7M9tdm6C17DlzSY
56,Youngblood,"5 Seconds of Summer",3237572,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
57,"Beautiful (feat. Camila Cabello)",Bazzi,3187355,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF
58,Astronauts,Future,3178346,https://open.spotify.com/track/2vs5ubqg8QUbfyWZpMfvWe
59,"God's Plan",Drake,3164511,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
60,"I Fall Apart","Post Malone",3110120,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
61,"Woman Like Me (feat. Nicki Minaj)","Little Mix",3067780,https://open.spotify.com/track/6rrTr2HEAzlpC4KWZxF3S1
62,"Yacht Club (feat. Juice WRLD)","Lil Yachty",3025631,https://open.spotify.com/track/5R2rsbwCDXORX2tLfprRmM
63,"lovely (with Khalid)","Billie Eilish",3013057,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
64,"Make It Back","Juice WRLD",2979066,https://open.spotify.com/track/2EhJijFUs0WUmNClDBpYJq
65,"Girls Like You (feat. Cardi B)","Maroon 5",2934282,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
66,STARGAZING,"Travis Scott",2928378,https://open.spotify.com/track/7wBJfHzpfI3032CSD7CE2m
67,"Always Remember Us This Way","Lady Gaga",2925514,https://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk
68,"Sweet but Psycho","Ava Max",2916661,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
69,"PASS OUT (feat. 21 Savage)",Quavo,2909869,https://open.spotify.com/track/3edzl4zvKFi0D3iuF6cs2f
70,Motion,Khalid,2909464,https://open.spotify.com/track/1gOyBTO1fDLDTH8Ap12Wyp
71,Natural,"Imagine Dragons",2889123,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP
72,YOSEMITE,"Travis Scott",2822846,https://open.spotify.com/track/7lAK3oHbfEnvUQWosrMMpR
73,"Don't Cry (feat. XXXTENTACION)","Lil Wayne",2821728,https://open.spotify.com/track/5BQrp63SHCVf4bzCzJePne
74,"Look Alive (feat. Drake)","BlocBoy JB",2780166,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
75,"High Hopes","Panic! At The Disco",2768075,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
76,"Everybody Dies In Their Nightmares",XXXTENTACION,2741144,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
77,"Love Lies (with Normani)",Khalid,2736121,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
78,"Close Friends (Lil Baby & Gunna)","Lil Baby",2729619,https://open.spotify.com/track/5nzhL67GpF9szXWg5y509A
79,"Nice For What",Drake,2703151,https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw
80,"Realer N Realer",Future,2683550,https://open.spotify.com/track/4VMiNOpnjRwSCwmHaUfOMM
81,"Wasted (feat. Lil Uzi Vert)","Juice WRLD",2681336,https://open.spotify.com/track/3obgSF06ki98lYNLNq5vCB
82,"SLOW DANCING IN THE DARK",Joji,2669018,https://open.spotify.com/track/0UyljEbX9dqI1K0sqdv6B6
83,"Venom - Music From The Motion Picture",Eminem,2653918,https://open.spotify.com/track/2SL6oP2YAEQbqsrkOzRGO4
84,Killshot,Eminem,2612256,https://open.spotify.com/track/1jo3TwNGCXfNdB5uba3ZVv
85,"God is a woman","Ariana Grande",2538112,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C
86,"Transformer (feat. Nicki Minaj)",Future,2533298,https://open.spotify.com/track/2MfcvcvWSUkstTDZXYIakq
87,"Red Bentley (feat. Young Thug)",Future,2530053,https://open.spotify.com/track/3fFBZvG777xoKyvcrBq7lc
88,"Sin (feat. Jaden Smith)","Young Thug",2467407,https://open.spotify.com/track/1Jl21sidRpEdlVBvYbssLx
89,"XO Tour Llif3","Lil Uzi Vert",2437977,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
90,"Ric Flair Drip (& Metro Boomin)",Offset,2424484,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
91,"7 Am Freestyle",Future,2401493,https://open.spotify.com/track/1hHe7cirScEJWgAS0JFqTL
92,"Te Boté - Remix","Nio Garcia",2385539,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
93,Topanga,"Trippie Redd",2370860,https://open.spotify.com/track/3tcnWNjEXyXCbFR9zonrX2
94,Hope,XXXTENTACION,2347242,https://open.spotify.com/track/2ZRo7axmMPeSVUvDbGkJah
95,"Let You Love Me","Rita Ora",2332914,https://open.spotify.com/track/6xtcFXSo8H9BZN637BMVKS
96,"Look At Me!",XXXTENTACION,2319285,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s
97,"no tears left to cry","Ariana Grande",2295765,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo
98,breathin,"Ariana Grande",2286224,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J
99,"Plug Walk","Rich The Kid",2285536,https://open.spotify.com/track/1ZAyjvIk9YiD76yYy0TEG6
100,"Promises (with Sam Smith)","Calvin Harris",2271911,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
101,"Drew Barrymore","Bryce Vine",2242151,https://open.spotify.com/track/0OgGn1ofaj55l2PcihQQGV
102,"Let It Fly (feat. Travis Scott)","Lil Wayne",2235568,https://open.spotify.com/track/0CBQ0m3mufWH75LTYB3s6h
103,OTW,Khalid,2228595,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
104,Congratulations,"Post Malone",2223949,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
105,"the remedy for a broken heart (why am I so in love)",XXXTENTACION,2222767,https://open.spotify.com/track/4UKCKdYiLN6IMA5ZESUTL7
106,"Ruin My Life","Zara Larsson",2221037,https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU
107,"Oxy (feat. Lil Wayne)",Future,2185286,https://open.spotify.com/track/0nWMTq3fBceV1uZlhFn6of
108,"SaintLaurentYSL (feat. Lil Baby)","Lil Yachty",2179933,https://open.spotify.com/track/1Wc1SQwiThvSu9dMc5opth
109,Lust,"Lil Skies",2179038,https://open.spotify.com/track/7oJrVhiTPZGBXWPwhxjy9S
110,"There's No Way (feat. Julia Michaels)",Lauv,2171202,https://open.spotify.com/track/2hnxrRNzF74mdDzpQZQukQ
111,"Young Dumb & Broke",Khalid,2164547,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
112,"Be Alright","Dean Lewis",2158996,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
113,"Taking A Walk","Trippie Redd",2148816,https://open.spotify.com/track/4mHgYpuGHu99Mw69E83CP2
114,"LOSE IT (feat. Lil Baby)",Quavo,2141474,https://open.spotify.com/track/69PkhA9q3xCWU2CzoZnLAu
115,Kamikaze,"Lil Mosey",2136132,https://open.spotify.com/track/1iPBD72u3nAyFEeardYuBV
116,"Self Care","Mac Miller",2110616,https://open.spotify.com/track/5bJ1DrEM4hNCafcDd1oxHx
117,"WRLD On Drugs",Future,2106874,https://open.spotify.com/track/3xBHLZwRfi0fjO9euaj5zf
118,"I Like Me Better",Lauv,2092249,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
119,9.13,Khalid,2091867,https://open.spotify.com/track/1k0QMCm5kF3CBjCQ37vDLl
120,"Mob Ties",Drake,2078683,https://open.spotify.com/track/7rC5Pl8rQSX4myONQHYPBK
121,Shorty,Future,2057590,https://open.spotify.com/track/5ExHDzOoOhC4xZGPh9zyQZ
122,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",2047518,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
123,"Hopeless Romantic (feat. Swae Lee)","Wiz Khalifa",2041865,https://open.spotify.com/track/7IBSffWIu7P2MC7kMwy2FM
124,"Shake It Up","Trippie Redd",2033123,https://open.spotify.com/track/6yz0Jndhv0QjKdpcEMbOjz
125,"Salem's Interlude",Khalid,2017999,https://open.spotify.com/track/0v75ti1d2M6pd0sC42UNNN
126,"I Love","Joyner Lucas",2013187,https://open.spotify.com/track/30z4LVkScpeNhwHFIB8Ewa
127,goosebumps,"Travis Scott",2011087,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
128,Legends,"Juice WRLD",2008301,https://open.spotify.com/track/1Knctxx9vGZxpZfF66BIEa
129,"Praise The Lord (Da Shine) (feat. Skepta)","A$AP Rocky",2006613,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
130,"Different (feat. Yung Bans)",Future,2002114,https://open.spotify.com/track/3thLnNvO9IctWoccbsZyJV
131,Mine,Bazzi,1990579,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
132,"No Brainer","DJ Khaled",1976735,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8
133,HUMBLE.,"Kendrick Lamar",1973257,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
134,"Electricity (with Dua Lipa)","Silk City",1973048,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk
135,"Candy Paint","Post Malone",1959016,https://open.spotify.com/track/32lItqlMi4LBhb4k0BaSaC
136,"Nowadays (feat. Landon Cube)","Lil Skies",1952104,https://open.spotify.com/track/2u7mxWSeoqTXndK5e08jMp
137,"Murder On My Mind","YNW Melly",1950786,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC
138,Location,Khalid,1945229,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
139,"Roll In Peace (feat. XXXTENTACION)","Kodak Black",1933262,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI
140,"Cry Alone","Lil Peep",1923210,https://open.spotify.com/track/4uHscE8VF6F6mKU3ECjIKr
141,Speechless,"Dan + Shay",1917260,https://open.spotify.com/track/3GJ4hzg4lrGwU51Y3VARbF
142,JAPAN,"Famous Dex",1897623,https://open.spotify.com/track/5PTG6rrL6EPFD9E2QMI2pl
143,Money,"Cardi B",1894369,https://open.spotify.com/track/2GGMabyHXnJmjY6CXhhB2e
144,"Jackie Chan",Tiësto,1891701,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
145,"Black & White","Juice WRLD",1872655,https://open.spotify.com/track/1R0Ig5KYrSGWvIoPzY4T3l
146,"My Blood","Twenty One Pilots",1869797,https://open.spotify.com/track/5HeKOKc4phmLn8e4I7EkzD
147,"The Ringer",Eminem,1864249,https://open.spotify.com/track/2jt2WxXMCD4zjACthkJQVE
148,idontwannabeyouanymore,"Billie Eilish",1861112,https://open.spotify.com/track/41zXlQxzTi6cGAjpOXyLYH
149,"Ain't Livin Right (feat. Gunna)",Future,1859296,https://open.spotify.com/track/0JR7iZZ6Ql79sXW3rbiS3F
150,"Chanel (Go Get It) [feat. Gunna & Lil Baby]","Young Thug",1856537,https://open.spotify.com/track/0kCBorRrKZkSztd9m0QI3r
151,"The Middle",Zedd,1840142,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
152,"Boo'd Up","Ella Mai",1826678,https://open.spotify.com/track/0At2qAoaVjIwWNAqrscXli
153,"Nephew (feat. Lil Pump)",Smokepurpp,1816951,https://open.spotify.com/track/0ibOcbkp2XG46Do8jcy0bL
154,"I'm Upset",Drake,1772432,https://open.spotify.com/track/3qN5qMTKyEEmiTZD38BNTT
155,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",1770618,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
156,"BUTTERFLY EFFECT","Travis Scott",1766269,https://open.spotify.com/track/6xcJyGpfZbuuiequtnlKt4
157,"FLIP THE SWITCH (feat. Drake)",Quavo,1754374,https://open.spotify.com/track/1rlIrbWboTRGeKfHhgbJRZ
158,"Walk It Talk It",Migos,1743262,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
159,Dedicate,"Lil Wayne",1740570,https://open.spotify.com/track/0Y7di9ZCmB6Elad5WISaPc
160,"No Issue",Future,1738449,https://open.spotify.com/track/7L95O7D34EWhwtDCQkwGMR
161,"Pretty Little Fears (feat. J. Cole)",6LACK,1736681,https://open.spotify.com/track/4at3d5QWnlibMVN75ECDrp
162,"Ball For Me (feat. Nicki Minaj)","Post Malone",1736352,https://open.spotify.com/track/6IaieqiCVvsNvEt6Y7yOFa
163,"Vaina Loca",Ozuna,1734057,https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA
164,Thunder,"Imagine Dragons",1708646,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
165,"Consequences - orchestra","Camila Cabello",1703498,https://open.spotify.com/track/1ArLnG0bHaHPXqf08sEKM0
166,"Red Roses (feat. Landon Cube)","Lil Skies",1701794,https://open.spotify.com/track/3ZhTT6yjZwpPph5MIJ53XY
167,BEBE,6ix9ine,1689431,https://open.spotify.com/track/7ATATJztoWLcqDAcVVof0C
168,Tequila,"Dan + Shay",1680912,https://open.spotify.com/track/42fw0rxRO2xbesF6mJfd4Y
169,"Ned Flanders (feat. A$AP Ferg)",MadeinTYO,1672833,https://open.spotify.com/track/6f5i916F3jU6BhOOD7iGqf
170,"Call Out My Name","The Weeknd",1670573,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
171,"Who Want The Smoke? (feat. Cardi B & Offset)","Lil Yachty",1659075,https://open.spotify.com/track/3wqjGZfKW36WhUeLHTlKzg
172,"Let You Down",NF,1658489,https://open.spotify.com/track/52okn5MNA47tk87PeZJLEL
173,"Bounce Out With That","YBN Nahmir",1657717,https://open.spotify.com/track/5gQcxYXqnofyocKgEbGYKt
174,Heaven,"Kane Brown",1653276,https://open.spotify.com/track/1HXy5I3HTWq8OvxCn0z7G7
175,"ocean eyes","Billie Eilish",1646927,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU
176,Believer,"Imagine Dragons",1646020,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
177,"PICK IT UP (feat. A$AP Rocky)","Famous Dex",1638093,https://open.spotify.com/track/0dSIrRkA4PadGll16TgbnV
178,"TEST DRIVE",Joji,1636427,https://open.spotify.com/track/5W1DiMUBM2vAcXhXieeVD6
179,"You Say","Lauren Daigle",1621141,https://open.spotify.com/track/3ngc7rGlfeFaskU90EWl4R
180,"Beautiful Crazy","Luke Combs",1618257,https://open.spotify.com/track/2rxQMGVafnNaRaXlRMWPde
181,Silence,Marshmello,1617512,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
182,"I'm a Mess","Bebe Rexha",1608396,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R
183,"Head Above Water","Avril Lavigne",1601028,https://open.spotify.com/track/1N7YeVU0ZwAFbOhwM61ef6
184,"Best Part (feat. Daniel Caesar)",H.E.R.,1592228,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
185,"If I'm Lyin, I'm Flyin","Kodak Black",1588956,https://open.spotify.com/track/2uMTscYuCT3BZ0OCzH3MwN
186,"The Way Life Goes (feat. Oh Wonder)","Lil Uzi Vert",1585904,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc
187,"Powerglide (feat. Juicy J) - From SR3MM","Rae Sremmurd",1581903,https://open.spotify.com/track/1BuZAIO8WZpavWVbbq3Lci
188,"Life Goes On","Lil Baby",1580137,https://open.spotify.com/track/2bSk87AVkCIIC3Bcligq1z
189,"Bank Account","21 Savage",1574769,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
190,Freestyle,"Lil Baby",1560165,https://open.spotify.com/track/5BbdKBZO0TH0GhfxUfyhL9
191,"Havana (feat. Young Thug)","Camila Cabello",1554327,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
192,"Shoota (feat. Lil Uzi Vert)","Playboi Carti",1544886,https://open.spotify.com/track/2BJSMvOGABRxokHKB0OI8i
193,"All The Stars (with SZA)","Kendrick Lamar",1544156,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
194,"DrIP DrIp Drip (feat. Meek Mill)","Tory Lanez",1541875,https://open.spotify.com/track/39Bq9cOTO0H8M6P9iKLVdq
195,"King's Dead (with Kendrick Lamar, Future & James Blake)","Jay Rock",1541084,https://open.spotify.com/track/51rXHuKN8Loc4sUlKPODgH
196,Stay,"Post Malone",1532230,https://open.spotify.com/track/4H7WNRErSbONkM06blBoGc
197,"Can't Be Broken","Lil Wayne",1527061,https://open.spotify.com/track/5cGpjfgAvidLy6znwkCxkP
198,1-800-273-8255,Logic,1522893,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
199,SWISH,Tyga,1502161,https://open.spotify.com/track/55GiOwtxNajXVbpjjIzMnD
200,"Look What I Found","Lady Gaga",1495469,https://open.spotify.com/track/1l9G7M8gNyQsgOGWZGoQsT
