,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
24,"Ric Flair Drip (& Metro Boomin)",Offset,5185139,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
25,"Over Now","Post Malone",5008924,https://open.spotify.com/track/09IOPhEh1OMe0HD9b36FJk
26,"Call Out My Name","The Weeknd",4935374,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
27,"Shoota (feat. Lil Uzi Vert)","Playboi Carti",4903615,https://open.spotify.com/track/2BJSMvOGABRxokHKB0OI8i
28,"Freaky Friday (feat. Chris Brown)","Lil Dicky",4881994,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
29,"Zack And Codeine","Post Malone",4870785,https://open.spotify.com/track/5lZZmityu9TAjNvSY6GLhR
30,"92 Explorer","Post Malone",4767470,https://open.spotify.com/track/1D2L6MefbXon28PzIk9I3r
31,"Love Lies (with Normani)",Khalid,4710590,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
32,"The Middle",Zedd,4520090,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
33,"Takin' Shots","Post Malone",4507585,https://open.spotify.com/track/5ffntNJnJOeFv7b7DCd0Bw
34,"One Kiss (with Dua Lipa)","Calvin Harris",4486997,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
35,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",4479195,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
36,"Same Bitches (feat. G-Eazy & YG)","Post Malone",4448779,https://open.spotify.com/track/688QpQAwqsLdBR6lr13wK1
37,"I Fall Apart","Post Malone",4289264,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
38,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",4281366,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
39,"Playinwitme (feat. Kehlani)",KYLE,4242231,https://open.spotify.com/track/43cFjTTCD9Cni4aSL0sORz
40,"King's Dead (with Kendrick Lamar, Future & James Blake)","Jay Rock",4086784,https://open.spotify.com/track/51rXHuKN8Loc4sUlKPODgH
41,FRIENDS,Marshmello,3942961,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
42,"All The Stars (with SZA)","Kendrick Lamar",3905406,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
43,"Yes Indeed","Lil Baby",3887687,https://open.spotify.com/track/1wsf1YFQSYND45y0GzJmf7
44,Mine,Bazzi,3878310,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
45,Otherside,"Post Malone",3834426,https://open.spotify.com/track/4qWCFTuNnmGNdY4egtb4ZY
46,"Lucid Dreams","Juice WRLD",3782486,https://open.spotify.com/track/32iYwQ4OYiurnGnOfJ1aEh
47,"Kevin’s Heart","J. Cole",3621696,https://open.spotify.com/track/6tZ3b7ik1QDXFAZlXib0YZ
48,"Be Careful","Cardi B",3602602,https://open.spotify.com/track/2Yl4OmDby9iitgNWZPwxkd
49,"Stir Fry",Migos,3590941,https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf
50,Moonlight,XXXTENTACION,3589068,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
51,"Blame It On Me","Post Malone",3573712,https://open.spotify.com/track/1ZemPoaj7LBj1RAQrb89EC
52,"All Girls Are The Same","Juice WRLD",3466978,https://open.spotify.com/track/1dNyRyz1QBN9kO1etUs1PI
53,Youngblood,"5 Seconds of Summer",3301305,https://open.spotify.com/track/55S2PQgSMYAhgoTCcGCDfw
54,"XO Tour Llif3","Lil Uzi Vert",3248464,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
55,"Sugar Wraith","Post Malone",3171305,https://open.spotify.com/track/0MrRAUcB8AZiB9ue2VOBYe
56,"Te Boté - Remix","Nio Garcia",3164528,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
57,ATM,"J. Cole",3158176,https://open.spotify.com/track/2UciqgwVDwro0fev3MFbxJ
58,"Youth (feat. Khalid)","Shawn Mendes",3130277,https://open.spotify.com/track/3Wf2YGdYT8xVdNsQSoRKk9
59,"lovely (with Khalid)","Billie Eilish",3073638,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
60,Heaven,"Kane Brown",3014036,https://open.spotify.com/track/1HXy5I3HTWq8OvxCn0z7G7
61,"Jettski Grizzley (feat. Lil Pump)","Tee Grizzley",2984741,https://open.spotify.com/track/2VKf0WEOpq06JE5PTNr9wa
62,Motiv8,"J. Cole",2943183,https://open.spotify.com/track/1AT4xjNarTswd0UZ5FlmKF
63,"PICK IT UP (feat. A$AP Rocky)","Famous Dex",2935748,https://open.spotify.com/track/0dSIrRkA4PadGll16TgbnV
64,Chun-Li,"Nicki Minaj",2897097,https://open.spotify.com/track/2gTYVoQCUh0QNUaFix01ld
65,"Red Roses (feat. Landon Cube)","Lil Skies",2875489,https://open.spotify.com/track/3ZhTT6yjZwpPph5MIJ53XY
66,Esskeetit,"Lil Pump",2781165,https://open.spotify.com/track/44KKhCyI0BGS6LvVyDqJtH
67,Congratulations,"Post Malone",2741751,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
68,HUMBLE.,"Kendrick Lamar",2740079,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
69,"In My Blood","Shawn Mendes",2692973,https://open.spotify.com/track/79jX8RM5CgPqDKdGEKNW9K
70,"1985 - Intro to “The Fall Off”","J. Cole",2658711,https://open.spotify.com/track/7EulRO07ZgchxqKUHb8Pvc
71,"Jocelyn Flores",XXXTENTACION,2657124,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
72,"Girls (feat. Cardi B, Bebe Rexha & Charli XCX)","Rita Ora",2643636,https://open.spotify.com/track/1YNQscOx6OqBQjxgJVhEeW
73,"Clout (feat. 21 Savage)","Ty Dolla $ign",2603606,https://open.spotify.com/track/1u0CD4fcBUB1xrG9fNgejh
74,"New Light","John Mayer",2590794,https://open.spotify.com/track/3bH4HzoZZFq8UpZmI2AMgV
75,"1942 (feat. Yo Gotti & YBN Nahmir)",G-Eazy,2587748,https://open.spotify.com/track/794QVQtFNy7hvtjQP1keQd
76,"Young Dumb & Broke",Khalid,2539820,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
77,Nevermind,"Dennis Lloyd",2531178,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
78,"Nowadays (feat. Landon Cube)","Lil Skies",2489633,https://open.spotify.com/track/2u7mxWSeoqTXndK5e08jMp
79,"Bank Account","21 Savage",2489126,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
80,Redbone,"Childish Gambino",2464438,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y
81,"Pray For Me (with Kendrick Lamar)","The Weeknd",2449453,https://open.spotify.com/track/4ofvoCdXq99vpMZO4Cfp8x
82,Somebody,"The Chainsmokers",2449417,https://open.spotify.com/track/3pWcj8hxj3fsb9TDAcMpEl
83,changes,XXXTENTACION,2443132,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
84,goosebumps,"Travis Scott",2439717,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
85,R.I.P.,"Playboi Carti",2429163,https://open.spotify.com/track/3L0IKstjUgDFVQAbQIRZRv
86,"Outside Today","YoungBoy Never Broke Again",2379554,https://open.spotify.com/track/5PIfH6BzcmH04RDmtzF0BN
87,"New Freezer (feat. Kendrick Lamar)","Rich The Kid",2352346,https://open.spotify.com/track/0eHCArTPhwUxatY7cEXRiK
88,"Plain Jane","A$AP Ferg",2344267,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9
89,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,2342556,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
90,"Havana (feat. Young Thug)","Camila Cabello",2324501,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
91,"You Make It Easy","Jason Aldean",2318563,https://open.spotify.com/track/6EGAfJaLUFzhS4zRBIEQ2J
92,"Bounce Out With That","YBN Nahmir",2308715,https://open.spotify.com/track/5lZsh9Qf7CbHI9Fcc7Zcsq
93,"Remind Me to Forget",Kygo,2306083,https://open.spotify.com/track/6xTU6B6nFwKKTSZ9ySXS80
94,Location,Khalid,2305335,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
95,X,"Nicky Jam",2298111,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
96,"LOVE. FEAT. ZACARI.","Kendrick Lamar",2294395,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As
97,Everyday,Logic,2277145,https://open.spotify.com/track/4EAV2cKiqKP5UPZmY6dejk
98,"Bartier Cardi (feat. 21 Savage)","Cardi B",2269969,https://open.spotify.com/track/0dIoGTQXDh1wVnhIiSyYEa
99,"Marry Me","Thomas Rhett",2254522,https://open.spotify.com/track/0OWZFobGSIW9GrSlQ9C5pc
100,"Bodak Yellow","Cardi B",2216663,https://open.spotify.com/track/6KBYefIoo7KydImq1uUQlL
101,Delicate,"Taylor Swift",2212618,https://open.spotify.com/track/6NFyWDv5CjfwuzoCkw47Xf
102,"Never Be the Same","Camila Cabello",2211775,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
103,"2 Vaults (feat. Lil Yachty)","Tee Grizzley",2203352,https://open.spotify.com/track/5Zx9VpLotu9aFYqq61NAip
104,"Drip (feat. Migos)","Cardi B",2184427,https://open.spotify.com/track/2qcG0nZ6S3zZV0UrkY5nFo
105,Photograph,"J. Cole",2177454,https://open.spotify.com/track/0bhnUFDQFCEHCBlsQfHnj5
106,Betrayed,"Lil Xan",2175765,https://open.spotify.com/track/4vaxvNDaLSoD36iZX515ug
107,"BUTTERFLY EFFECT","Travis Scott",2165322,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX
108,"CLOSE (feat. Travis Scott) - From SR3MM","Rae Sremmurd",2143585,https://open.spotify.com/track/1oUudyBYVGMIC8JXeIsFzq
109,Tequila,"Dan + Shay",2122474,https://open.spotify.com/track/7Il2yWQmsqKgSkLQvHTPUI
110,Lust,"Lil Skies",2087183,https://open.spotify.com/track/7oJrVhiTPZGBXWPwhxjy9S
111,"Love Hurts (feat. Travis Scott)","Playboi Carti",2078478,https://open.spotify.com/track/3K6U7TamNyVSWcFH8pCQHX
112,"Guatemala - From Swaecation","Rae Sremmurd",2076552,https://open.spotify.com/track/0TCnOEVeLQMXOUrpPlM7uY
113,1-800-273-8255,Logic,2067837,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
114,"I Do (feat. SZA)","Cardi B",2067823,https://open.spotify.com/track/1f5PNhkNgUpvDEeZfcIlO1
115,"Lift Yourself","Kanye West",2065483,https://open.spotify.com/track/3uYDO9dPLTVrgfwg7EYXSf
116,Beautiful,Bazzi,2049459,https://open.spotify.com/track/5TVirkSwFEXF1nLJEebe2I
117,MotorSport,Migos,2038310,https://open.spotify.com/track/4wFjTWCunQFKtukqrNijEt
118,"Roll In Peace (feat. XXXTENTACION)","Kodak Black",2032161,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI
119,"No Limit",G-Eazy,2029379,https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW
120,IDGAF,"Dua Lipa",2024208,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
121,"Creeping (feat. Rich the Kid)","Lil Skies",2013675,https://open.spotify.com/track/7ms3VzLTfr7fXNOqA4Mkx9
122,"Fell In Luv (feat. Bryson Tiller)","Playboi Carti",2010583,https://open.spotify.com/track/1s9DTymg5UQrdorZf43JQm
123,"Jonestown (Interlude)","Post Malone",2003655,https://open.spotify.com/track/0R6Jlsq25eZB3Wftpxi3oF
124,"I Wanna Know (feat. Bea Miller)",NOTD,1990343,https://open.spotify.com/track/18W92Zm1KjLCbUIszOhpkD
125,"Finesse - Remix; feat. Cardi B","Bruno Mars",1940637,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
126,Thunder,"Imagine Dragons",1936641,https://open.spotify.com/track/26gceVsA1ybT8qsX3aYLEn
127,"I Get the Bag (feat. Migos)","Gucci Mane",1910305,https://open.spotify.com/track/1XRgIKC5TPwo7nWGyKqgG0
128,"New Rules","Dua Lipa",1909164,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
129,"Let You Down",NF,1904154,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
130,Unforgettable,"French Montana",1893867,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
131,"Sky Walker (feat. Travis Scott)",Miguel,1893804,https://open.spotify.com/track/5WoaF1B5XIEnWfmb5NZikf
132,Perfect,"Ed Sheeran",1876495,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
133,"The Way Life Goes (feat. Oh Wonder)","Lil Uzi Vert",1862579,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc
134,Silence,Marshmello,1827983,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
135,Familiar,"Liam Payne",1827780,https://open.spotify.com/track/0Y4hwUppbGc8aIBmiTz30A
136,"Codeine Dreaming (feat. Lil Wayne)","Kodak Black",1815957,https://open.spotify.com/track/4DTpngLjoHj5gFxEZFeD3J
137,1950,"King Princess",1787485,https://open.spotify.com/track/0CZ8lquoTX2Dkg7Ak2inwA
138,"No Role Modelz","J. Cole",1785049,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
139,"Go Flex","Post Malone",1763264,https://open.spotify.com/track/5yuShbu70mtHXY0yLzCQLQ
140,Believer,"Imagine Dragons",1762456,https://open.spotify.com/track/7Izh7zLJGw1Nscd62Exxj4
141,"Body Like A Back Road","Sam Hunt",1761185,https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO
142,"Drowning (feat. Kodak Black)","A Boogie Wit da Hoodie",1749384,https://open.spotify.com/track/1f5cbQtDrykjarZVrShaDI
143,"Rubbin off the Paint","YBN Nahmir",1744027,https://open.spotify.com/track/1QRJb5VY3sIkCKcTuIKCrk
144,"Poke It Out (with Nicki Minaj)","Playboi Carti",1730213,https://open.spotify.com/track/2rPSFKzGeqUWwfcCFVkkq3
145,"Wanted You (feat. Lil Uzi Vert)",NAV,1717014,https://open.spotify.com/track/790MhTXPFrYkrqCKvpg4t1
146,"Sorry Not Sorry","Demi Lovato",1715496,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P
147,"Everybody Dies In Their Nightmares",XXXTENTACION,1708770,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
148,"Let Me",ZAYN,1699788,https://open.spotify.com/track/7Fg342AJtNsIDdwCfX0paC
149,"One Number Away","Luke Combs",1699564,https://open.spotify.com/track/4gB7HrYHbJVJ5RFOjxmoq4
150,DNA.,"Kendrick Lamar",1698832,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj
151,"Done for Me (feat. Kehlani)","Charlie Puth",1697090,https://open.spotify.com/track/1lsBTdE6MGsKeZCD6llNu7
152,"When It Rains It Pours","Luke Combs",1693666,https://open.spotify.com/track/1mMLMZYXkMueg65jRRWG1l
153,"White Iverson","Post Malone",1687228,https://open.spotify.com/track/6eT7xZZlB2mwyzJ2sUKG6w
154,"Right Now (feat. Pi'erre Bourne)","Playboi Carti",1683525,https://open.spotify.com/track/475jSz0H6U3duJyNiDS0tT
155,"Dark Knight Dummo (Feat. Travis Scott)","Trippie Redd",1661395,https://open.spotify.com/track/3YeJXuRSNS5FYwOsDu44kD
156,Genius,Sia,1657638,https://open.spotify.com/track/73F87Sqh6jQWucOOvz1WFx
157,GOTTI,6ix9ine,1655147,https://open.spotify.com/track/27oFpFktCq9JIXjJQRuv7a
158,"Shape of You","Ed Sheeran",1652750,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
159,"Wasted Times","The Weeknd",1630568,https://open.spotify.com/track/72TyiiduRmczEbDIEtKQdR
160,Attention,"Charlie Puth",1628843,https://open.spotify.com/track/5cF0dROlMOK5uNZtivgu50
161,"I Like Me Better",Lauv,1627029,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9
162,"Boo'd Up","Ella Mai",1600622,https://open.spotify.com/track/0At2qAoaVjIwWNAqrscXli
163,Passionfruit,Drake,1596295,https://open.spotify.com/track/5mCPDVBb16L4XQwDdbRUpz
164,2002,Anne-Marie,1595118,https://open.spotify.com/track/6SFStUDQZNaGPKWOx9ZiJB
165,"Singles You Up","Jordan Davis",1585230,https://open.spotify.com/track/4LiMQ6G9n84rDUBs9wtwz6
166,BRACKETS,"J. Cole",1572533,https://open.spotify.com/track/5sWbwccBcyHsg5LEKWGZo9
167,"Ring (feat. Kehlani)","Cardi B",1559801,https://open.spotify.com/track/5DfWF0jqMgZDCiu9zJENTA
168,"The Cut Off (feat. kiLL edward)","J. Cole",1558288,https://open.spotify.com/track/3rFF7kSm5qBOOPs6ljFgPp
169,"Four Out Of Five","Arctic Monkeys",1554780,https://open.spotify.com/track/5Z5nbOXhsSbySVC7WUc6y9
170,Narcos,Migos,1551607,https://open.spotify.com/track/0wbnC9AUenxp613TYaJsGK
171,"Gucci Flip Flops (feat. Lil Yachty)","Bhad Bhabie",1550627,https://open.spotify.com/track/042nVrQvpEVrsrW6yeeHB2
172,"Love Galore (feat. Travis Scott)",SZA,1550612,https://open.spotify.com/track/0q75NwOoFiARAVp4EXU4Bs
173,"Whatever It Takes","Imagine Dragons",1548983,https://open.spotify.com/track/7F3uo3304R2CTvOseU3H7u
174,"44 More",Logic,1548128,https://open.spotify.com/track/3e7Y6sfFlIdBMJhX7wpqVO
175,Flames,"David Guetta",1547433,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
176,"Say Something (feat. Chris Stapleton)","Justin Timberlake",1545564,https://open.spotify.com/track/1LhMopPAallLeaeNutqbgS
177,"One Dance",Drake,1539211,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3
178,"Window Pain - Outro","J. Cole",1535891,https://open.spotify.com/track/5Lgqu1th1KqlG97OF2gWGe
179,"X (with 2 Chainz & Saudi)","ScHoolboy Q",1529148,https://open.spotify.com/track/4LmAnpjlhWTahvRkYR8xJa
180,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",1528509,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
181,"Losin Control",Russ,1526874,https://open.spotify.com/track/4cxMGhkinTocPSVVKWIw0d
182,"What Ifs (feat. Lauren Alaina)","Kane Brown",1509789,https://open.spotify.com/track/7zVCrzzEJU7u24sbJPXA5W
183,Africa,TOTO,1502523,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
184,"Take Back Home Girl (Feat. Tori Kelly)","Chris Lane",1501786,https://open.spotify.com/track/4fv0mLkB3wY4Z2GAG1mWAN
185,Wolves,"Selena Gomez",1499804,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
186,"Long Time - Intro","Playboi Carti",1496921,https://open.spotify.com/track/4IO2X2YoXoUMv0M2rwomLC
187,"Say You Won't Let Go","James Arthur",1491668,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
188,Foreign,"Playboi Carti",1489228,https://open.spotify.com/track/500l6Cwe40hkPqS7Sf7ufY
189,"Like I Do","David Guetta",1475593,https://open.spotify.com/track/6RnkFd8Fqqgk1Uni8RgqCQ
190,Famous,"Mason Ramsey",1474122,https://open.spotify.com/track/2HGymMoOdB4ZYv0AAqYmgF
191,Yours,"Russell Dickerson",1472722,https://open.spotify.com/track/6RSNKGdv3nDTHqgw4bdzyF
192,"Wish (feat. Trippie Redd)",Diplo,1471405,https://open.spotify.com/track/0HriJqzc3lu73JzL2pS1sD
193,"the remedy for a broken heart (why am I so in love)",XXXTENTACION,1468308,https://open.spotify.com/track/4UKCKdYiLN6IMA5ZESUTL7
194,Hurricane,"Luke Combs",1468147,https://open.spotify.com/track/6xHI9KjUjYT0FPtGO8Mxa1
195,"Slippery (feat. Gucci Mane)",Migos,1467686,https://open.spotify.com/track/6p8NuHm8uCGnn2Dtbtf7zE
196,"Too Good At Goodbyes","Sam Smith",1466115,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
197,"Rewrite The Stars","Zac Efron",1465131,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN
198,3005,"Childish Gambino",1463381,https://open.spotify.com/track/3Z2sglqDj1rDRMF5x0Sz2R
199,"This Is Me","Keala Settle",1447011,https://open.spotify.com/track/2xGjteMU3E1tkEPVFBO08U
200,"Relationship (feat. Future)","Young Thug",1436989,https://open.spotify.com/track/25oOaleife6E2MIKmFkPvg
