,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
54,"Beautiful (feat. Camila Cabello)",Bazzi,3277164,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF
55,"Leave Me Alone","Flipp Dinero",3272291,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g
56,"Taking A Walk","Trippie Redd",3240650,https://open.spotify.com/track/4mHgYpuGHu99Mw69E83CP2
57,"WORKIN ME",Quavo,3164314,https://open.spotify.com/track/33tNYw9oMtSkGe27NpgS64
58,Greatest,Eminem,3142942,https://open.spotify.com/track/2XTquzYQAdT1Hk78bOUwsv
59,"Praise The Lord (Da Shine) (feat. Skepta)","A$AP Rocky",3090587,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
60,"Pretty Little Fears (feat. J. Cole)",6LACK,3090379,https://open.spotify.com/track/4at3d5QWnlibMVN75ECDrp
61,"I Fall Apart","Post Malone",3088194,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
62,"Everybody Dies In Their Nightmares",XXXTENTACION,2945119,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
63,"Body (feat. brando)","Loud Luxury",2939400,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
64,"no tears left to cry","Ariana Grande",2922141,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo
65,"Hopeless Romantic (feat. Swae Lee)","Wiz Khalifa",2804179,https://open.spotify.com/track/7IBSffWIu7P2MC7kMwy2FM
66,Kamikaze,Eminem,2796265,https://open.spotify.com/track/2gsNpSn7VvvJuSrIDfRoYy
67,"Love Lies (with Normani)",Khalid,2783568,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
68,"Ric Flair Drip (& Metro Boomin)",Offset,2728341,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
69,Trip,"Ella Mai",2718192,https://open.spotify.com/track/7noud145AHZGg74vpWOsCa
70,BEBE,6ix9ine,2685280,https://open.spotify.com/track/7ATATJztoWLcqDAcVVof0C
71,REMEDY,Alesso,2647767,https://open.spotify.com/track/6jreFSOTUAViWjKyzOC4Kg
72,"lovely (with Khalid)","Billie Eilish",2621011,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
73,Hope,XXXTENTACION,2611803,https://open.spotify.com/track/2ZRo7axmMPeSVUvDbGkJah
74,"XO Tour Llif3","Lil Uzi Vert",2606450,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
75,"Te Boté - Remix","Nio Garcia",2583020,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
76,"Jackie Chan",Tiësto,2574315,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
77,"High Hopes","Panic! At The Disco",2534740,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
78,"REEL IT IN",Aminé,2505454,https://open.spotify.com/track/5qHirGR7M9tdm6C17DlzSY
79,Lust,"Lil Skies",2448065,https://open.spotify.com/track/7oJrVhiTPZGBXWPwhxjy9S
80,"Plug Walk","Rich The Kid",2444025,https://open.spotify.com/track/1ZAyjvIk9YiD76yYy0TEG6
81,OTW,Khalid,2431585,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
82,"Look At Me!",XXXTENTACION,2425644,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s
83,"the remedy for a broken heart (why am I so in love)",XXXTENTACION,2407078,https://open.spotify.com/track/4UKCKdYiLN6IMA5ZESUTL7
84,"Balenciaga Challenge (feat. Offset)",6LACK,2394802,https://open.spotify.com/track/6Zisja44KqMZj4GM4UY6Yv
85,"I'm Upset",Drake,2380336,https://open.spotify.com/track/3qN5qMTKyEEmiTZD38BNTT
86,"In My Mind",Dynoro,2376579,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
87,SWISH,Tyga,2365657,https://open.spotify.com/track/55GiOwtxNajXVbpjjIzMnD
88,"Feels Like Summer","Childish Gambino",2334380,https://open.spotify.com/track/7p4vHnYXkxlzvfePJVpcTr
89,"Magic In The Hamptons (feat. Lil Yachty)","Social House",2318868,https://open.spotify.com/track/2Yer0p7uB2lVBUAtANuuQp
90,"East Atlanta Love Letter (feat. Future)",6LACK,2297022,https://open.spotify.com/track/6rJmWa5DvQ3Nby3tdcX2L0
91,"Mob Ties",Drake,2276894,https://open.spotify.com/track/7rC5Pl8rQSX4myONQHYPBK
92,Legends,"Juice WRLD",2264465,https://open.spotify.com/track/1Knctxx9vGZxpZfF66BIEa
93,"I Like Me Better",Lauv,2254152,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
94,"Ball For Me (feat. Nicki Minaj)","Post Malone",2237813,https://open.spotify.com/track/6IaieqiCVvsNvEt6Y7yOFa
95,Normal,Eminem,2166816,https://open.spotify.com/track/0evt4UZbdhnHtcAnxkm6A1
96,"BUTTERFLY EFFECT","Travis Scott",2141570,https://open.spotify.com/track/6xcJyGpfZbuuiequtnlKt4
97,"Happy Now",Zedd,2134754,https://open.spotify.com/track/4keoy2fqgwGnbWlm3ZVZFa
98,Mine,Bazzi,2133643,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
99,"I'm a Mess","Bebe Rexha",2125528,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R
100,"Candy Paint","Post Malone",2116205,https://open.spotify.com/track/32lItqlMi4LBhb4k0BaSaC
101,"Boo'd Up","Ella Mai",2115242,https://open.spotify.com/track/0At2qAoaVjIwWNAqrscXli
102,"Chanel (Go Get It) [feat. Gunna & Lil Baby]","Young Thug",2108557,https://open.spotify.com/track/0kCBorRrKZkSztd9m0QI3r
103,"Vaina Loca",Ozuna,2096082,https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA
104,JAPAN,"Famous Dex",2083165,https://open.spotify.com/track/5PTG6rrL6EPFD9E2QMI2pl
105,"Goodbye (feat. Nicki Minaj & Willy William)","Jason Derulo",2077618,https://open.spotify.com/track/5Xn4IyTtW6FUGIUyWjbUHG
106,Ladders,"Mac Miller",2058470,https://open.spotify.com/track/39NDBdU5Xkm5pCFGa5kZtI
107,HUMBLE.,"Kendrick Lamar",2054773,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
108,"Venom - Music From The Motion Picture",Eminem,2048731,https://open.spotify.com/track/2SL6oP2YAEQbqsrkOzRGO4
109,Congratulations,"Post Malone",2047592,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
110,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",2045634,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
111,"Nephew (feat. Lil Pump)",Smokepurpp,2023759,https://open.spotify.com/track/0ibOcbkp2XG46Do8jcy0bL
112,"Walk It Talk It",Migos,2001976,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
113,"Nowadays (feat. Landon Cube)","Lil Skies",1995812,https://open.spotify.com/track/2u7mxWSeoqTXndK5e08jMp
114,"Shake It Up","Trippie Redd",1985898,https://open.spotify.com/track/6yz0Jndhv0QjKdpcEMbOjz
115,"Roll In Peace (feat. XXXTENTACION)","Kodak Black",1979045,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI
116,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",1976294,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
117,"Stepping Stone",Eminem,1972065,https://open.spotify.com/track/60Z57Wdrn0pEVpHI7d7GAX
118,"8 Letters","Why Don't We",1952099,https://open.spotify.com/track/4zRZAmBQP8vhNPf9i9opXt
119,goosebumps,"Travis Scott",1950478,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
120,Switch,6LACK,1944915,https://open.spotify.com/track/29ZZAShKhwRUuKULSNtxX6
121,"Ned Flanders (feat. A$AP Ferg)",MadeinTYO,1936227,https://open.spotify.com/track/6f5i916F3jU6BhOOD7iGqf
122,"All Mine","Kanye West",1933892,https://open.spotify.com/track/3qnoOm4fwZPBS116f5hpgF
123,"Young Dumb & Broke",Khalid,1930859,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
124,"Powerglide (feat. Juicy J) - From SR3MM","Rae Sremmurd",1930120,https://open.spotify.com/track/1BuZAIO8WZpavWVbbq3Lci
125,"No Rest","Lil Skies",1919952,https://open.spotify.com/track/0chpIFSjgfd1CPrAxM7PWp
126,"Bounce Out With That","YBN Nahmir",1917694,https://open.spotify.com/track/5gQcxYXqnofyocKgEbGYKt
127,"Red Roses (feat. Landon Cube)","Lil Skies",1910412,https://open.spotify.com/track/3ZhTT6yjZwpPph5MIJ53XY
128,Narcos,Migos,1890650,https://open.spotify.com/track/0wbnC9AUenxp613TYaJsGK
129,"CAN'T SAY","Travis Scott",1885702,https://open.spotify.com/track/27a1mYSG5tYg7dmEjWBcmL
130,"Whenever (feat. Conor Maynard)","Kris Kross Amsterdam",1879947,https://open.spotify.com/track/3DGar7krWlmrXRFHBcQF6z
131,"Call Out My Name","The Weeknd",1876156,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
132,"Shoota (feat. Lil Uzi Vert)","Playboi Carti",1876012,https://open.spotify.com/track/2BJSMvOGABRxokHKB0OI8i
133,"PICK IT UP (feat. A$AP Rocky)","Famous Dex",1863597,https://open.spotify.com/track/0dSIrRkA4PadGll16TgbnV
134,"Loaded Gun",6LACK,1844095,https://open.spotify.com/track/1wb7Mqon4o1ViLjaLV9f8U
135,"The Middle",Zedd,1829820,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
136,"Hurt Feelings","Mac Miller",1824703,https://open.spotify.com/track/5p7GiBZNL1afJJDUrOA6C8
137,Location,Khalid,1822025,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
138,"The Flute Song",Russ,1818847,https://open.spotify.com/track/6pGuOWYOFDcSgmVvFWRWSv
139,Simple,"Florida Georgia Line",1807523,https://open.spotify.com/track/1co0puPTYvqAdUEjFOjne9
140,Thunder,"Imagine Dragons",1804771,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
141,"Good Guy (feat. Jessie Reyez)",Eminem,1798027,https://open.spotify.com/track/4g32MdRoqwGKQd3NXIRhpU
142,"Life Goes On","Lil Baby",1793284,https://open.spotify.com/track/2bSk87AVkCIIC3Bcligq1z
143,Unfair,6LACK,1759759,https://open.spotify.com/track/3Q33RhbyoFul9LdKKjticI
144,"You Make It Easy","Jason Aldean",1757593,https://open.spotify.com/track/6EGAfJaLUFzhS4zRBIEQ2J
145,"Don’t Matter To Me (with Michael Jackson)",Drake,1750215,https://open.spotify.com/track/6G8kHiVZ1jW7vHMPVRNZU0
146,Tequila,"Dan + Shay",1747466,https://open.spotify.com/track/42fw0rxRO2xbesF6mJfd4Y
147,"Champion (feat. Travis Scott)",NAV,1746879,https://open.spotify.com/track/6nO3tr47nr2P7f3hXb8JIo
148,"WAKE UP","Travis Scott",1745214,https://open.spotify.com/track/20MuVazoNMv6xjKPnRFOxG
149,"King's Dead (with Kendrick Lamar, Future & James Blake)","Jay Rock",1733640,https://open.spotify.com/track/51rXHuKN8Loc4sUlKPODgH
150,Believer,"Imagine Dragons",1728381,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
151,"Let Her Go",6LACK,1726336,https://open.spotify.com/track/0CIGZEXjZ8L52lOrqUljJt
152,"Come Back to Earth","Mac Miller",1724443,https://open.spotify.com/track/01z2fBGB8Hl3Jd3zXe4IXR
153,Nonchalant,6LACK,1714059,https://open.spotify.com/track/7c3K8ifIoaVZ2MSUuGo0Co
154,sweetener,"Ariana Grande",1706881,https://open.spotify.com/track/70khXICDeTTxgYtw3EysKH
155,Betrayed,"Lil Xan",1700032,https://open.spotify.com/track/4vaxvNDaLSoD36iZX515ug
156,"Stir Fry",Migos,1699304,https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf
157,"Havana (feat. Young Thug)","Camila Cabello",1694784,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
158,"Bigger Than You (feat. Drake & Quavo)","2 Chainz",1687526,https://open.spotify.com/track/5S1IUPueD0xE0vj4zU3nSf
159,"Don't Leave Me Alone (feat. Anne-Marie)","David Guetta",1684424,https://open.spotify.com/track/2zy9TMoZlYGuCNY4TLqG24
160,"This Is America","Childish Gambino",1682543,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
161,"Fr Fr (feat. Lil Skies)","Wiz Khalifa",1676280,https://open.spotify.com/track/1RagpNpkD3KcjXMLGMe99V
162,Heaven,"Kane Brown",1675150,https://open.spotify.com/track/1HXy5I3HTWq8OvxCn0z7G7
163,"All The Stars (with SZA)","Kendrick Lamar",1672838,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
164,APESHIT,"The Carters",1671333,https://open.spotify.com/track/0E6PsO3ymCfUh7pJQjBgkj
165,"One Kiss (with Dua Lipa)","Calvin Harris",1660677,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
166,NUMB,XXXTENTACION,1658852,https://open.spotify.com/track/01TnVDiet1DFTsyWKUKovl
167,"Bank Account","21 Savage",1657271,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
168,"Black & White","Juice WRLD",1653376,https://open.spotify.com/track/1R0Ig5KYrSGWvIoPzY4T3l
169,"I Am Who They Say I Am (feat. Kevin Gates and Quando Rondo)","YoungBoy Never Broke Again",1652785,https://open.spotify.com/track/4O1uCappFiU3bisYUdUBWy
170,CAROUSEL,"Travis Scott",1646551,https://open.spotify.com/track/7KZ5MMVgBVox9ycroB2UrI
171,1-800-273-8255,Logic,1645165,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
172,Stay,"Post Malone",1639236,https://open.spotify.com/track/4H7WNRErSbONkM06blBoGc
173,"YEAH RIGHT",Joji,1638977,https://open.spotify.com/track/5gFmgXPCLu9xIfMUXSbRru
174,idontwannabeyouanymore,"Billie Eilish",1638376,https://open.spotify.com/track/41zXlQxzTi6cGAjpOXyLYH
175,"Let You Down",NF,1635295,https://open.spotify.com/track/52okn5MNA47tk87PeZJLEL
176,"The Way Life Goes (feat. Oh Wonder)","Lil Uzi Vert",1632094,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc
177,"Barbie Dreams","Nicki Minaj",1628797,https://open.spotify.com/track/6Poyf51k7W3NKnsGwAI90B
178,"Best Part (feat. Daniel Caesar)",H.E.R.,1621379,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
179,Speechless,"Dan + Shay",1620369,https://open.spotify.com/track/3GJ4hzg4lrGwU51Y3VARbF
180,2009,"Mac Miller",1609967,https://open.spotify.com/track/6dFn6my1sHK2bcf23GlHwM
181,broken,lovelytheband,1602235,https://open.spotify.com/track/6XcfKZvJio9Z0fQy11GnNX
182,"My Boy (feat. J. Cole) - Freestyle",Wale,1596003,https://open.spotify.com/track/11QvWp3CsEPd0YLE6xKGyx
183,"Creeping (feat. Rich the Kid)","Lil Skies",1593905,https://open.spotify.com/track/7ms3VzLTfr7fXNOqA4Mkx9
184,"Playinwitme (feat. Kehlani)",KYLE,1588814,https://open.spotify.com/track/4F1yvJfQ7gJkrcgFJQDjOr
185,"Ring (feat. Kehlani)","Cardi B",1585926,https://open.spotify.com/track/5DfWF0jqMgZDCiu9zJENTA
186,"Dark Knight Dummo","Trippie Redd",1581001,https://open.spotify.com/track/4apiNNK0jp9uqn3JDG9My1
187,Africa,TOTO,1575843,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
188,"Mariners Apartment Complex","Lana Del Rey",1573512,https://open.spotify.com/track/4UAW2gObi5o6sJla0qZpPn
189,Sorry,6LACK,1569404,https://open.spotify.com/track/2xRyZfWe9bnRfH1ZfhYO98
190,"Tie Me Down (with Elley Duhé)",Gryffin,1567390,https://open.spotify.com/track/4QVS8YCpK71R4FsxSMCjhP
191,"Beautiful Crazy","Luke Combs",1558539,https://open.spotify.com/track/2rxQMGVafnNaRaXlRMWPde
192,"LOVE. FEAT. ZACARI.","Kendrick Lamar",1556582,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As
193,Rise,"Jonas Blue",1555576,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
194,"Plain Jane","A$AP Ferg",1553674,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9
195,"Paul - Skit","Paul Rosenberg",1541673,https://open.spotify.com/track/0Uv5Kp8sEnriJjkX4oLfNI
196,"Nice Guy (with Jessie Reyez)",Eminem,1536984,https://open.spotify.com/track/09FfQO3PqHO4HIJL511Ksi
197,"Bodak Yellow","Cardi B",1528281,https://open.spotify.com/track/6KBYefIoo7KydImq1uUQlL
198,Silence,Marshmello,1526336,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
199,"She Got the Best of Me","Luke Combs",1521215,https://open.spotify.com/track/698eQRku24PIYPQPHItKlA
200,"No Role Modelz","J. Cole",1517705,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
