,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
23,Wolves,"Selena Gomez",4409183,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
24,"Too Good At Goodbyes","Sam Smith",4362005,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
25,"Plain Jane","A$AP Ferg",4361670,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9
26,HUMBLE.,"Kendrick Lamar",4306140,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
27,"Sky Walker (feat. Travis Scott)",Miguel,4290792,https://open.spotify.com/track/5WoaF1B5XIEnWfmb5NZikf
28,Perfect,"Ed Sheeran",4268123,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
29,"New Rules","Dua Lipa",4227667,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
30,Congratulations,"Post Malone",4113995,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
31,"Young Dumb & Broke",Khalid,4014104,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
32,Betrayed,"Lil Xan",3929719,https://open.spotify.com/track/6NWl2m8asvH83xjuXVNsuG
33,Silence,Marshmello,3884863,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
34,"Never Be the Same","Camila Cabello",3815871,https://open.spotify.com/track/6VpQdig9pdpTSIFItgkJV5
35,1-800-273-8255,Logic,3745379,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
36,"What Lovers Do (feat. SZA)","Maroon 5",3728239,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
37,"Stir Fry",Migos,3700208,https://open.spotify.com/track/4fndbjoz1qJyK6JcLdKfzm
38,"Tell Me You Love Me","Demi Lovato",3688248,https://open.spotify.com/track/5Htb1uFQ1KrkFXlefS8oGj
39,"I Get the Bag (feat. Migos)","Gucci Mane",3648863,https://open.spotify.com/track/1XRgIKC5TPwo7nWGyKqgG0
40,"Bodak Yellow","Cardi B",3615183,https://open.spotify.com/track/2771LMNxwf62FTAdpJMQfM
41,"Bad At Love",Halsey,3459502,https://open.spotify.com/track/7y9iMe8SOB6z3NoHE2OfXl
42,goosebumps,"Travis Scott",3327102,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
43,"BUTTERFLY EFFECT","Travis Scott",3257935,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX
44,Thunder,"Imagine Dragons",3252233,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
45,"Roll In Peace (feat. XXXTENTACION)","Kodak Black",3212271,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI
46,"End Game","Taylor Swift",3164402,https://open.spotify.com/track/2x0WlnmfG39ZuDmstl9xfX
47,Location,Khalid,3163879,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
48,"The Way Life Goes (feat. Oh Wonder)","Lil Uzi Vert",3090793,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc
49,Unforgettable,"French Montana",3036983,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
50,"Wanted You (feat. Lil Uzi Vert)",NAV,3012676,https://open.spotify.com/track/790MhTXPFrYkrqCKvpg4t1
51,"Sorry Not Sorry","Demi Lovato",2956614,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P
52,"Jocelyn Flores",XXXTENTACION,2952867,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
53,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",2868264,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
54,"Rewrite The Stars","Zac Efron",2833539,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN
55,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,2813994,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
56,IDGAF,"Dua Lipa",2801608,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
57,Saint,"Huncho Jack",2787070,https://open.spotify.com/track/7foypmc7KZyU716Yv63BPe
58,"I Miss You (feat. Julia Michaels)","Clean Bandit",2701157,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL
59,"Rubbin Off The Paint","YBN Nahmir",2692281,https://open.spotify.com/track/0taOCiup4HNG9LmbduVlJj
60,"Nowadays (feat. Landon Cube)","Lil Skies",2613131,https://open.spotify.com/track/2u7mxWSeoqTXndK5e08jMp
61,"Ghostface Killers","21 Savage",2603261,https://open.spotify.com/track/5u6vkDnOyaf8LsteDAj2ub
62,"Slippery (feat. Gucci Mane)",Migos,2593273,https://open.spotify.com/track/6p8NuHm8uCGnn2Dtbtf7zE
63,"This Is Me","Keala Settle",2570227,https://open.spotify.com/track/2xGjteMU3E1tkEPVFBO08U
64,Designer,"Lil Pump",2567244,https://open.spotify.com/track/1LXbv9jiTtdBdHadZ317Gt
65,"Drowning (feat. Kodak Black)","A Boogie Wit da Hoodie",2494436,https://open.spotify.com/track/1f5cbQtDrykjarZVrShaDI
66,GUMMO,6ix9ine,2484706,https://open.spotify.com/track/2vjmyyAnDUzilFYxOlTdO1
67,DNA.,"Kendrick Lamar",2484315,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj
68,"Shape of You","Ed Sheeran",2464024,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
69,"Go Flex","Post Malone",2341546,https://open.spotify.com/track/5yuShbu70mtHXY0yLzCQLQ
70,"Real Friends","Camila Cabello",2339051,https://open.spotify.com/track/4V6MRo0CEAC9MwAm7dkPuL
71,"Échame La Culpa","Luis Fonsi",2337131,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
72,"Feel It Still","Portugal. The Man",2306298,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
73,"Dubai Shit","Huncho Jack",2303477,https://open.spotify.com/track/6urLjX35oXXRYtcH1b3dCh
74,"The Greatest Show","Hugh Jackman",2302090,https://open.spotify.com/track/43ay9lQZ5rfNcOOHhRF2cM
75,"How Long","Charlie Puth",2287917,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi
76,Believer,"Imagine Dragons",2281315,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6
77,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)","Machine Gun Kelly",2267969,https://open.spotify.com/track/0OI7AFifLSoGzpb8bdBLLV
78,"MIC Drop (feat. Desiigner) [Steve Aoki Remix]",BTS,2264515,https://open.spotify.com/track/7Ed6BkggCS2KaKY5YlINaF
79,"Go Legend (& Metro Boomin)","Big Sean",2233975,https://open.spotify.com/track/3wAI7MIQtTgwcRmwchPZBc
80,"Body Like A Back Road","Sam Hunt",2183403,https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO
81,Sober,G-Eazy,2145086,https://open.spotify.com/track/3qk4wRMDlaeagZGjSYbsOV
82,"Never Enough","Loren Allred",2138590,https://open.spotify.com/track/0Gl5s8IhMmQE5YQwM8Qx1J
83,"A Million Dreams","Ziv Zaifman",2117766,https://open.spotify.com/track/0RoA7ObU6phWpqhlC9zH4Z
84,"Love Galore (feat. Travis Scott)",SZA,2106003,https://open.spotify.com/track/0q75NwOoFiARAVp4EXU4Bs
85,Redbone,"Childish Gambino",2096245,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y
86,"Rake It Up (feat. Nicki Minaj)","Yo Gotti",2093230,https://open.spotify.com/track/4knL4iPxPOZjQzTUlELGSY
87,"Plain Jane REMIX (feat. Nicki Minaj)","A$AP Ferg",2066321,https://open.spotify.com/track/2YzmfPLqUx5CJOaw5ThsBV
88,"Ice Tray","Quality Control",2065643,https://open.spotify.com/track/3wdfLVUhmX64lIyWIIEW8s
89,"For You (Fifty Shades Freed) (& Rita Ora)","Liam Payne",2045781,https://open.spotify.com/track/5hM6sP0Gh1jD57drszNueC
90,"New Freezer (feat. Kendrick Lamar)","Rich The Kid",2035386,https://open.spotify.com/track/4pYZLpX23Vx8rwDpJCpPTA
91,"White Iverson","Post Malone",2016953,https://open.spotify.com/track/6eT7xZZlB2mwyzJ2sUKG6w
92,Sensualidad,"Bad Bunny",2011856,https://open.spotify.com/track/5hcisvFMidkMJlElTO9Qmw
93,Magnolia,"Playboi Carti",2011792,https://open.spotify.com/track/1e1JKLEDKP7hEQzJfNAgPl
94,"The Other Side","Hugh Jackman",2010275,https://open.spotify.com/track/2cKovq3l6OJjhVVDbVKOsr
95,Attention,"Charlie Puth",1974154,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
96,"Mask Off",Future,1972464,https://open.spotify.com/track/0VgkVdmE4gld66l8iyGjgx
97,"Losin Control",Russ,1959396,https://open.spotify.com/track/4cxMGhkinTocPSVVKWIw0d
98,Wait,"Maroon 5",1954887,https://open.spotify.com/track/1Qg9jWGDkKAGZXj5v2OG59
99,"The Weekend",SZA,1942835,https://open.spotify.com/track/6gU9OKjOE7ghfEd55oRO57
100,"Sauce It Up","Lil Uzi Vert",1921901,https://open.spotify.com/track/1uL78kFWxhz3umTMWJu8n5
101,"That's What I Like","Bruno Mars",1904034,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
102,"Relationship (feat. Future)","Young Thug",1874545,https://open.spotify.com/track/25oOaleife6E2MIKmFkPvg
103,"Marry Me","Thomas Rhett",1861312,https://open.spotify.com/track/0OWZFobGSIW9GrSlQ9C5pc
104,Delicate,"Taylor Swift",1856942,https://open.spotify.com/track/6NFyWDv5CjfwuzoCkw47Xf
105,"Say You Won't Let Go","James Arthur",1850900,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
106,"Tip Toe (feat. French Montana)","Jason Derulo",1831110,https://open.spotify.com/track/2z4pcBLQXF2BXKFvd0BuB6
107,"The Weekend - Funk Wav Remix",SZA,1828254,https://open.spotify.com/track/0P6AWOA4LG1XOctzaVu5tt
108,"What Ifs (feat. Lauren Alaina)","Kane Brown",1813165,https://open.spotify.com/track/7zVCrzzEJU7u24sbJPXA5W
109,"It's A Vibe","2 Chainz",1807133,https://open.spotify.com/track/6H0AwSQ20mo62jGlPGB8S6
110,"iSpy (feat. Lil Yachty)",KYLE,1798190,https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL
111,"Dark Knight Dummo (Feat. Travis Scott)","Trippie Redd",1796584,https://open.spotify.com/track/3YeJXuRSNS5FYwOsDu44kD
112,"Dusk Till Dawn - Radio Edit",ZAYN,1794457,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
113,"Despacito - Remix","Luis Fonsi",1790194,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
114,"So Far Away (feat. Jamie Scott & Romy Dya)","Martin Garrix",1782571,https://open.spotify.com/track/0OlnLZY4cmQzT6ZGttvWBM
115,"Mi Gente","J Balvin",1780184,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
116,Transportin',"Kodak Black",1775232,https://open.spotify.com/track/1WIZiOuNO3woKfdlSK2gNn
117,"La Modelo",Ozuna,1771671,https://open.spotify.com/track/2m2ZGfJcs3lHWNPzhWH3XH
118,"Everybody Dies In Their Nightmares",XXXTENTACION,1765206,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
119,"Bad and Boujee (feat. Lil Uzi Vert)",Migos,1765016,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR
120,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","DJ Khaled",1759652,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817
121,"Strip That Down","Liam Payne",1752779,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ
122,Corazón,Maluma,1752229,https://open.spotify.com/track/4lESS6vuruP6a79KWRaQou
123,"Bounce Back","Big Sean",1739236,https://open.spotify.com/track/0SGkqnVQo9KPytSri1H6cF
124,"Crew (feat. Brent Faiyaz & Shy Glizzy)",GoldLink,1735913,https://open.spotify.com/track/15EPc80XuFrb2LmOzGjuRg
125,"I Like Me Better",Lauv,1728903,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9
126,"Look What You Made Me Do","Taylor Swift",1722083,https://open.spotify.com/track/5troof8mcGO3AafoDbk1gc
127,"Red Roses (feat. Landon Cube)","Lil Skies",1713795,https://open.spotify.com/track/3ZhTT6yjZwpPph5MIJ53XY
128,Icon,Jaden,1710412,https://open.spotify.com/track/22nyEAEM29tcBRhukR089b
129,"do re mi",blackbear,1708449,https://open.spotify.com/track/3Q3myFA7q4Op95DOpHplaY
130,Passionfruit,Drake,1701407,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd
131,"Tunnel Vision","Kodak Black",1694705,https://open.spotify.com/track/4Q3N4Ct4zCuIHuZ65E3BD4
132,"The Race",Tay-K,1680632,https://open.spotify.com/track/3wGXyJGsCf1myH5MooQIqE
133,"LOYALTY. FEAT. RIHANNA.","Kendrick Lamar",1669562,https://open.spotify.com/track/6SwRhMLwNqEi6alNPVG00n
134,"Modern Slavery","Huncho Jack",1666931,https://open.spotify.com/track/7J6bnDDitOwfelaJNixHhL
135,"Come Alive","Hugh Jackman",1637167,https://open.spotify.com/track/5xNUR50KxswPRAvx7S163g
136,"...Ready For It?","Taylor Swift",1622079,https://open.spotify.com/track/2yLa0QULdQr0qAIvVwN6B5
137,"No Role Modelz","J. Cole",1592429,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
138,"Love Scars","Trippie Redd",1583728,https://open.spotify.com/track/0AICBlLzFCTpUqmAbtzB2z
139,wokeuplikethis*,"Playboi Carti",1583435,https://open.spotify.com/track/59J5nzL1KniFHnU120dQzt
140,"From Now On","Hugh Jackman",1576833,https://open.spotify.com/track/3IkWmgGsXbsafrunwPojXO
141,"Pills & Automobiles (feat. Yo Gotti, A Boogie Wit Da Hoodie & Kodak Black)","Chris Brown",1568534,https://open.spotify.com/track/5gx2E5aIXMRBellPZW1up5
142,"Black & Chinese","Huncho Jack",1567787,https://open.spotify.com/track/628Ueb4sRiXApObhcU9iPU
143,"The Way Life Goes (feat. Nicki Minaj & Oh Wonder) - Remix","Lil Uzi Vert",1550003,https://open.spotify.com/track/6GNifiuBPrKFpwNBYnooFm
144,"Look At Me!",XXXTENTACION,1537449,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s
145,"Something Just Like This","The Chainsmokers",1525089,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
146,Closer,"The Chainsmokers",1522209,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
147,KOODA,6ix9ine,1517198,https://open.spotify.com/track/5NT0aZqWImC9fTzkW4z48o
148,T-Shirt,Migos,1501830,https://open.spotify.com/track/7KOlJ92bu51cltsD9KU5I7
149,Unforgettable,"Thomas Rhett",1497973,https://open.spotify.com/track/30MM5jWpUmOxtTNd9Ey5LZ
150,"Sucker for You","Matt Terry",1490807,https://open.spotify.com/track/4vkVvmjIiQibQ6zJnC1Q9z
151,"beibs in the trap","Travis Scott",1465946,https://open.spotify.com/track/0ESJlaM8CE1jRWaNtwSNj8
152,"There's Nothing Holdin' Me Back","Shawn Mendes",1460160,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu
153,"Fake Love",Drake,1457879,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd
154,"Slow Hands","Niall Horan",1457857,https://open.spotify.com/track/38yBBH2jacvDxrznF7h08J
155,Starboy,"The Weeknd",1448094,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z
156,"20 Min","Lil Uzi Vert",1437753,https://open.spotify.com/track/0uxSUdBrJy9Un0EYoBowng
157,Lemon,N.E.R.D,1435805,https://open.spotify.com/track/4PpuH4mxL0rD35mOWaLoKS
158,"All Falls Down (feat. Juliander)","Alan Walker",1433607,https://open.spotify.com/track/5yFSF6qQA1rcLsQRnBsZgb
159,PRBLMS,6LACK,1431986,https://open.spotify.com/track/4AtZRwSR8BOTTQg5ihSggt
160,Caroline,Aminé,1429040,https://open.spotify.com/track/5hTpBe8h35rJ67eAWHQsJx
161,Praying,Kesha,1428118,https://open.spotify.com/track/0jdny0dhgjUwoIp5GkqEaA
162,Tightrope,"Michelle Williams",1421904,https://open.spotify.com/track/0GVuLQtPXFaL18ijEOqoAa
163,"Greatest Love Story",LANCO,1416416,https://open.spotify.com/track/0kdiUZDcLIFw0Buo9r0Q4z
164,"Die For You","The Weeknd",1410265,https://open.spotify.com/track/2LBqCSwhJGcFQeTHMVGwy3
165,Don't,"Bryson Tiller",1405568,https://open.spotify.com/track/3pXF1nA74528Edde4of9CC
166,"Wild Thoughts (feat. Rihanna & Bryson Tiller)","DJ Khaled",1405347,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi
167,"No Option","Post Malone",1404404,https://open.spotify.com/track/6M0IsaUX4GNyto4niSegfI
168,"Se Preparó",Ozuna,1394352,https://open.spotify.com/track/1m69ELEgE6k5ZWsap40ozt
169,"In Case You Didn't Know","Brett Young",1390749,https://open.spotify.com/track/10M2Ex445zw585Ducldzkw
170,Issues,"Julia Michaels",1386971,https://open.spotify.com/track/7vu0JkJh0ldukEYbTVcqd0
171,Yours,"Russell Dickerson",1376080,https://open.spotify.com/track/6RSNKGdv3nDTHqgw4bdzyF
172,"Broccoli (feat. Lil Yachty)","Shelley FKA DRAM",1357126,https://open.spotify.com/track/7yyRTcZmCiyzzJlNzGC9Ol
173,Stay,Zedd,1356040,https://open.spotify.com/track/0I20rLT2MJDhcF96AjbNYo
174,"Glorious (feat. Skylar Grey)",Macklemore,1352221,https://open.spotify.com/track/0CokSRCu5hZgPxcZBaEzVE
175,"You Broke Up with Me","Walker Hayes",1350906,https://open.spotify.com/track/5jZF1nvKORdaHNjNNMRbFl
176,"Money Longer","Lil Uzi Vert",1343948,https://open.spotify.com/track/0B8QzDH7YWih85V5SEMnyJ
177,Exchange,"Bryson Tiller",1343059,https://open.spotify.com/track/43PuMrRfbyyuz4QpZ3oAwN
178,"First Day Out","Tee Grizzley",1342572,https://open.spotify.com/track/3muBQDekYAg7jm6hDu6R0Z
179,Myself,NAV,1339080,https://open.spotify.com/track/05nbZ1xxVNwUTcGwLbp7CN
180,"Poles 1469","Trippie Redd",1336349,https://open.spotify.com/track/4fC5jw1TI59GH1emfN1wtk
181,"One Dance",Drake,1334327,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3
182,"Craving You","Thomas Rhett",1331187,https://open.spotify.com/track/2d48mamATjby7wgPjdrSOQ
183,"Bring It Back (with Drake & Mike WiLL Made-It)",Trouble,1330606,https://open.spotify.com/track/6wQlT5VQU5eM4NYBIJ6wO5
184,Saved,Khalid,1327023,https://open.spotify.com/track/248OFOZef6ShXv6DGgbnxU
185,"X (feat. Future)","21 Savage",1317977,https://open.spotify.com/track/6fwdbPMwP1zVStm8FybmkO
186,"When It Rains It Pours","Luke Combs",1312635,https://open.spotify.com/track/1mMLMZYXkMueg65jRRWG1l
187,"Heartache On The Dance Floor","Jon Pardi",1308623,https://open.spotify.com/track/0w3Q14i073jLoew1hgJkwD
188,Criminal,"Natti Natasha",1304797,https://open.spotify.com/track/6Za3190Sbw39BBC77WSS1C
189,Anywhere,"Rita Ora",1304729,https://open.spotify.com/track/7EI6Iki24tBHAMxtb4xQN2
190,Portland,Drake,1303804,https://open.spotify.com/track/2bjwRfXMk4uRgOD9IBYl9h
191,Mayores,"Becky G",1300513,https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau
192,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,1299033,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0
193,"Eye 2 Eye","Huncho Jack",1295916,https://open.spotify.com/track/4vwfOiyWxXeEdx4ejAJgdx
194,"Havana - Remix","Camila Cabello",1276913,https://open.spotify.com/track/3whrwq4DtvucphBPUogRuJ
195,"Danger (with Migos & Marshmello)",Migos,1276157,https://open.spotify.com/track/0nhVrTiCGiGRCoZOJiWzm1
196,"So Good (& Metro Boomin)","Big Sean",1273030,https://open.spotify.com/track/0fWBFDRTIuk8ZgNdZqhCer
197,"Motorcycle Patches","Huncho Jack",1272767,https://open.spotify.com/track/7g7raxdQpiLZT7aOlib4S1
198,"pick up the phone","Young Thug",1270760,https://open.spotify.com/track/20dP2DaMHIAmwWAbp7peSr
199,"Now Or Never",Halsey,1263910,https://open.spotify.com/track/7i2DJ88J7jQ8K7zqFX2fW8
200,"Good Old Days (feat. Kesha)",Macklemore,1253378,https://open.spotify.com/track/2Za1AlJNvksouPPWbXpR2X
