,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
55,"XO Tour Llif3","Lil Uzi Vert",3304389,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
56,"PICK IT UP (feat. A$AP Rocky)","Famous Dex",3282362,https://open.spotify.com/track/0dSIrRkA4PadGll16TgbnV
57,Familiar,"Liam Payne",3225759,https://open.spotify.com/track/0Y4hwUppbGc8aIBmiTz30A
58,"Without You (feat. Sandro Cavazza)",Avicii,3193289,https://open.spotify.com/track/6WbADFqMvR8N5u0BvtsWQE
59,"Bodak Yellow","Cardi B",3147985,https://open.spotify.com/track/6KBYefIoo7KydImq1uUQlL
60,"I Wanna Know (feat. Bea Miller)",NOTD,3137810,https://open.spotify.com/track/18W92Zm1KjLCbUIszOhpkD
61,X,"Nicky Jam",3059052,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
62,"Drip (feat. Migos)","Cardi B",3057008,https://open.spotify.com/track/2qcG0nZ6S3zZV0UrkY5nFo
63,changes,XXXTENTACION,3051220,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
64,Tequila,"Dan + Shay",3016073,https://open.spotify.com/track/7Il2yWQmsqKgSkLQvHTPUI
65,"Candy Paint","Post Malone",2978421,https://open.spotify.com/track/42CeaId2XNlxugDvyqHfDf
66,"Let Me",ZAYN,2977944,https://open.spotify.com/track/7Fg342AJtNsIDdwCfX0paC
67,Congratulations,"Post Malone",2956503,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
68,HUMBLE.,"Kendrick Lamar",2929794,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
69,"Jocelyn Flores",XXXTENTACION,2907222,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
70,"New Freezer (feat. Kendrick Lamar)","Rich The Kid",2863099,https://open.spotify.com/track/0eHCArTPhwUxatY7cEXRiK
71,"Bounce Out With That","YBN Nahmir",2834087,https://open.spotify.com/track/5lZsh9Qf7CbHI9Fcc7Zcsq
72,"Marry Me","Thomas Rhett",2827129,https://open.spotify.com/track/0OWZFobGSIW9GrSlQ9C5pc
73,"Plain Jane","A$AP Ferg",2765014,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9
74,"Pray For Me (with Kendrick Lamar)","The Weeknd",2761681,https://open.spotify.com/track/4ofvoCdXq99vpMZO4Cfp8x
75,"Like I Do","David Guetta",2761234,https://open.spotify.com/track/6RnkFd8Fqqgk1Uni8RgqCQ
76,"Hey Brother",Avicii,2748564,https://open.spotify.com/track/3zKST4nk4QJE77oLjUZ0Ng
77,"LOVE. FEAT. ZACARI.","Kendrick Lamar",2743493,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As
78,Beautiful,Bazzi,2742881,https://open.spotify.com/track/5TVirkSwFEXF1nLJEebe2I
79,"Waiting For Love",Avicii,2736246,https://open.spotify.com/track/6nsLzJfvp5OLd4mgqUJkpq
80,"Never Be the Same","Camila Cabello",2715247,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
81,"lovely (with Khalid)","Billie Eilish",2685236,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
82,"Nowadays (feat. Landon Cube)","Lil Skies",2669350,https://open.spotify.com/track/2u7mxWSeoqTXndK5e08jMp
83,"Try Me","The Weeknd",2668985,https://open.spotify.com/track/2poOAWEj1CStqTVPgIHZ8s
84,Somebody,"The Chainsmokers",2660027,https://open.spotify.com/track/3pWcj8hxj3fsb9TDAcMpEl
85,"Remind Me to Forget",Kygo,2658732,https://open.spotify.com/track/6xTU6B6nFwKKTSZ9ySXS80
86,"Creeping (feat. Rich the Kid)","Lil Skies",2654789,https://open.spotify.com/track/7ms3VzLTfr7fXNOqA4Mkx9
87,"Ring (feat. Kehlani)","Cardi B",2631835,https://open.spotify.com/track/5DfWF0jqMgZDCiu9zJENTA
88,"Barbie Tingz","Nicki Minaj",2610555,https://open.spotify.com/track/2qsQ8eVDPmobZpvDxQCVQu
89,1950,"King Princess",2607366,https://open.spotify.com/track/0CZ8lquoTX2Dkg7Ak2inwA
90,"Havana (feat. Young Thug)","Camila Cabello",2589806,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
91,"Bank Account","21 Savage",2583814,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
92,"Lonely Together (feat. Rita Ora)",Avicii,2579922,https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab
93,"Young Dumb & Broke",Khalid,2579711,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
94,"Say Something (feat. Chris Stapleton)","Justin Timberlake",2572776,https://open.spotify.com/track/1LhMopPAallLeaeNutqbgS
95,goosebumps,"Travis Scott",2565351,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
96,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,2563100,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
97,"You Make It Easy","Jason Aldean",2528086,https://open.spotify.com/track/6EGAfJaLUFzhS4zRBIEQ2J
98,Heaven,"Kane Brown",2525142,https://open.spotify.com/track/1HXy5I3HTWq8OvxCn0z7G7
99,"No Role Modelz","J. Cole",2480726,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
100,GOTTI,6ix9ine,2423241,https://open.spotify.com/track/27oFpFktCq9JIXjJQRuv7a
101,IDGAF,"Dua Lipa",2393465,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
102,"Guatemala (feat. Slim Jxmmi) - From Swaecation","Rae Sremmurd",2388758,https://open.spotify.com/track/6sTDhYVVXU3HSDuG7mBLRU
103,"CLOSE (feat. Travis Scott) - From SR3MM","Rae Sremmurd",2388558,https://open.spotify.com/track/3qKCDFZp192KBEEtFj7fDa
104,Location,Khalid,2368472,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
105,"BUTTERFLY EFFECT","Travis Scott",2366874,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX
106,Betrayed,"Lil Xan",2353247,https://open.spotify.com/track/4vaxvNDaLSoD36iZX515ug
107,"No Limit",G-Eazy,2351003,https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW
108,"Finesse - Remix; feat. Cardi B","Bruno Mars",2332049,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
109,"A$AP Forever (feat. Moby)","A$AP Rocky",2329785,https://open.spotify.com/track/1YmF9PvLhIISIANoMLIYGq
110,"Best Life (feat. Chance The Rapper)","Cardi B",2328200,https://open.spotify.com/track/00B7TZ0Xawar6NZ00JFomN
111,"Outside Today","YoungBoy Never Broke Again",2324174,https://open.spotify.com/track/5Qx9hngUBr30JFrNua7yp4
112,"Pineapple (feat. Gucci Mane & Quavo)","Ty Dolla $ign",2303874,https://open.spotify.com/track/0TFVOjSvPTjFHkiZZekK5k
113,MotorSport,Migos,2291352,https://open.spotify.com/track/4wFjTWCunQFKtukqrNijEt
114,"44 More",Logic,2243552,https://open.spotify.com/track/3e7Y6sfFlIdBMJhX7wpqVO
115,1-800-273-8255,Logic,2231524,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
116,"Roll In Peace (feat. XXXTENTACION)","Kodak Black",2228104,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI
117,Unforgettable,"French Montana",2223062,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
118,Youngblood,"5 Seconds of Summer",2217337,https://open.spotify.com/track/55S2PQgSMYAhgoTCcGCDfw
119,Bickenhead,"Cardi B",2186184,https://open.spotify.com/track/17Yq72h0p15OhCbZ5lJ5gd
120,"Sky Walker (feat. Travis Scott)",Miguel,2182918,https://open.spotify.com/track/5WoaF1B5XIEnWfmb5NZikf
121,"Let You Down",NF,2173028,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
122,"New Rules","Dua Lipa",2165803,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
123,"Lemon (feat. Drake) - Drake Remix",N.E.R.D,2140601,https://open.spotify.com/track/739vCwA3EpBSkk3uDsI2wB
124,"I Get the Bag (feat. Migos)","Gucci Mane",2113568,https://open.spotify.com/track/1XRgIKC5TPwo7nWGyKqgG0
125,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,2066229,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
126,"Te Boté - Remix","Nio Garcia",2037245,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
127,Perfect,"Ed Sheeran",2032881,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
128,2002,Anne-Marie,2032121,https://open.spotify.com/track/4Pbg79cTBu4vgSphoyNq3j
129,Thunder,"Imagine Dragons",2026046,https://open.spotify.com/track/26gceVsA1ybT8qsX3aYLEn
130,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",2010695,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
131,"Hurt You","The Weeknd",1998595,https://open.spotify.com/track/13wNEvWmBsWaWVtiLPRIW5
132,Silence,Marshmello,1974992,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
133,"The Nights",Avicii,1973199,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
134,"Thru Your Phone","Cardi B",1920806,https://open.spotify.com/track/74cVJfmK18rhWnscIpGXjt
135,DNA.,"Kendrick Lamar",1907719,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj
136,Narcos,Migos,1898679,https://open.spotify.com/track/0wbnC9AUenxp613TYaJsGK
137,Paramedic!,"SOB X RBE",1897571,https://open.spotify.com/track/2tPcTFiQF9MbVUyjZ3zDhA
138,"Babe (feat. Taylor Swift)",Sugarland,1890374,https://open.spotify.com/track/7FFfYM4JE1vj5n4rhHxg8q
139,"Go Flex","Post Malone",1888337,https://open.spotify.com/track/5yuShbu70mtHXY0yLzCQLQ
140,"Codeine Dreaming (feat. Lil Wayne)","Kodak Black",1886208,https://open.spotify.com/track/4DTpngLjoHj5gFxEZFeD3J
141,"Everybody Dies In Their Nightmares",XXXTENTACION,1882382,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
142,"Chasing Fire",Lauv,1869945,https://open.spotify.com/track/1xy4apMFecGGkgBeaHFZ2M
143,"420 Freestyle","Wiz Khalifa",1862236,https://open.spotify.com/track/3gbN8NCqagIB9JO567Nw5C
144,"The Way Life Goes (feat. Oh Wonder)","Lil Uzi Vert",1860698,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc
145,"Bad Company (feat. BlocBoy JB)","A$AP Rocky",1855854,https://open.spotify.com/track/3ZYwSDF9knZI0RVlKR4PHC
146,"Wanted You (feat. Lil Uzi Vert)",NAV,1845554,https://open.spotify.com/track/790MhTXPFrYkrqCKvpg4t1
147,"All Girls Are The Same","Juice WRLD",1844597,https://open.spotify.com/track/1dNyRyz1QBN9kO1etUs1PI
148,"the remedy for a broken heart (why am I so in love)",XXXTENTACION,1841624,https://open.spotify.com/track/4UKCKdYiLN6IMA5ZESUTL7
149,"Sorry Not Sorry","Demi Lovato",1832310,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P
150,"Rubbin off the Paint","YBN Nahmir",1821024,https://open.spotify.com/track/1QRJb5VY3sIkCKcTuIKCrk
151,Believer,"Imagine Dragons",1808997,https://open.spotify.com/track/7Izh7zLJGw1Nscd62Exxj4
152,"X (with 2 Chainz & Saudi)","ScHoolboy Q",1803649,https://open.spotify.com/track/4LmAnpjlhWTahvRkYR8xJa
153,"Drowning (feat. Kodak Black)","A Boogie Wit da Hoodie",1796535,https://open.spotify.com/track/1f5cbQtDrykjarZVrShaDI
154,"I Was Never There","The Weeknd",1773918,https://open.spotify.com/track/56d6kYZhfhzpoC3s1dRU2V
155,Redbone,"Childish Gambino",1728761,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y
156,"White Iverson","Post Malone",1721218,https://open.spotify.com/track/6eT7xZZlB2mwyzJ2sUKG6w
157,"Body Like A Back Road","Sam Hunt",1718894,https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO
158,"Money Bag","Cardi B",1715357,https://open.spotify.com/track/1vBeIXlzbAieGoDqInav5j
159,"Shape of You","Ed Sheeran",1714719,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
160,"Aries (YuGo) (feat. Pharrell & Station Wagon P)","Mike WiLL Made-It",1709982,https://open.spotify.com/track/59LUh4amaXhgrWh6mWKbCn
161,Passionfruit,Drake,1702597,https://open.spotify.com/track/5mCPDVBb16L4XQwDdbRUpz
162,"Singles You Up","Jordan Davis",1697801,https://open.spotify.com/track/4LiMQ6G9n84rDUBs9wtwz6
163,Yours,"Russell Dickerson",1695716,https://open.spotify.com/track/6RSNKGdv3nDTHqgw4bdzyF
164,"She Bad","Cardi B",1689525,https://open.spotify.com/track/0CfmNX2TXk7yoJqHJiixnp
165,"Get Up 10","Cardi B",1686865,https://open.spotify.com/track/7p2ewixAShLpjDZrnzZK7c
166,Privilege,"The Weeknd",1685747,https://open.spotify.com/track/26Fqtv4Aa7kyd1WWGHai6A
167,"Dark Knight Dummo (Feat. Travis Scott)","Trippie Redd",1685194,https://open.spotify.com/track/3YeJXuRSNS5FYwOsDu44kD
168,"I Like Me Better",Lauv,1670468,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9
169,"Who Run It (Remix) [Feat. Lil Uzi Vert]","G Herbo",1656573,https://open.spotify.com/track/36fmvm49vZC9VM5X2DQJVe
170,"Love Galore (feat. Travis Scott)",SZA,1647797,https://open.spotify.com/track/0q75NwOoFiARAVp4EXU4Bs
171,"Mad Love","Sean Paul",1646697,https://open.spotify.com/track/3soOPBuMK8YMdWnV7xpEyf
172,"Anybody (feat. Nicki Minaj)","Young Thug",1643443,https://open.spotify.com/track/5I30ByMf5nhgbSokY1EZiN
173,"Losin Control",Russ,1641938,https://open.spotify.com/track/4cxMGhkinTocPSVVKWIw0d
174,"Rewrite The Stars","Zac Efron",1641897,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN
175,"It's A Vibe","2 Chainz",1630266,https://open.spotify.com/track/6H0AwSQ20mo62jGlPGB8S6
176,Wolves,"Selena Gomez",1625863,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
177,"Wet Dreamz","J. Cole",1616507,https://open.spotify.com/track/6Ius4TC0L3cN74HT7ENE6e
178,"This Is Me","Keala Settle",1609583,https://open.spotify.com/track/2xGjteMU3E1tkEPVFBO08U
179,Dura,"Daddy Yankee",1601140,https://open.spotify.com/track/2j2fIJGh4PMdXt9ULI5Tlc
180,BILLY,6ix9ine,1595209,https://open.spotify.com/track/5KhFaq45chTw8RGfWo8T8J
181,"When It Rains It Pours","Luke Combs",1590147,https://open.spotify.com/track/1mMLMZYXkMueg65jRRWG1l
182,"Him & I (with Halsey)",G-Eazy,1589264,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4
183,"Home With You","Madison Beer",1578414,https://open.spotify.com/track/11GGSyTB8cS9TgONHBOhEX
184,"Feel It Still","Portugal. The Man",1573704,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
185,"Too Good At Goodbyes","Sam Smith",1572905,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
186,"Take Back Home Girl (Feat. Tori Kelly)","Chris Lane",1566652,https://open.spotify.com/track/4fv0mLkB3wY4Z2GAG1mWAN
187,"One Dance",Drake,1559525,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3
188,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","Sofia Reyes",1553707,https://open.spotify.com/track/4QtiVmuA88tPQiCOHZuQ5b
189,Flames,"David Guetta",1550103,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
190,Unforgettable,"Thomas Rhett",1508316,https://open.spotify.com/track/30MM5jWpUmOxtTNd9Ey5LZ
191,123,Smokepurpp,1503785,https://open.spotify.com/track/0MHPgpKYfTVml3qEXspnLQ
192,"What Ifs (feat. Lauren Alaina)","Kane Brown",1500917,https://open.spotify.com/track/7zVCrzzEJU7u24sbJPXA5W
193,"Bad At Love",Halsey,1500328,https://open.spotify.com/track/7y9iMe8SOB6z3NoHE2OfXl
194,"Slippery (feat. Gucci Mane)",Migos,1498534,https://open.spotify.com/track/6p8NuHm8uCGnn2Dtbtf7zE
195,GUMMO,6ix9ine,1492775,https://open.spotify.com/track/4HbiCvH1R7mVOJ7KY7JQBD
196,"Whatever It Takes","Imagine Dragons",1490066,https://open.spotify.com/track/7F3uo3304R2CTvOseU3H7u
197,"Written in the Sand","Old Dominion",1484517,https://open.spotify.com/track/2A69wys3S9uiPSmn6UZWJn
198,"Say You Won't Let Go","James Arthur",1483718,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
199,"Lost In Japan","Shawn Mendes",1478789,https://open.spotify.com/track/7wvYmO5QscgIDDT0eNwbYX
200,"Gucci Gang","Lil Pump",1477770,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
