,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
29,"Walk It Talk It",Migos,6325018,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
30,ATM,"J. Cole",6110698,https://open.spotify.com/track/2UciqgwVDwro0fev3MFbxJ
31,"Freaky Friday (feat. Chris Brown)","Lil Dicky",6032617,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
32,JAPAN,"Famous Dex",5852480,https://open.spotify.com/track/5PTG6rrL6EPFD9E2QMI2pl
33,Motiv8,"J. Cole",5606320,https://open.spotify.com/track/1AT4xjNarTswd0UZ5FlmKF
34,"Love Lies (with Normani)",Khalid,5516663,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
35,OTW,Khalid,5509883,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
36,"Ric Flair Drip (& Metro Boomin)",Offset,5392642,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
37,"1985 - Intro to “The Fall Off”","J. Cole",5061793,https://open.spotify.com/track/7EulRO07ZgchxqKUHb8Pvc
38,"Powerglide (feat. Juicy J)","Rae Sremmurd",5049380,https://open.spotify.com/track/2yUbCEiaolfSMluDo9RMmG
39,"I Fall Apart","Post Malone",5039408,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
40,"The Middle",Zedd,4959808,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
41,"Be Careful","Cardi B",4877215,https://open.spotify.com/track/2Yl4OmDby9iitgNWZPwxkd
42,Famous,"Mason Ramsey",4790449,https://open.spotify.com/track/2HGymMoOdB4ZYv0AAqYmgF
43,"Playinwitme (feat. Kehlani)",KYLE,4784330,https://open.spotify.com/track/43cFjTTCD9Cni4aSL0sORz
44,"One Kiss (with Dua Lipa)","Calvin Harris",4720345,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
45,Photograph,"J. Cole",4541684,https://open.spotify.com/track/0bhnUFDQFCEHCBlsQfHnj5
46,Mine,Bazzi,4433888,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
47,Moonlight,XXXTENTACION,4394928,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
48,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",4388691,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
49,FRIENDS,Marshmello,4129036,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
50,"King's Dead (with Kendrick Lamar, Future & James Blake)","Jay Rock",4091482,https://open.spotify.com/track/51rXHuKN8Loc4sUlKPODgH
51,"Stir Fry",Migos,4047057,https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf
52,"All The Stars (with SZA)","Kendrick Lamar",3932572,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
53,Esskeetit,"Lil Pump",3693449,https://open.spotify.com/track/44KKhCyI0BGS6LvVyDqJtH
54,BRACKETS,"J. Cole",3494865,https://open.spotify.com/track/5sWbwccBcyHsg5LEKWGZo9
55,"XO Tour Llif3","Lil Uzi Vert",3378109,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
56,"The Cut Off (feat. kiLL edward)","J. Cole",3363390,https://open.spotify.com/track/3rFF7kSm5qBOOPs6ljFgPp
57,Chun-Li,"Nicki Minaj",3275507,https://open.spotify.com/track/2gTYVoQCUh0QNUaFix01ld
58,"Window Pain - Outro","J. Cole",3206798,https://open.spotify.com/track/5Lgqu1th1KqlG97OF2gWGe
59,Congratulations,"Post Malone",3203130,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
60,"Red Roses (feat. Landon Cube)","Lil Skies",3200238,https://open.spotify.com/track/3ZhTT6yjZwpPph5MIJ53XY
61,"PICK IT UP (feat. A$AP Rocky)","Famous Dex",3103058,https://open.spotify.com/track/0dSIrRkA4PadGll16TgbnV
62,"1942 (feat. Yo Gotti & YBN Nahmir)",G-Eazy,3030583,https://open.spotify.com/track/794QVQtFNy7hvtjQP1keQd
63,Delicate,"Taylor Swift",2944090,https://open.spotify.com/track/6NFyWDv5CjfwuzoCkw47Xf
64,"In My Blood","Shawn Mendes",2924948,https://open.spotify.com/track/79jX8RM5CgPqDKdGEKNW9K
65,Nevermind,"Dennis Lloyd",2923712,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
66,"Jocelyn Flores",XXXTENTACION,2892969,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
67,"FRIENDS (feat. kiLL edward)","J. Cole",2888486,https://open.spotify.com/track/6onwlDmIVKE8bBgyBRSuS0
68,"Bartier Cardi (feat. 21 Savage)","Cardi B",2831648,https://open.spotify.com/track/0dIoGTQXDh1wVnhIiSyYEa
69,changes,XXXTENTACION,2807976,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
70,"Wasted Times","The Weeknd",2795602,https://open.spotify.com/track/72TyiiduRmczEbDIEtKQdR
71,"I Wanna Know (feat. Bea Miller)",NOTD,2781060,https://open.spotify.com/track/2og9I9rQwr2XdTLJUupfT1
72,Everyday,Logic,2777117,https://open.spotify.com/track/4EAV2cKiqKP5UPZmY6dejk
73,"Remind Me to Forget",Kygo,2765720,https://open.spotify.com/track/6xTU6B6nFwKKTSZ9ySXS80
74,"Young Dumb & Broke",Khalid,2752927,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
75,HUMBLE.,"Kendrick Lamar",2743987,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
76,"Lift Yourself","Kanye West",2731232,https://open.spotify.com/track/3uYDO9dPLTVrgfwg7EYXSf
77,"I Do (feat. SZA)","Cardi B",2701819,https://open.spotify.com/track/1f5PNhkNgUpvDEeZfcIlO1
78,"Outside Today","YoungBoy Never Broke Again",2697176,https://open.spotify.com/track/5PIfH6BzcmH04RDmtzF0BN
79,"Ye vs. the People (starring TI as the People)","Kanye West",2695595,https://open.spotify.com/track/69b0SDYOymaqYwm3la237H
80,"Drip (feat. Migos)","Cardi B",2672144,https://open.spotify.com/track/2qcG0nZ6S3zZV0UrkY5nFo
81,"Once an Addict - Interlude","J. Cole",2669631,https://open.spotify.com/track/0Px86mRlxdB3YqpK6KXWlr
82,"lovely (with Khalid)","Billie Eilish",2668638,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
83,X,"Nicky Jam",2665285,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
84,"Plain Jane","A$AP Ferg",2651936,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9
85,"Bodak Yellow","Cardi B",2632219,https://open.spotify.com/track/6KBYefIoo7KydImq1uUQlL
86,"Nowadays (feat. Landon Cube)","Lil Skies",2626199,https://open.spotify.com/track/2u7mxWSeoqTXndK5e08jMp
87,Tequila,"Dan + Shay",2622972,https://open.spotify.com/track/7Il2yWQmsqKgSkLQvHTPUI
88,"Bounce Out With That","YBN Nahmir",2613232,https://open.spotify.com/track/5lZsh9Qf7CbHI9Fcc7Zcsq
89,"New Freezer (feat. Kendrick Lamar)","Rich The Kid",2580127,https://open.spotify.com/track/0eHCArTPhwUxatY7cEXRiK
90,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,2569797,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
91,goosebumps,"Travis Scott",2560720,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
92,Youngblood,"5 Seconds of Summer",2548890,https://open.spotify.com/track/55S2PQgSMYAhgoTCcGCDfw
93,"Pray For Me (with Kendrick Lamar)","The Weeknd",2516872,https://open.spotify.com/track/4ofvoCdXq99vpMZO4Cfp8x
94,"Havana (feat. Young Thug)","Camila Cabello",2502659,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
95,"Never Be the Same","Camila Cabello",2493452,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
96,Beautiful,Bazzi,2459555,https://open.spotify.com/track/5TVirkSwFEXF1nLJEebe2I
97,"LOVE. FEAT. ZACARI.","Kendrick Lamar",2444072,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As
98,"Bank Account","21 Savage",2436514,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
99,Betrayed,"Lil Xan",2393786,https://open.spotify.com/track/4vaxvNDaLSoD36iZX515ug
100,"BUTTERFLY EFFECT","Travis Scott",2361250,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX
101,"Te Boté - Remix","Nio Garcia",2342076,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
102,Heaven,"Kane Brown",2328329,https://open.spotify.com/track/1HXy5I3HTWq8OvxCn0z7G7
103,"You Make It Easy","Jason Aldean",2317342,https://open.spotify.com/track/6EGAfJaLUFzhS4zRBIEQ2J
104,Location,Khalid,2315553,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
105,"Let Me",ZAYN,2270931,https://open.spotify.com/track/7Fg342AJtNsIDdwCfX0paC
106,MotorSport,Migos,2218851,https://open.spotify.com/track/4wFjTWCunQFKtukqrNijEt
107,"Roll In Peace (feat. XXXTENTACION)","Kodak Black",2218042,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI
108,"Say Something (feat. Chris Stapleton)","Justin Timberlake",2217089,https://open.spotify.com/track/1LhMopPAallLeaeNutqbgS
109,"Like I Do","David Guetta",2201681,https://open.spotify.com/track/6RnkFd8Fqqgk1Uni8RgqCQ
110,Somebody,"The Chainsmokers",2180730,https://open.spotify.com/track/3pWcj8hxj3fsb9TDAcMpEl
111,"No Limit",G-Eazy,2175148,https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW
112,1950,"King Princess",2168106,https://open.spotify.com/track/0CZ8lquoTX2Dkg7Ak2inwA
113,"Finesse - Remix; feat. Cardi B","Bruno Mars",2161806,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
114,"2 Vaults (feat. Lil Yachty)","Tee Grizzley",2160003,https://open.spotify.com/track/0KmgnnbSO6Iqye27Rdtv13
115,1-800-273-8255,Logic,2144283,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
116,IDGAF,"Dua Lipa",2142656,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
117,"Go Flex","Post Malone",2139123,https://open.spotify.com/track/5yuShbu70mtHXY0yLzCQLQ
118,"Ring (feat. Kehlani)","Cardi B",2119085,https://open.spotify.com/track/5DfWF0jqMgZDCiu9zJENTA
119,"Marry Me","Thomas Rhett",2094287,https://open.spotify.com/track/0OWZFobGSIW9GrSlQ9C5pc
120,"Let You Down",NF,2051212,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
121,Unforgettable,"French Montana",2044942,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
122,"Sky Walker (feat. Travis Scott)",Miguel,2032777,https://open.spotify.com/track/5WoaF1B5XIEnWfmb5NZikf
123,"New Rules","Dua Lipa",2026434,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
124,"Creeping (feat. Rich the Kid)","Lil Skies",1997919,https://open.spotify.com/track/7ms3VzLTfr7fXNOqA4Mkx9
125,Thunder,"Imagine Dragons",1990403,https://open.spotify.com/track/26gceVsA1ybT8qsX3aYLEn
126,GOTTI,6ix9ine,1981861,https://open.spotify.com/track/27oFpFktCq9JIXjJQRuv7a
127,"All Girls Are The Same","Juice WRLD",1979463,https://open.spotify.com/track/1dNyRyz1QBN9kO1etUs1PI
128,"I Get the Bag (feat. Migos)","Gucci Mane",1972453,https://open.spotify.com/track/1XRgIKC5TPwo7nWGyKqgG0
129,Perfect,"Ed Sheeran",1967299,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
130,"Codeine Dreaming (feat. Lil Wayne)","Kodak Black",1956626,https://open.spotify.com/track/4DTpngLjoHj5gFxEZFeD3J
131,"No Role Modelz","J. Cole",1939253,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
132,"The Way Life Goes (feat. Oh Wonder)","Lil Uzi Vert",1924514,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc
133,"White Iverson","Post Malone",1917851,https://open.spotify.com/track/6eT7xZZlB2mwyzJ2sUKG6w
134,2002,Anne-Marie,1917390,https://open.spotify.com/track/6SFStUDQZNaGPKWOx9ZiJB
135,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",1881305,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
136,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,1875725,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
137,"Try Me","The Weeknd",1872250,https://open.spotify.com/track/2poOAWEj1CStqTVPgIHZ8s
138,"Drowning (feat. Kodak Black)","A Boogie Wit da Hoodie",1864144,https://open.spotify.com/track/1f5cbQtDrykjarZVrShaDI
139,"Wake Me Up - Radio Edit",Avicii,1858212,https://open.spotify.com/track/6g1NlCpW7fgqDnWbCCDrHl
140,Familiar,"Liam Payne",1857498,https://open.spotify.com/track/0Y4hwUppbGc8aIBmiTz30A
141,Silence,Marshmello,1857284,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
142,"Everybody Dies In Their Nightmares",XXXTENTACION,1850608,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
143,"Wanted You (feat. Lil Uzi Vert)",NAV,1845646,https://open.spotify.com/track/790MhTXPFrYkrqCKvpg4t1
144,"Best Life (feat. Chance The Rapper)","Cardi B",1833301,https://open.spotify.com/track/00B7TZ0Xawar6NZ00JFomN
145,"CLOSE (feat. Travis Scott) - From SR3MM","Rae Sremmurd",1825158,https://open.spotify.com/track/3qKCDFZp192KBEEtFj7fDa
146,Narcos,Migos,1817202,https://open.spotify.com/track/0wbnC9AUenxp613TYaJsGK
147,"Sorry Not Sorry","Demi Lovato",1799599,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P
148,"Pineapple (feat. Gucci Mane & Quavo)","Ty Dolla $ign",1796377,https://open.spotify.com/track/0TFVOjSvPTjFHkiZZekK5k
149,Believer,"Imagine Dragons",1783379,https://open.spotify.com/track/7Izh7zLJGw1Nscd62Exxj4
150,"Body Like A Back Road","Sam Hunt",1772318,https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO
151,"44 More",Logic,1755959,https://open.spotify.com/track/3e7Y6sfFlIdBMJhX7wpqVO
152,"Rubbin off the Paint","YBN Nahmir",1753575,https://open.spotify.com/track/1QRJb5VY3sIkCKcTuIKCrk
153,"Guatemala (feat. Slim Jxmmi) - From Swaecation","Rae Sremmurd",1734723,https://open.spotify.com/track/6sTDhYVVXU3HSDuG7mBLRU
154,DNA.,"Kendrick Lamar",1731869,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj
155,"One Number Away","Luke Combs",1730846,https://open.spotify.com/track/4gB7HrYHbJVJ5RFOjxmoq4
156,"Lemon (feat. Drake) - Drake Remix",N.E.R.D,1721387,https://open.spotify.com/track/739vCwA3EpBSkk3uDsI2wB
157,"the remedy for a broken heart (why am I so in love)",XXXTENTACION,1718901,https://open.spotify.com/track/4UKCKdYiLN6IMA5ZESUTL7
158,"A$AP Forever (feat. Moby)","A$AP Rocky",1701961,https://open.spotify.com/track/1YmF9PvLhIISIANoMLIYGq
159,Intro,"J. Cole",1687103,https://open.spotify.com/track/2AfWCBwGGCsZtvVnGF3QYE
160,"Shape of You","Ed Sheeran",1682181,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
161,Unforgettable,"Thomas Rhett",1675735,https://open.spotify.com/track/30MM5jWpUmOxtTNd9Ey5LZ
162,"When It Rains It Pours","Luke Combs",1669140,https://open.spotify.com/track/1mMLMZYXkMueg65jRRWG1l
163,"Dark Knight Dummo (Feat. Travis Scott)","Trippie Redd",1655870,https://open.spotify.com/track/3YeJXuRSNS5FYwOsDu44kD
164,Paramedic!,"SOB X RBE",1640181,https://open.spotify.com/track/2tPcTFiQF9MbVUyjZ3zDhA
165,"Barbie Tingz","Nicki Minaj",1639030,https://open.spotify.com/track/2qsQ8eVDPmobZpvDxQCVQu
166,"I Like Me Better",Lauv,1629379,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9
167,Passionfruit,Drake,1626326,https://open.spotify.com/track/5mCPDVBb16L4XQwDdbRUpz
168,"Chasing Fire",Lauv,1624355,https://open.spotify.com/track/1xy4apMFecGGkgBeaHFZ2M
169,"Losin Control",Russ,1618830,https://open.spotify.com/track/4cxMGhkinTocPSVVKWIw0d
170,"Wish (feat. Trippie Redd)",Diplo,1607094,https://open.spotify.com/track/0HriJqzc3lu73JzL2pS1sD
171,Redbone,"Childish Gambino",1602579,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y
172,Wolves,"Selena Gomez",1598800,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
173,"X (with 2 Chainz & Saudi)","ScHoolboy Q",1593191,https://open.spotify.com/track/4LmAnpjlhWTahvRkYR8xJa
174,"Diamond Teeth Samurai","YoungBoy Never Broke Again",1584439,https://open.spotify.com/track/1kba7DS6vtzVlbEcPA9cqO
175,"Love Galore (feat. Travis Scott)",SZA,1575327,https://open.spotify.com/track/0q75NwOoFiARAVp4EXU4Bs
176,Bickenhead,"Cardi B",1563140,https://open.spotify.com/track/17Yq72h0p15OhCbZ5lJ5gd
177,"Thru Your Phone","Cardi B",1562031,https://open.spotify.com/track/74cVJfmK18rhWnscIpGXjt
178,"One Dance",Drake,1553443,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3
179,"Rewrite The Stars","Zac Efron",1552667,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN
180,"Slippery (feat. Gucci Mane)",Migos,1551563,https://open.spotify.com/track/6p8NuHm8uCGnn2Dtbtf7zE
181,"Feel It Still","Portugal. The Man",1549295,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
182,"This Is Me","Keala Settle",1530889,https://open.spotify.com/track/2xGjteMU3E1tkEPVFBO08U
183,"What Ifs (feat. Lauren Alaina)","Kane Brown",1525342,https://open.spotify.com/track/7zVCrzzEJU7u24sbJPXA5W
184,"Him & I (with Halsey)",G-Eazy,1525176,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4
185,"Hurt You","The Weeknd",1517710,https://open.spotify.com/track/13wNEvWmBsWaWVtiLPRIW5
186,Flames,"David Guetta",1509536,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
187,"Too Good At Goodbyes","Sam Smith",1506790,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
188,"Relationship (feat. Future)","Young Thug",1501732,https://open.spotify.com/track/25oOaleife6E2MIKmFkPvg
189,"Say You Won't Let Go","James Arthur",1498500,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
190,"Whatever It Takes","Imagine Dragons",1494973,https://open.spotify.com/track/7F3uo3304R2CTvOseU3H7u
191,"Singles You Up","Jordan Davis",1477278,https://open.spotify.com/track/4LiMQ6G9n84rDUBs9wtwz6
192,"No Option","Post Malone",1473914,https://open.spotify.com/track/6M0IsaUX4GNyto4niSegfI
193,"It's A Vibe","2 Chainz",1470706,https://open.spotify.com/track/6H0AwSQ20mo62jGlPGB8S6
194,"iSpy (feat. Lil Yachty)",KYLE,1462659,https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL
195,"Small Town Boy","Dustin Lynch",1457705,https://open.spotify.com/track/2YMhrXQYKkm4kXLcXKKd5z
196,Dura,"Daddy Yankee",1452680,https://open.spotify.com/track/2j2fIJGh4PMdXt9ULI5Tlc
197,"Home With You","Madison Beer",1446545,https://open.spotify.com/track/11GGSyTB8cS9TgONHBOhEX
198,"Gucci Gang","Lil Pump",1443197,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
199,"Bad At Love",Halsey,1437163,https://open.spotify.com/track/7y9iMe8SOB6z3NoHE2OfXl
200,BILLY,6ix9ine,1429105,https://open.spotify.com/track/5KhFaq45chTw8RGfWo8T8J
