,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"I Love It (& Lil Pump)","Kanye West",11068614,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
2,"SICKO MODE","Travis Scott",10454886,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
3,"Lucky You (feat. Joyner Lucas)",Eminem,10393871,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0
4,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,9539832,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
5,"Lucid Dreams","Juice WRLD",9356078,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
6,"In My Feelings",Drake,7978930,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
7,Nonstop,Drake,7211870,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
8,SAD!,XXXTENTACION,6983175,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
9,"The Ringer",Eminem,6585647,https://open.spotify.com/track/2jt2WxXMCD4zjACthkJQVE
10,"Self Care","Mac Miller",6502948,https://open.spotify.com/track/5bJ1DrEM4hNCafcDd1oxHx
11,Happier,Marshmello,6484136,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
12,Moonlight,XXXTENTACION,6471939,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
13,"Taste (feat. Offset)",Tyga,6259188,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
14,"Eastside (with Halsey & Khalid)","benny blanco",6222682,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
15,"Better Now","Post Malone",5770579,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
16,"Yes Indeed","Lil Baby",5730121,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
17,"Mo Bamba","Sheck Wes",5474774,https://open.spotify.com/track/3QybPutx0Tjk472bBKjNWn
18,"I Like It","Cardi B",5232498,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
19,STARGAZING,"Travis Scott",5015008,https://open.spotify.com/track/7wBJfHzpfI3032CSD7CE2m
20,"Not Alike (feat. Royce Da 5'9)",Eminem,4968091,https://open.spotify.com/track/28FGV3ORH14MYORd7s5dlU
21,breathin,"Ariana Grande",4960557,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J
22,Fall,Eminem,4780041,https://open.spotify.com/track/58QhkbaAkLFnn7JwAnAato
23,"No Brainer","DJ Khaled",4692629,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8
24,"Girls Like You (feat. Cardi B)","Maroon 5",4674114,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
25,"Promises (with Sam Smith)","Calvin Harris",4607138,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
26,"Jocelyn Flores",XXXTENTACION,4557264,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
27,"Electricity (with Dua Lipa)","Silk City",4437206,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk
28,"God is a woman","Ariana Grande",4435064,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C
29,"Lean Wit Me","Juice WRLD",4362429,https://open.spotify.com/track/29tc0GbW0pTSBZSCZF3NWk
30,Natural,"Imagine Dragons",4321554,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP
31,Greatest,Eminem,4285149,https://open.spotify.com/track/2XTquzYQAdT1Hk78bOUwsv
32,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,4267267,https://open.spotify.com/track/0ZNrc4kNeQYD9koZ3KvCsy
33,"All Girls Are The Same","Juice WRLD",4254127,https://open.spotify.com/track/0XySogm94T51XF5F2jumXm
34,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,4215257,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
35,"Be Alright","Dean Lewis",4093934,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
36,"Psycho (feat. Ty Dolla $ign)","Post Malone",4010068,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
37,Noticed,"Lil Mosey",3985355,https://open.spotify.com/track/7d6XJZjnm7iWcKwYL9z5kC
38,Ladders,"Mac Miller",3968985,https://open.spotify.com/track/39NDBdU5Xkm5pCFGa5kZtI
39,Youngblood,"5 Seconds of Summer",3915676,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
40,"God's Plan",Drake,3884677,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
41,Kamikaze,Eminem,3842415,https://open.spotify.com/track/2gsNpSn7VvvJuSrIDfRoYy
42,changes,XXXTENTACION,3801718,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
43,"Wasted (feat. Lil Uzi Vert)","Juice WRLD",3801570,https://open.spotify.com/track/3obgSF06ki98lYNLNq5vCB
44,"Nice For What",Drake,3683992,https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw
45,"Come Back to Earth","Mac Miller",3623061,https://open.spotify.com/track/01z2fBGB8Hl3Jd3zXe4IXR
46,"Hurt Feelings","Mac Miller",3612175,https://open.spotify.com/track/5p7GiBZNL1afJJDUrOA6C8
47,YOSEMITE,"Travis Scott",3528385,https://open.spotify.com/track/7lAK3oHbfEnvUQWosrMMpR
48,"WORKIN ME",Quavo,3480737,https://open.spotify.com/track/33tNYw9oMtSkGe27NpgS64
49,"rockstar (feat. 21 Savage)","Post Malone",3443065,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
50,"Beautiful (feat. Camila Cabello)",Bazzi,3385368,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF
51,"Taking A Walk","Trippie Redd",3372478,https://open.spotify.com/track/4mHgYpuGHu99Mw69E83CP2
52,"Drew Barrymore","Bryce Vine",3343121,https://open.spotify.com/track/0OgGn1ofaj55l2PcihQQGV
53,Thunderclouds,Sia,3215699,https://open.spotify.com/track/5a8RPWgKSmcGBGcffmIrUi
54,"Praise The Lord (Da Shine) (feat. Skepta)","A$AP Rocky",3206592,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
55,"Look Alive (feat. Drake)","BlocBoy JB",3186485,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
56,"I Fall Apart","Post Malone",3096446,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
57,"Body (feat. brando)","Loud Luxury",3008126,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
58,"no tears left to cry","Ariana Grande",2991131,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo
59,BEBE,6ix9ine,2979952,https://open.spotify.com/track/7ATATJztoWLcqDAcVVof0C
60,"Leave Me Alone","Flipp Dinero",2958341,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g
61,Normal,Eminem,2938584,https://open.spotify.com/track/0evt4UZbdhnHtcAnxkm6A1
62,"Everybody Dies In Their Nightmares",XXXTENTACION,2918685,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
63,"Feels Like Summer","Childish Gambino",2854253,https://open.spotify.com/track/7p4vHnYXkxlzvfePJVpcTr
64,"Hopeless Romantic (feat. Swae Lee)","Wiz Khalifa",2841490,https://open.spotify.com/track/7IBSffWIu7P2MC7kMwy2FM
65,"What's the Use?","Mac Miller",2836032,https://open.spotify.com/track/2dgrYdgguVZKeCsrVb9XEs
66,"Jackie Chan",Tiësto,2831946,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
67,"Love Lies (with Normani)",Khalid,2795423,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
68,"Venom - Music From The Motion Picture",Eminem,2718591,https://open.spotify.com/track/2SL6oP2YAEQbqsrkOzRGO4
69,"Weekend (feat. Miguel)","Mac Miller",2711372,https://open.spotify.com/track/6GnhWMhgJb7uyiiPEiEkDA
70,"Stepping Stone",Eminem,2689069,https://open.spotify.com/track/60Z57Wdrn0pEVpHI7d7GAX
71,SWISH,Tyga,2677496,https://open.spotify.com/track/55GiOwtxNajXVbpjjIzMnD
72,"Ric Flair Drip (& Metro Boomin)",Offset,2665482,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
73,"Donald Trump","Mac Miller",2652091,https://open.spotify.com/track/1yYzuNd0KRyHVJ3NH8apBt
74,"Happy Now",Zedd,2646287,https://open.spotify.com/track/4keoy2fqgwGnbWlm3ZVZFa
75,"Te Boté - Remix","Nio Garcia",2635561,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
76,Hope,XXXTENTACION,2585653,https://open.spotify.com/track/2ZRo7axmMPeSVUvDbGkJah
77,"lovely (with Khalid)","Billie Eilish",2570047,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
78,"High Hopes","Panic! At The Disco",2566597,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
79,Trip,"Ella Mai",2530047,https://open.spotify.com/track/7noud145AHZGg74vpWOsCa
80,"I'm Upset",Drake,2509907,https://open.spotify.com/track/3qN5qMTKyEEmiTZD38BNTT
81,"XO Tour Llif3","Lil Uzi Vert",2505267,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
82,2009,"Mac Miller",2469901,https://open.spotify.com/track/6dFn6my1sHK2bcf23GlHwM
83,"Good Guy (feat. Jessie Reyez)",Eminem,2452386,https://open.spotify.com/track/4g32MdRoqwGKQd3NXIRhpU
84,"Plug Walk","Rich The Kid",2442282,https://open.spotify.com/track/1ZAyjvIk9YiD76yYy0TEG6
85,"Mob Ties",Drake,2428169,https://open.spotify.com/track/7rC5Pl8rQSX4myONQHYPBK
86,"Magic In The Hamptons (feat. Lil Yachty)","Social House",2391901,https://open.spotify.com/track/2Yer0p7uB2lVBUAtANuuQp
87,"the remedy for a broken heart (why am I so in love)",XXXTENTACION,2391064,https://open.spotify.com/track/4UKCKdYiLN6IMA5ZESUTL7
88,"Look At Me!",XXXTENTACION,2387367,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s
89,Lust,"Lil Skies",2355078,https://open.spotify.com/track/7oJrVhiTPZGBXWPwhxjy9S
