,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
40,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",3535377,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
41,HUMBLE.,"Kendrick Lamar",3518940,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
42,"Let You Down",NF,3516213,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
43,"Bank Account","21 Savage",3484844,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
44,"Young Dumb & Broke",Khalid,3442599,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
45,Heaven,"Julia Michaels",3438708,https://open.spotify.com/track/4QfNOZN7vrQCQKK1ZJ3XPb
46,"Plain Jane","A$AP Ferg",3423259,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9
47,"Him & I (with Halsey)",G-Eazy,3411892,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4
48,MotorSport,Migos,3392286,https://open.spotify.com/track/4wFjTWCunQFKtukqrNijEt
49,"Bartier Cardi (feat. 21 Savage)","Cardi B",3349297,https://open.spotify.com/track/75FDPwaULRdYDn4StFN2rT
50,Paramedic!,"SOB X RBE",3269722,https://open.spotify.com/track/2tPcTFiQF9MbVUyjZ3zDhA
51,"Jocelyn Flores",XXXTENTACION,3229466,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
52,"Plug Walk","Rich The Kid",3087430,https://open.spotify.com/track/0gD6lWJhbXHWNVwQziSVvl
53,"The Ways (with Swae Lee)",Khalid,3074458,https://open.spotify.com/track/5jyyPsIGM2yqkZN9R3TmvN
54,"Walk It Talk It",Migos,3064428,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
55,"Red Roses (feat. Landon Cube)","Lil Skies",2992001,https://open.spotify.com/track/3ZhTT6yjZwpPph5MIJ53XY
56,"Say Something (feat. Chris Stapleton)","Justin Timberlake",2961673,https://open.spotify.com/track/1LhMopPAallLeaeNutqbgS
57,"Roll In Peace (feat. XXXTENTACION)","Kodak Black",2885521,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI
58,"Codeine Dreaming (feat. Lil Wayne)","Kodak Black",2876883,https://open.spotify.com/track/4DTpngLjoHj5gFxEZFeD3J
59,Perfect,"Ed Sheeran",2875936,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
60,Location,Khalid,2776486,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
61,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,2752058,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
62,"New Rules","Dua Lipa",2750555,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
63,"Capital Letters","Hailee Steinfeld",2744817,https://open.spotify.com/track/3towKHKVOXCCcL1fHv6xFO
64,"River (feat. Ed Sheeran)",Eminem,2726563,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
65,1-800-273-8255,Logic,2723878,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
66,"I Get the Bag (feat. Migos)","Gucci Mane",2714597,https://open.spotify.com/track/1XRgIKC5TPwo7nWGyKqgG0
67,goosebumps,"Travis Scott",2649790,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
68,Thunder,"Imagine Dragons",2598207,https://open.spotify.com/track/26gceVsA1ybT8qsX3aYLEn
69,"BUTTERFLY EFFECT","Travis Scott",2574662,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX
70,"You Owe Me","The Chainsmokers",2559512,https://open.spotify.com/track/1USJRpWDFhxwhCajPXBeel
71,Amorfoda,"Bad Bunny",2524933,https://open.spotify.com/track/3ITvHA9zhZZdBJsOsAUegF
72,BILLY,6ix9ine,2524411,https://open.spotify.com/track/7bRRHQelMfrP86QYQlCsAq
73,Dura,"Daddy Yankee",2494889,https://open.spotify.com/track/2j2fIJGh4PMdXt9ULI5Tlc
74,Silence,Marshmello,2489053,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
75,Wolves,"Selena Gomez",2456495,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
76,"This Is Me","Keala Settle",2449145,https://open.spotify.com/track/2xGjteMU3E1tkEPVFBO08U
77,KEKE,6ix9ine,2435379,https://open.spotify.com/track/7q1ikCoQLytPP5TTzDy7JK
78,"Bodak Yellow","Cardi B",2427818,https://open.spotify.com/track/2771LMNxwf62FTAdpJMQfM
79,Unforgettable,"French Montana",2421377,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
80,"The Way Life Goes (feat. Oh Wonder)","Lil Uzi Vert",2372045,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc
81,"Big Shot (with Travis Scott)","Kendrick Lamar",2371965,https://open.spotify.com/track/5cXg9IQS34FzLVdHhp7hu7
82,"She Loves Control","Camila Cabello",2370941,https://open.spotify.com/track/5HwnezK198pJCEj1l2Adjy
83,"Dark Knight Dummo (Feat. Travis Scott)","Trippie Redd",2341875,https://open.spotify.com/track/3YeJXuRSNS5FYwOsDu44kD
84,Beautiful,Bazzi,2335110,https://open.spotify.com/track/1OilOIju6R9ia8vilNjChh
85,"Wanted You (feat. Lil Uzi Vert)",NAV,2290527,https://open.spotify.com/track/790MhTXPFrYkrqCKvpg4t1
86,GUMMO,6ix9ine,2289141,https://open.spotify.com/track/0VtxQUpwnkeedz0QhhuOgA
87,"Rubbin off the Paint","YBN Nahmir",2276178,https://open.spotify.com/track/1QRJb5VY3sIkCKcTuIKCrk
88,"Go Flex","Post Malone",2273652,https://open.spotify.com/track/5yuShbu70mtHXY0yLzCQLQ
89,"Too Good At Goodbyes","Sam Smith",2262887,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
90,"Sick Boy","The Chainsmokers",2255555,https://open.spotify.com/track/2IKZkwHI5zsZf70STuhvOX
91,"Sorry Not Sorry","Demi Lovato",2196274,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P
92,X,"Nicky Jam",2195026,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
93,"Drowning (feat. Kodak Black)","A Boogie Wit da Hoodie",2182633,https://open.spotify.com/track/1f5cbQtDrykjarZVrShaDI
94,DNA.,"Kendrick Lamar",2167672,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj
95,"Gucci Gang","Lil Pump",2157881,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
96,Redbone,"Childish Gambino",2153274,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y
97,"Want You Back","5 Seconds of Summer",2151192,https://open.spotify.com/track/2Pvr8rYuh5J8V7QglJhH6W
98,"Marry Me","Thomas Rhett",2116776,https://open.spotify.com/track/0OWZFobGSIW9GrSlQ9C5pc
99,RONDO,6ix9ine,2089227,https://open.spotify.com/track/1Y500yrabUJY2mIQS3RDt4
100,"Solitaire (feat. Migos & Lil Yachty)","Gucci Mane",2082288,https://open.spotify.com/track/3DxZfFYJLwKDJtUwnLEhkL
101,"Everybody Dies In Their Nightmares",XXXTENTACION,2081393,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
102,Believer,"Imagine Dragons",2058027,https://open.spotify.com/track/7Izh7zLJGw1Nscd62Exxj4
103,"Bad At Love",Halsey,2040215,https://open.spotify.com/track/7y9iMe8SOB6z3NoHE2OfXl
104,"Shape of You","Ed Sheeran",2036057,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
105,"Love Galore (feat. Travis Scott)",SZA,2030212,https://open.spotify.com/track/0q75NwOoFiARAVp4EXU4Bs
106,"For You (Fifty Shades Freed) (& Rita Ora)","Liam Payne",2023433,https://open.spotify.com/track/5hM6sP0Gh1jD57drszNueC
107,"Sauce It Up","Lil Uzi Vert",2020601,https://open.spotify.com/track/1uL78kFWxhz3umTMWJu8n5
108,"Notice Me",Migos,1996476,https://open.spotify.com/track/3OnOomd79OjqSYHchCQ6ht
109,"Outside Today","YoungBoy Never Broke Again",1983772,https://open.spotify.com/track/5Qx9hngUBr30JFrNua7yp4
110,"Slippery (feat. Gucci Mane)",Migos,1983382,https://open.spotify.com/track/6p8NuHm8uCGnn2Dtbtf7zE
111,"White Iverson","Post Malone",1978095,https://open.spotify.com/track/6eT7xZZlB2mwyzJ2sUKG6w
112,"Wait (feat. A Boogie Wit da Hoodie)","Maroon 5",1929333,https://open.spotify.com/track/0SvxydoxEEkXt9aMAqTfpB
113,"Rewrite The Stars","Zac Efron",1929055,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN
114,"Feel It Still","Portugal. The Man",1863956,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
115,"Losin Control",Russ,1852261,https://open.spotify.com/track/4cxMGhkinTocPSVVKWIw0d
116,Heaven,"Kane Brown",1824593,https://open.spotify.com/track/1HXy5I3HTWq8OvxCn0z7G7
117,"Getting Over You",Lauv,1795366,https://open.spotify.com/track/2BNkTvg1kHAAfGvqh56x5a
118,"Miss You (with Major Lazer & Tory Lanez)","Cashmere Cat",1793708,https://open.spotify.com/track/0as7lPxkBPctZ7uVmchRNM
119,"What Lovers Do (feat. SZA)","Maroon 5",1764427,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
120,"Say You Won't Let Go","James Arthur",1764073,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
121,B.I.D,"Tory Lanez",1762362,https://open.spotify.com/track/6dnrppGRbt8fie18Lcd9Dd
122,"Body Like A Back Road","Sam Hunt",1759510,https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO
123,"Pieces (feat. 50 Cent)","Tory Lanez",1745031,https://open.spotify.com/track/4fdXiz0uJKg3HUOVj1p6iL
124,Passionfruit,Drake,1741763,https://open.spotify.com/track/5mCPDVBb16L4XQwDdbRUpz
125,"Sober Up",AJR,1729082,https://open.spotify.com/track/5537GkcZu99NDs1gH9iCOY
126,"You Make It Easy","Jason Aldean",1724121,https://open.spotify.com/track/2ZxTjs4EdJl4Y9YByIiNoo
127,"The Weekend - Funk Wav Remix",SZA,1716407,https://open.spotify.com/track/0P6AWOA4LG1XOctzaVu5tt
128,"Like I Do","David Guetta",1711819,https://open.spotify.com/track/6RnkFd8Fqqgk1Uni8RgqCQ
129,"Mask Off",Future,1692669,https://open.spotify.com/track/0VgkVdmE4gld66l8iyGjgx
130,"No Role Modelz","J. Cole",1682371,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
131,"Tell Me You Love Me","Demi Lovato",1667960,https://open.spotify.com/track/5Htb1uFQ1KrkFXlefS8oGj
132,"I Like Me Better",Lauv,1667165,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9
133,"It's A Vibe","2 Chainz",1652149,https://open.spotify.com/track/6H0AwSQ20mo62jGlPGB8S6
134,"iSpy (feat. Lil Yachty)",KYLE,1649584,https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL
135,"Rake It Up (feat. Nicki Minaj)","Yo Gotti",1644228,https://open.spotify.com/track/4knL4iPxPOZjQzTUlELGSY
136,Magnolia,"Playboi Carti",1641226,https://open.spotify.com/track/1e1JKLEDKP7hEQzJfNAgPl
137,"Relationship (feat. Future)","Young Thug",1615455,https://open.spotify.com/track/25oOaleife6E2MIKmFkPvg
138,"Bounce Back","Big Sean",1606185,https://open.spotify.com/track/0SGkqnVQo9KPytSri1H6cF
139,"One Dance",Drake,1600985,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3
140,"Hurt To Look (feat. Rae Sremmurd)","Swae Lee",1596479,https://open.spotify.com/track/07VJGBnywGutMZ72kRyEop
141,"Ghostface Killers","21 Savage",1586140,https://open.spotify.com/track/5u6vkDnOyaf8LsteDAj2ub
142,Lust,"Lil Skies",1585653,https://open.spotify.com/track/7oJrVhiTPZGBXWPwhxjy9S
143,"What Ifs (feat. Lauren Alaina)","Kane Brown",1567815,https://open.spotify.com/track/7zVCrzzEJU7u24sbJPXA5W
144,"Opps (with Yugen Blakrok)","Vince Staples",1559265,https://open.spotify.com/track/7bUcBztfGqO7cSI2gMZeCI
145,"Crew (feat. Brent Faiyaz & Shy Glizzy)",GoldLink,1555413,https://open.spotify.com/track/15EPc80XuFrb2LmOzGjuRg
146,Shooters,"Tory Lanez",1549845,https://open.spotify.com/track/6TrjaOqUwdKQ7KNxJr2s9Y
147,"In Case You Didn't Know","Brett Young",1542243,https://open.spotify.com/track/10M2Ex445zw585Ducldzkw
148,Unforgettable,"Thomas Rhett",1542199,https://open.spotify.com/track/30MM5jWpUmOxtTNd9Ey5LZ
149,"That's What I Like","Bruno Mars",1529709,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
150,"Look At Me!",XXXTENTACION,1527559,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s
151,"The Weekend",SZA,1523467,https://open.spotify.com/track/6gU9OKjOE7ghfEd55oRO57
152,"Love Scars","Trippie Redd",1516289,https://open.spotify.com/track/0AICBlLzFCTpUqmAbtzB2z
153,"Cocky (feat. London On Da Track)","A$AP Rocky",1515249,https://open.spotify.com/track/1nO2NjuFkGaAWcMdJ1pNrp
154,"How Long","Charlie Puth",1508772,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi
155,"BBO (Bad Bitches Only)",Migos,1504262,https://open.spotify.com/track/4BHzHISX21PYwGXiBEUQ70
156,"Ice Tray","Quality Control",1495024,https://open.spotify.com/track/3wdfLVUhmX64lIyWIIEW8s
157,Wait,"Maroon 5",1486093,https://open.spotify.com/track/1Qg9jWGDkKAGZXj5v2OG59
158,"do re mi",blackbear,1483589,https://open.spotify.com/track/3Q3myFA7q4Op95DOpHplaY
159,Yours,"Russell Dickerson",1478730,https://open.spotify.com/track/6RSNKGdv3nDTHqgw4bdzyF
160,"Best Part (feat. Daniel Caesar)",H.E.R.,1472075,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
161,"Strip That Down","Liam Payne",1466387,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ
162,"The Race",Tay-K,1462329,https://open.spotify.com/track/3wGXyJGsCf1myH5MooQIqE
163,"Stranger Things","Joyner Lucas",1459388,https://open.spotify.com/track/34I0nBvoE0ZXmqbKiJ5BWS
164,"Fake Love",Drake,1458759,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd
165,Sensualidad,"Bad Bunny",1449347,https://open.spotify.com/track/5hcisvFMidkMJlElTO9Qmw
166,"Tunnel Vision","Kodak Black",1446693,https://open.spotify.com/track/4Q3N4Ct4zCuIHuZ65E3BD4
167,KOODA,6ix9ine,1446449,https://open.spotify.com/track/1ob7M7lGdLSE0IWi2ymy6x
168,Attention,"Charlie Puth",1444283,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
169,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","DJ Khaled",1437178,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817
170,"No Option","Post Malone",1435969,https://open.spotify.com/track/6M0IsaUX4GNyto4niSegfI
171,"I Miss You (feat. Julia Michaels)","Clean Bandit",1433919,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL
172,"All On Me","Devin Dawson",1433432,https://open.spotify.com/track/2mfahQ0EaaZWq4cFNg6A1o
173,"Get You (feat. Kali Uchis)","Daniel Caesar",1428569,https://open.spotify.com/track/7zFXmv6vqI4qOt4yGf3jYZ
174,Closer,"The Chainsmokers",1421867,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
175,Transportin',"Kodak Black",1419815,https://open.spotify.com/track/1WIZiOuNO3woKfdlSK2gNn
176,Exchange,"Bryson Tiller",1412335,https://open.spotify.com/track/43PuMrRfbyyuz4QpZ3oAwN
177,"Black Panther","Kendrick Lamar",1408288,https://open.spotify.com/track/5qN4HFkapdAOV94XPryVof
178,"Heartache On The Dance Floor","Jon Pardi",1407632,https://open.spotify.com/track/0w3Q14i073jLoew1hgJkwD
179,"Singles You Up","Jordan Davis",1396858,https://open.spotify.com/track/1HehGmky06OZLM9Vz2PRZL
180,Saved,Khalid,1396382,https://open.spotify.com/track/248OFOZef6ShXv6DGgbnxU
181,"Mad Love","Sean Paul",1390414,https://open.spotify.com/track/3soOPBuMK8YMdWnV7xpEyf
182,"Despacito - Remix","Luis Fonsi",1388344,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
183,Issues,"Julia Michaels",1387248,https://open.spotify.com/track/7vu0JkJh0ldukEYbTVcqd0
184,Don't,"Bryson Tiller",1381394,https://open.spotify.com/track/3pXF1nA74528Edde4of9CC
185,"Do Right",Glades,1375165,https://open.spotify.com/track/45w70aQhNwke1yrQZO0ffm
186,"Échame La Culpa","Luis Fonsi",1368719,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
187,"LOYALTY. FEAT. RIHANNA.","Kendrick Lamar",1365711,https://open.spotify.com/track/6SwRhMLwNqEi6alNPVG00n
188,Starboy,"The Weeknd",1363314,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z
189,"Bad and Boujee (feat. Lil Uzi Vert)",Migos,1360565,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR
190,PRBLMS,6LACK,1357323,https://open.spotify.com/track/4AtZRwSR8BOTTQg5ihSggt
191,Criminal,"Natti Natasha",1357305,https://open.spotify.com/track/6Za3190Sbw39BBC77WSS1C
192,"Put Me Back Together (feat. Kiiara)","Cheat Codes",1352808,https://open.spotify.com/track/2zLIP4R6Yt3afkyh7uhmar
193,"When It Rains It Pours","Luke Combs",1350641,https://open.spotify.com/track/1mMLMZYXkMueg65jRRWG1l
194,Saint,"Huncho Jack",1349972,https://open.spotify.com/track/7foypmc7KZyU716Yv63BPe
195,Praying,Kesha,1348763,https://open.spotify.com/track/0jdny0dhgjUwoIp5GkqEaA
196,"Written in the Sand","Old Dominion",1344841,https://open.spotify.com/track/2A69wys3S9uiPSmn6UZWJn
197,"The Greatest Show","Hugh Jackman",1342605,https://open.spotify.com/track/43ay9lQZ5rfNcOOHhRF2cM
198,wokeuplikethis*,"Playboi Carti",1341541,https://open.spotify.com/track/59J5nzL1KniFHnU120dQzt
199,"I Am","Jorja Smith",1334400,https://open.spotify.com/track/0DJBgBiYeSn6n1AXAkFVE8
200,"Poles 1469","Trippie Redd",1330718,https://open.spotify.com/track/4fC5jw1TI59GH1emfN1wtk
