,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
22,"Jackie Chan",Tiësto,4929677,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
23,"Mob Ties",Drake,4750291,https://open.spotify.com/track/7rC5Pl8rQSX4myONQHYPBK
24,changes,XXXTENTACION,4705276,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
25,"Summertime Magic","Childish Gambino",4634421,https://open.spotify.com/track/4j3GWI86JvSaF0BLdmgcfF
26,"All Girls Are The Same","Juice WRLD",4558715,https://open.spotify.com/track/0XySogm94T51XF5F2jumXm
27,"Look Alive (feat. Drake)","BlocBoy JB",4367087,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
28,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,4304706,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
29,Body,"Loud Luxury",4168350,https://open.spotify.com/track/43V1z6QToNNWNldV4FEG6r
30,"rockstar (feat. 21 Savage)","Post Malone",4078513,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
31,"Ocean (feat. Khalid)","Martin Garrix",4040159,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
32,"Boo'd Up","Ella Mai",4001928,https://open.spotify.com/track/0At2qAoaVjIwWNAqrscXli
33,"Wasted (feat. Lil Uzi Vert)","Juice WRLD",3976646,https://open.spotify.com/track/3obgSF06ki98lYNLNq5vCB
34,APESHIT,"The Carters",3889890,https://open.spotify.com/track/0E6PsO3ymCfUh7pJQjBgkj
35,"Praise The Lord (Da Shine) (feat. Skepta)","A$AP Rocky",3884368,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
36,Rise,"Jonas Blue",3860088,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
37,"no tears left to cry","Ariana Grande",3669931,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
38,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",3630905,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
39,"you should see me in a crown","Billie Eilish",3607980,https://open.spotify.com/track/6vsV4D8BM6PioRr1UOx0n2
40,"Ball For Me (feat. Nicki Minaj)","Post Malone",3548137,https://open.spotify.com/track/6IaieqiCVvsNvEt6Y7yOFa
41,"Solo (feat. Demi Lovato)","Clean Bandit",3515387,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
42,"Big Bank feat. 2 Chainz, Big Sean, Nicki Minaj",YG,3512398,https://open.spotify.com/track/2RM4jf1Xa9zPgMGRDiht8O
43,"lovely (with Khalid)","Billie Eilish",3481196,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
44,"One Kiss (with Dua Lipa)","Calvin Harris",3452592,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
45,"Bed (feat. Ariana Grande)","Nicki Minaj",3399710,https://open.spotify.com/track/1ZEm9cJC05rawV2tptNfTS
46,"65th & Ingleside","Chance the Rapper",3326852,https://open.spotify.com/track/5H0NU2sHWUnWCcZyYlX46X
47,"All Mine","Kanye West",3319637,https://open.spotify.com/track/3qnoOm4fwZPBS116f5hpgF
48,"Te Boté - Remix","Nio Garcia",3317790,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
49,"Plug Walk","Rich The Kid",3315593,https://open.spotify.com/track/6mAz8D1TmlTuef90dbNIiZ
50,"Hopeless Romantic (feat. Swae Lee)","Wiz Khalifa",3282295,https://open.spotify.com/track/7IBSffWIu7P2MC7kMwy2FM
51,"Everybody Dies In Their Nightmares",XXXTENTACION,3272621,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
52,"I Fall Apart","Post Malone",3199118,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
53,"High Hopes","Panic! At The Disco",3152806,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
54,"Fr Fr (feat. Lil Skies)","Wiz Khalifa",3053393,https://open.spotify.com/track/1RagpNpkD3KcjXMLGMe99V
55,"Ric Flair Drip (& Metro Boomin)",Offset,2971147,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
56,JAPAN,"Famous Dex",2884284,https://open.spotify.com/track/5PTG6rrL6EPFD9E2QMI2pl
57,"Love Lies (with Normani)",Khalid,2875045,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
58,Mine,Bazzi,2814081,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
59,"This Is America","Childish Gambino",2813498,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
60,OTW,Khalid,2775530,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
61,"the remedy for a broken heart (why am I so in love)",XXXTENTACION,2774936,https://open.spotify.com/track/4UKCKdYiLN6IMA5ZESUTL7
62,"Born To Be Yours",Kygo,2763472,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM
63,Natural,"Imagine Dragons",2750587,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP
64,Tequila,"Dan + Shay",2746596,https://open.spotify.com/track/42fw0rxRO2xbesF6mJfd4Y
65,Emotionless,Drake,2689282,https://open.spotify.com/track/5Psnhdkyanjpgc2P8A5TSM
66,"Walk It Talk It",Migos,2657563,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
67,Hope,XXXTENTACION,2625294,https://open.spotify.com/track/2ZRo7axmMPeSVUvDbGkJah
68,"Can’t Take A Joke",Drake,2599649,https://open.spotify.com/track/1dUHF4RyMmMTveJ0Rby6Xm
69,"XO Tour Llif3","Lil Uzi Vert",2581027,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
70,"Look At Me!",XXXTENTACION,2574846,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s
71,"Candy Paint","Post Malone",2568552,https://open.spotify.com/track/32lItqlMi4LBhb4k0BaSaC
72,Elevate,Drake,2542799,https://open.spotify.com/track/3szf2z1Cy1QMrtHrbn8rz9
73,"Playinwitme (feat. Kehlani)",KYLE,2531946,https://open.spotify.com/track/4F1yvJfQ7gJkrcgFJQDjOr
74,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",2515334,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
75,"Powerglide (feat. Juicy J) - From SR3MM","Rae Sremmurd",2503524,https://open.spotify.com/track/1BuZAIO8WZpavWVbbq3Lci
76,"The Middle",Zedd,2479090,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
77,Lie,NF,2468339,https://open.spotify.com/track/07FkzikE6FuHIa8Ma7zJGc
78,"Happy Now",Zedd,2431388,https://open.spotify.com/track/4keoy2fqgwGnbWlm3ZVZFa
79,Simple,"Florida Georgia Line",2429893,https://open.spotify.com/track/4P92FrvmYQSAfOpp4cpFEi
80,"ocean eyes","Billie Eilish",2384048,https://open.spotify.com/track/7hDVYcQq6MxkdJGweuCtl9
81,"Work Out","Chance the Rapper",2364144,https://open.spotify.com/track/3PdgIdRXJjgxfOr7slldel
82,Legends,"Juice WRLD",2345125,https://open.spotify.com/track/1Knctxx9vGZxpZfF66BIEa
83,"X (feat. Maluma & Ozuna) - Remix","Nicky Jam",2319980,https://open.spotify.com/track/6JjPBQfI2Y8nIjnm65X6Pw
84,Lust,"Lil Skies",2283575,https://open.spotify.com/track/7oJrVhiTPZGBXWPwhxjy9S
85,"Shoota (feat. Lil Uzi Vert)","Playboi Carti",2237196,https://open.spotify.com/track/2BJSMvOGABRxokHKB0OI8i
86,"Red Roses (feat. Landon Cube)","Lil Skies",2226424,https://open.spotify.com/track/3ZhTT6yjZwpPph5MIJ53XY
87,"Bigger Than You (feat. Drake & Quavo)","2 Chainz",2218882,https://open.spotify.com/track/5S1IUPueD0xE0vj4zU3nSf
88,Connection,OneRepublic,2165786,https://open.spotify.com/track/3T4UodGkfZObJ43RtA5KFU
89,"Call Out My Name","The Weeknd",2135139,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
90,"Nowadays (feat. Landon Cube)","Lil Skies",2131299,https://open.spotify.com/track/2u7mxWSeoqTXndK5e08jMp
91,"Blue Tint",Drake,2095420,https://open.spotify.com/track/4n1bdaKwynQndm47x5HqWX
92,Stay,"Post Malone",2094605,https://open.spotify.com/track/4H7WNRErSbONkM06blBoGc
93,HUMBLE.,"Kendrick Lamar",2094251,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
94,"Leave Me","Rich The Kid",2093831,https://open.spotify.com/track/2SqLCiXVl3JQ3sQjCTJ9pr
95,Congratulations,"Post Malone",2090115,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
96,"King's Dead (with Kendrick Lamar, Future & James Blake)","Jay Rock",2083666,https://open.spotify.com/track/51rXHuKN8Loc4sUlKPODgH
97,"Lean Wit Me","Juice WRLD",2080320,https://open.spotify.com/track/29tc0GbW0pTSBZSCZF3NWk
98,"Champion (feat. Travis Scott)",NAV,2061926,https://open.spotify.com/track/6nO3tr47nr2P7f3hXb8JIo
99,"Freaky Friday (feat. Chris Brown)","Lil Dicky",2052353,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
100,Paranoid,"Post Malone",2040427,https://open.spotify.com/track/3fpVWegR6YOS1Yk5HSMYIq
101,"PICK IT UP (feat. A$AP Rocky)","Famous Dex",2040046,https://open.spotify.com/track/0dSIrRkA4PadGll16TgbnV
102,"Creeping (feat. Rich the Kid)","Lil Skies",2024630,https://open.spotify.com/track/7ms3VzLTfr7fXNOqA4Mkx9
103,"Sin Pijama","Becky G",2024362,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww
104,FRIENDS,Marshmello,2016760,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
105,"Rich & Sad","Post Malone",2011875,https://open.spotify.com/track/2VdT56BGpdqNHUgOe1j5vc
106,TATI,6ix9ine,2008697,https://open.spotify.com/track/6kp0inxIexxSiDJfWqq0ZL
107,"All The Stars (with SZA)","Kendrick Lamar",2006630,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
108,2002,Anne-Marie,1999974,https://open.spotify.com/track/6SFStUDQZNaGPKWOx9ZiJB
109,"Roll In Peace (feat. XXXTENTACION)","Kodak Black",1992710,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI
110,Nevermind,"Dennis Lloyd",1988058,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
111,goosebumps,"Travis Scott",1980811,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
112,"I'm a Mess","Bebe Rexha",1976166,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R
113,"Stir Fry",Migos,1964878,https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf
114,Thunder,"Imagine Dragons",1964431,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
115,"Life Goes On","Lil Baby",1941758,https://open.spotify.com/track/2bSk87AVkCIIC3Bcligq1z
116,NUMB,XXXTENTACION,1938121,https://open.spotify.com/track/01TnVDiet1DFTsyWKUKovl
117,Narcos,Migos,1904954,https://open.spotify.com/track/0wbnC9AUenxp613TYaJsGK
118,"Watch (feat. Lil Uzi Vert & Kanye West)","Travis Scott",1904370,https://open.spotify.com/track/3DoBTwfr8yi2LN08SBpFkN
119,Yikes,"Kanye West",1902648,https://open.spotify.com/track/2r4JRwcbIeuAzWjH4YXlLs
120,"Better Not (feat. Wafia)","Louis The Child",1877101,https://open.spotify.com/track/447yWcDPg1ddgcHBLGpJC0
121,"Havana (feat. Young Thug)","Camila Cabello",1871465,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
122,"Young Dumb & Broke",Khalid,1857743,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
123,"Spoil My Night (feat. Swae Lee)","Post Malone",1851800,https://open.spotify.com/track/5VuxWXbt7XENQCtE9TzpTv
124,Believer,"Imagine Dragons",1824937,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
125,Location,Khalid,1819339,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
126,"Bank Account","21 Savage",1812250,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
127,Heaven,"Kane Brown",1793842,https://open.spotify.com/track/1HXy5I3HTWq8OvxCn0z7G7
128,"Drug Addicts","Lil Pump",1790159,https://open.spotify.com/track/6tpHfEM8eaETzlPOARYWfZ
129,"Summer Games",Drake,1780913,https://open.spotify.com/track/4HG1YiGBseVKzjyKcmAJen
130,"8 Out Of 10",Drake,1773519,https://open.spotify.com/track/0zqy3ss4CwD6u4QPksS0nI
131,"Bounce Out With That","YBN Nahmir",1773389,https://open.spotify.com/track/2iWEpiPiIPf5D4f2UGBlrZ
132,"New Light","John Mayer",1771224,https://open.spotify.com/track/40FLJc17FMZaPmCQEEZgB0
133,Survival,Drake,1767089,https://open.spotify.com/track/2yg9UN4eo5eMVJ7OB4RWj3
134,"Wala Cam","Chance the Rapper",1757754,https://open.spotify.com/track/2cEnYJKLSZPH7MFSk6C05c
135,Betrayed,"Lil Xan",1747973,https://open.spotify.com/track/4vaxvNDaLSoD36iZX515ug
136,"Bodak Yellow","Cardi B",1741816,https://open.spotify.com/track/6KBYefIoo7KydImq1uUQlL
137,"Talk Up (feat. Jay-Z)",Drake,1741451,https://open.spotify.com/track/4ksuI04WMvUnJbHQjgs3L5
138,KOD,"J. Cole",1737839,https://open.spotify.com/track/7yotKA30dwTKNEGomV9ZsI
139,"Plain Jane","A$AP Ferg",1737020,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9
140,"After Dark (feat. Static Major & Ty Dolla $ign)",Drake,1736247,https://open.spotify.com/track/3mvYQKm8h6M5K5h0nVPY9S
141,"92 Explorer","Post Malone",1706091,https://open.spotify.com/track/1D2L6MefbXon28PzIk9I3r
142,"Love It If We Made It","The 1975",1702946,https://open.spotify.com/track/7MRY4VpCuZvBmFda6ZCk2G
143,Sober,"Demi Lovato",1689808,https://open.spotify.com/track/0STK94RxUulYqWzwFlyAb5
144,Africa,TOTO,1686806,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
145,"That’s How You Feel",Drake,1683714,https://open.spotify.com/track/41a7dZcq30Ss5kPMayWRV0
146,"Ned Flanders (feat. A$AP Ferg)",MadeinTYO,1683590,https://open.spotify.com/track/6f5i916F3jU6BhOOD7iGqf
147,"I Know You (feat. Yung Pinch)","Lil Skies",1678526,https://open.spotify.com/track/5Cg98kiDYtCEHmjcKD0CJD
148,"Outside Today","YoungBoy Never Broke Again",1674363,https://open.spotify.com/track/5PIfH6BzcmH04RDmtzF0BN
149,"Be Careful","Cardi B",1665163,https://open.spotify.com/track/2Yl4OmDby9iitgNWZPwxkd
150,idontwannabeyouanymore,"Billie Eilish",1660462,https://open.spotify.com/track/41zXlQxzTi6cGAjpOXyLYH
151,"Nico And The Niners","Twenty One Pilots",1651344,https://open.spotify.com/track/6ZIuit0z4eQg77F1RGkp0L
152,Esskeetit,"Lil Pump",1649984,https://open.spotify.com/track/44KKhCyI0BGS6LvVyDqJtH
153,"I Like Me Better",Lauv,1649118,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
154,1-800-273-8255,Logic,1644592,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
155,"BUTTERFLY EFFECT","Travis Scott",1643723,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX
156,"Sandra’s Rose",Drake,1637221,https://open.spotify.com/track/6cblRiEGDRNZgowcm951R3
157,Delicate,"Taylor Swift",1632017,https://open.spotify.com/track/6NFyWDv5CjfwuzoCkw47Xf
158,"LOVE. FEAT. ZACARI.","Kendrick Lamar",1621902,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As
159,"Shape of You","Ed Sheeran",1614651,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
160,"You Make It Easy","Jason Aldean",1609924,https://open.spotify.com/track/6EGAfJaLUFzhS4zRBIEQ2J
161,"Let You Down",NF,1609717,https://open.spotify.com/track/52okn5MNA47tk87PeZJLEL
162,Jumpsuit,"Twenty One Pilots",1603459,https://open.spotify.com/track/6cQnrSlTxhHCCiUpKrs7g3
163,Reborn,"KIDS SEE GHOSTS",1588543,https://open.spotify.com/track/4RVbK6cV0VqWdpCDcx3hiT
164,Finesse,Drake,1587681,https://open.spotify.com/track/2WP8G2pdddDmnh1xbfKBOI
165,"In My Blood","Shawn Mendes",1579132,https://open.spotify.com/track/21YnmkSDhUkmkkni22Svc4
166,"No Limit",G-Eazy,1574002,https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW
167,"One Number Away","Luke Combs",1564397,https://open.spotify.com/track/4gB7HrYHbJVJ5RFOjxmoq4
168,Everyday,Logic,1551150,https://open.spotify.com/track/4EAV2cKiqKP5UPZmY6dejk
169,"Only You (with Little Mix)","Cheat Codes",1547275,https://open.spotify.com/track/54l9GJGQ1UCFKe2tzt1Vxt
170,Unforgettable,"French Montana",1545571,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
171,"New Freezer (feat. Kendrick Lamar)","Rich The Kid",1533484,https://open.spotify.com/track/0eHCArTPhwUxatY7cEXRiK
172,"WIFI LIT",Future,1533071,https://open.spotify.com/track/6WlxcZKpEV6Bwe9InoVhMp
173,"Get Along","Kenny Chesney",1533018,https://open.spotify.com/track/2ZFrEp20VO25BXYhMxh0GW
174,Jaded,Drake,1522329,https://open.spotify.com/track/4c2xt1trwYZpMqPWY35Xi9
175,"Midsummer Madness",88rising,1522253,https://open.spotify.com/track/6TodWdTSDfzwgYynTZSvJn
176,"The Way Life Goes (feat. Oh Wonder)","Lil Uzi Vert",1521075,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc
177,"Beautiful Crazy","Luke Combs",1514689,https://open.spotify.com/track/2rxQMGVafnNaRaXlRMWPde
178,"New Rules","Dua Lipa",1506084,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
179,Perfect,"Ed Sheeran",1505592,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
180,"I Don't Wanna Do This Anymore",XXXTENTACION,1499677,https://open.spotify.com/track/5de9Ho64dovuQI8Uhn5gPD
181,MotorSport,Migos,1498736,https://open.spotify.com/track/4wFjTWCunQFKtukqrNijEt
182,Enemies,Lauv,1497501,https://open.spotify.com/track/3JJYIoJ5FyY9E0DGjr7SXF
183,Silence,Marshmello,1497300,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
184,"No Es Justo","J Balvin",1491645,https://open.spotify.com/track/5qFeMRz4TvetPmzjre9Dq7
185,Clandestino,Shakira,1488487,https://open.spotify.com/track/7DrluKkTviBwCc8AV3VGmf
186,"Sorry Not Sorry","Demi Lovato",1487499,https://open.spotify.com/track/3Du2K5dLzmduCNp6uwuaL0
187,Revenge,XXXTENTACION,1486808,https://open.spotify.com/track/5TXDeTFVRVY7Cvt0Dw4vWW
188,"Never Be the Same","Camila Cabello",1484134,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
189,IDGAF,"Dua Lipa",1474284,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
190,"Over Now","Post Malone",1473300,https://open.spotify.com/track/09IOPhEh1OMe0HD9b36FJk
191,"Black & White","Juice WRLD",1472581,https://open.spotify.com/track/1R0Ig5KYrSGWvIoPzY4T3l
192,"Carry On",XXXTENTACION,1469551,https://open.spotify.com/track/2yZax79pOrYuyIFVW2cZY2
193,Redbone,"Childish Gambino",1449514,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y
194,Closer,"The Chainsmokers",1447163,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
195,"I Get the Bag (feat. Migos)","Gucci Mane",1439968,https://open.spotify.com/track/1XRgIKC5TPwo7nWGyKqgG0
196,"Body Like A Back Road","Sam Hunt",1439935,https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO
197,BILLY,6ix9ine,1436436,https://open.spotify.com/track/5KhFaq45chTw8RGfWo8T8J
198,"Whatever It Takes","Imagine Dragons",1431090,https://open.spotify.com/track/6Qn5zhYkTa37e91HC1D7lb
199,"Bartier Cardi (feat. 21 Savage)","Cardi B",1427383,https://open.spotify.com/track/0dIoGTQXDh1wVnhIiSyYEa
200,"Thru These Tears",LANY,1419473,https://open.spotify.com/track/4gB61mP4tNChn4LgfquMhi
